Date,Price,Open,High,Low,Vol.,Change %
10/12/2018,"37,517.93","38,445.08","38,445.08","37,405.40",92.22M,-2.29%
10/15/2018,"36,767.57","37,453.24","37,575.89","36,274.25",105.52M,-2.00%
10/16/2018,"36,663.38","36,784.07","37,339.49","36,491.56",92.13M,-0.28%
10/17/2018,"37,647.34","36,686.20","37,704.08","36,684.95",101.31M,2.68%
10/18/2018,"37,982.25","37,806.08","38,189.16","37,438.38",116.46M,0.89%
10/19/2018,"38,430.27","38,019.32","38,467.41","37,759.95",115.56M,1.18%
10/22/2018,"38,345.42","38,505.97","38,783.87","38,266.93",138.85M,-0.22%
10/23/2018,"37,714.90","38,345.42","38,365.32","37,582.69",117.84M,-1.64%
10/24/2018,"39,271.12","38,580.29","39,296.33","38,580.29",167.68M,4.13%
10/25/2018,"39,631.91","39,697.70","40,069.40","39,409.49",200.46M,0.92%
10/26/2018,"40,556.45","39,736.39","40,604.91","39,375.42",237.22M,2.33%
10/29/2018,"41,453.76","40,556.45","41,513.63","40,556.45",279.10M,2.21%
10/30/2018,"41,609.03","41,648.88","41,792.81","41,366.58",220.16M,0.37%
10/31/2018,"41,649.36","41,611.95","41,825.55","41,237.48",178.97M,0.10%
11/1/2018,"41,716.10","41,616.27","41,827.05","41,454.54",151.71M,0.16%
11/2/2018,"42,004.09","41,701.98","42,243.83","41,607.16",209.72M,0.69%
11/5/2018,"41,493.96","41,892.22","41,892.22","41,033.87",145.50M,-1.21%
11/6/2018,"40,958.53","41,432.27","41,554.31","40,755.79",142.33M,-1.29%
11/7/2018,"41,543.98","41,326.74","41,597.93","41,231.19",169.72M,1.43%
11/8/2018,"41,367.38","41,623.58","41,650.70","41,284.64",133.41M,-0.43%
11/9/2018,"41,388.88","41,332.75","41,567.19","41,208.35",139.98M,0.05%
11/12/2018,"41,096.33","41,414.31","41,572.17","41,052.97",96.97M,-0.71%
11/13/2018,"41,152.28","41,112.26","41,202.42","40,760.59",91.31M,0.14%
11/14/2018,"40,994.05","40,874.22","41,322.77","40,763.44",146.56M,-0.38%
11/15/2018,"41,428.63","41,018.60","41,477.90","40,942.26",145.16M,1.06%
11/16/2018,"41,660.75","41,536.07","41,804.81","41,439.41",107.56M,0.56%
11/19/2018,"41,352.77","41,682.92","41,682.92","41,240.51",68.04M,-0.74%
11/20/2018,"41,419.24","41,376.42","41,465.81","41,214.11",79.64M,0.16%
11/22/2018,"40,874.03","41,367.89","41,367.89","40,795.96",88.92M,-1.32%
11/23/2018,"40,869.28","40,839.64","40,899.47","40,655.08",69.74M,-0.01%
11/26/2018,"40,771.55","40,882.10","41,144.09","40,664.17",68.88M,-0.24%
11/27/2018,"40,894.22","40,825.54","40,925.43","40,520.47",70.71M,0.30%
11/28/2018,"40,704.80","40,944.66","41,081.23","40,653.71",76.39M,-0.46%
11/29/2018,"40,638.83","40,717.95","40,781.43","40,462.91",53.32M,-0.16%
11/30/2018,"40,496.03","40,625.67","40,936.73","40,339.93",212.88M,-0.35%
12/3/2018,"39,160.60","40,383.27","40,383.44","39,015.62",102.66M,-3.30%
12/4/2018,"39,602.87","38,889.68","39,657.96","38,889.24",140.55M,1.13%
12/5/2018,"39,303.11","39,607.10","39,607.10","38,719.62",87.96M,-0.76%
12/6/2018,"38,300.62","39,371.09","39,448.28","38,247.01",121.44M,-2.55%
12/7/2018,"38,562.05","38,300.33","38,651.88","37,779.67",91.39M,0.68%
12/10/2018,"39,299.62","38,826.23","39,438.68","38,826.23",113.19M,1.91%
12/11/2018,"38,851.96","39,338.68","39,338.68","38,801.13",84.43M,-1.14%
12/12/2018,"38,307.44","38,770.56","38,810.15","38,130.07",107.04M,-1.40%
12/13/2018,"38,011.63","38,328.51","38,464.79","37,767.01",57.73M,-0.77%
12/14/2018,"38,585.66","38,062.64","38,597.68","38,033.83",65.90M,1.51%
12/17/2018,"38,309.17","38,542.41","38,579.06","38,203.63",46.13M,-0.72%
12/18/2018,"38,115.81","38,245.98","38,323.44","37,979.03",68.15M,-0.50%
12/19/2018,"38,063.15","38,051.78","38,179.27","37,859.18",70.42M,-0.14%
12/20/2018,"38,236.52","38,069.42","38,379.69","38,014.48",81.89M,0.46%
12/21/2018,"38,251.04","38,241.05","38,487.37","37,845.42",98.56M,0.04%
12/24/2018,"38,308.92","38,222.81","38,347.25","37,934.01",57.69M,0.15%
12/26/2018,"38,218.07","38,318.41","38,358.08","38,168.54",61.08M,-0.24%
12/27/2018,"37,853.57","38,382.24","38,460.10","37,701.16",69.74M,-0.95%
12/28/2018,"37,167.02","37,368.80","37,368.80","36,918.66",133.40M,-1.81%
12/31/2018,"37,066.67","37,071.76","37,206.17","36,802.40",164.22M,-0.27%
1/1/2019,"37,995.76","37,067.98","38,046.98","37,046.21",63.47M,2.51%
1/2/2019,"37,795.25","38,046.70","38,449.04","37,710.38",88.05M,-0.53%
1/3/2019,"37,542.01","37,807.99","37,928.37","37,374.05",46.10M,-0.67%
1/4/2019,"37,547.49","37,565.24","37,813.99","37,474.66",37.89M,0.01%
1/7/2019,"38,562.40","37,621.24","38,626.80","37,621.24",103.49M,2.70%
1/8/2019,"39,052.50","38,632.14","39,148.92","38,599.75",105.12M,1.27%
1/9/2019,"38,921.69","39,201.03","39,267.53","38,816.50",96.86M,-0.33%
1/10/2019,"39,090.28","39,023.67","39,225.55","38,997.55",66.45M,0.43%
1/11/2019,"39,049.08","39,116.62","39,278.20","38,780.18",91.60M,-0.11%
1/14/2019,"39,412.55","39,177.03","39,504.49","39,139.43",83.82M,0.93%
1/15/2019,"39,614.17","39,430.20","39,711.92","39,358.16",89.30M,0.51%
1/16/2019,"39,271.94","39,608.15","39,622.47","39,225.41",69.18M,-0.86%
1/17/2019,"39,243.89","39,265.66","39,294.47","38,780.37",78.83M,-0.07%
1/18/2019,"39,306.50","39,243.22","39,390.77","39,091.52",121.61M,0.16%
1/21/2019,"39,543.77","39,345.13","39,812.36","39,345.13",77.05M,0.60%
1/22/2019,"39,902.21","39,557.26","39,959.22","39,485.76",88.46M,0.91%
1/23/2019,"40,057.85","39,971.54","40,198.28","39,905.03",106.62M,0.39%
1/24/2019,"40,289.16","40,592.67","40,609.03","40,221.34",158.76M,0.58%
1/25/2019,"40,264.78","40,307.01","40,379.95","40,165.72",116.78M,-0.06%
1/28/2019,"40,420.09","40,277.09","40,465.15","40,261.39",68.02M,0.39%
1/29/2019,"40,624.39","40,421.95","40,647.97","40,307.23",73.70M,0.51%
1/30/2019,"40,607.12","40,644.33","40,776.92","40,530.69",53.85M,-0.04%
1/31/2019,"40,799.52","40,635.66","40,860.79","40,635.66",125.88M,0.47%
2/1/2019,"41,112.71","40,810.70","41,207.97","40,793.36",127.55M,0.77%
2/4/2019,"41,614.39","41,209.08","41,630.13","41,209.08",138.38M,1.22%
2/6/2019,"41,505.68","41,693.37","41,766.93","41,417.82",118.36M,-0.26%
2/7/2019,"41,332.75","41,529.25","41,606.27","41,289.12",64.17M,-0.42%
2/8/2019,"40,887.35","41,358.68","41,453.10","40,790.60",124.64M,-1.08%
2/11/2019,"40,326.53","41,038.02","41,076.26","40,218.37",87.57M,-1.37%
2/12/2019,"40,596.28","40,326.19","40,637.26","40,269.00",91.16M,0.67%
2/13/2019,"40,544.11","40,692.74","40,839.09","40,484.58",102.39M,-0.13%
2/14/2019,"40,506.98","40,544.99","40,589.15","40,318.01",58.30M,-0.09%
2/15/2019,"40,486.67","40,515.20","40,646.39","40,361.03",46.64M,-0.05%
2/18/2019,"40,219.47","40,605.13","40,654.65","40,000.11",57.94M,-0.66%
2/19/2019,"39,957.07","40,242.45","40,320.58","39,941.97",56.02M,-0.65%
2/20/2019,"40,279.38","39,943.99","40,330.04","39,688.75",89.40M,0.81%
2/21/2019,"40,070.71","40,317.66","40,416.53","39,882.23",76.30M,-0.52%
2/22/2019,"40,016.13","39,982.37","40,082.21","39,799.93",66.27M,-0.14%
2/25/2019,"39,606.79","39,990.34","40,046.25","39,550.65",44.19M,-1.02%
2/26/2019,"38,821.67","39,421.88","39,421.88","38,726.73",104.83M,-1.98%
2/27/2019,"38,692.69","38,630.12","38,857.90","37,330.38",178.89M,-0.33%
2/28/2019,"39,054.60","38,815.24","39,149.33","38,558.45",102.34M,0.94%
3/1/2019,"39,539.01","39,083.98","39,713.42","39,083.98",94.70M,1.24%
3/4/2019,"39,749.74","39,550.18","39,841.74","39,499.36",141.76M,0.53%
3/5/2019,"39,688.51","39,775.16","39,955.28","39,598.97",126.66M,-0.15%
3/6/2019,"39,568.10","39,718.18","39,845.59","39,494.88",61.61M,-0.30%
3/7/2019,"39,294.10","39,662.44","39,747.18","39,257.99",46.36M,-0.69%
3/8/2019,"38,950.23","39,313.75","39,323.43","38,866.69",46.12M,-0.88%
3/11/2019,"38,924.11","39,012.48","39,146.44","38,875.82",50.34M,-0.07%
3/12/2019,"38,896.49","38,937.01","39,030.25","38,648.12",54.16M,-0.07%
3/13/2019,"38,928.93","38,874.25","39,060.58","38,828.52",67.53M,0.08%
3/14/2019,"38,808.61","38,936.09","38,999.39","38,751.60",58.90M,-0.31%
3/15/2019,"38,306.95","38,799.91","38,839.01","38,187.48",100.36M,-1.29%
3/18/2019,"38,851.95","38,355.84","38,882.82","38,161.72",74.81M,1.42%
3/19/2019,"38,612.37","38,913.36","39,011.54","38,528.11",54.80M,-0.62%
3/20/2019,"38,547.76","38,600.56","38,666.55","38,427.64",56.16M,-0.17%
3/21/2019,"38,384.71","38,548.18","38,593.48","38,202.28",55.29M,-0.42%
3/22/2019,"38,531.87","38,437.17","38,721.05","38,389.86",54.20M,0.38%
3/25/2019,"38,128.66","38,520.35","38,520.35","38,053.15",36.49M,-1.05%
3/26/2019,"38,329.13","38,161.08","38,372.89","38,039.69",50.86M,0.53%
3/27/2019,"38,965.01","38,382.06","38,981.12","38,369.12",91.76M,1.66%
3/28/2019,"38,552.95","38,960.67","38,960.67","38,418.90",54.35M,-1.06%
3/29/2019,"38,649.34","38,555.65","38,733.37","38,483.46",82.77M,0.25%
4/1/2019,"38,354.85","38,633.56","38,633.56","38,211.08",39.70M,-0.76%
4/2/2019,"38,036.03","38,423.14","38,557.74","37,932.29",65.30M,-0.83%
4/3/2019,"38,022.80","38,050.80","38,119.14","37,855.09",63.00M,-0.03%
4/4/2019,"37,516.11","38,037.79","38,042.60","37,413.09",63.15M,-1.33%
4/5/2019,"37,521.81","37,517.13","37,592.27","37,307.14",48.07M,0.02%
4/8/2019,"36,921.91","37,552.90","37,552.90","36,738.96",73.33M,-1.60%
4/9/2019,"37,129.97","36,906.30","37,270.58","36,593.20",108.85M,0.56%
4/10/2019,"36,579.32","37,138.79","37,170.36","36,464.85",73.30M,-1.48%
4/11/2019,"36,787.64","36,555.20","36,910.03","36,499.34",101.70M,0.57%
4/12/2019,"37,337.87","36,788.89","37,420.92","36,741.70",125.96M,1.50%
4/15/2019,"37,504.08","37,431.00","37,698.79","37,281.15",134.91M,0.45%
4/16/2019,"37,381.95","37,519.57","37,635.56","37,339.21",95.32M,-0.33%
4/17/2019,"36,752.57","37,385.04","37,418.67","36,692.21",123.09M,-1.68%
4/18/2019,"36,811.86","36,737.51","36,919.95","36,419.36",151.84M,0.16%
4/19/2019,"37,292.47","36,827.08","37,729.12","36,818.16",139.07M,1.31%
4/22/2019,"36,901.69","37,474.80","37,479.27","36,839.29",104.28M,-1.05%
4/23/2019,"36,404.03","36,901.24","36,911.61","36,136.11",95.42M,-1.35%
4/24/2019,"36,504.25","36,375.22","36,733.05","36,332.28",93.22M,0.28%
4/25/2019,"36,796.03","36,520.00","36,914.41","36,515.16",84.27M,0.80%
4/26/2019,"37,130.63","36,806.86","37,158.35","36,787.44",109.32M,0.91%
4/29/2019,"37,026.27","37,201.59","37,437.72","36,949.92",132.61M,-0.28%
4/30/2019,"36,784.44","36,993.38","37,037.30","36,708.20",82.53M,-0.65%
5/2/2019,"36,547.63","36,776.22","36,857.75","36,508.22",50.97M,-0.64%
5/3/2019,"36,122.95","36,544.90","36,556.42","36,071.10",48.58M,-1.16%
5/6/2019,"35,605.42","36,127.08","36,191.43","35,570.38",54.35M,-1.43%
5/7/2019,"35,631.06","35,597.80","35,806.33","35,491.20",54.58M,0.07%
5/8/2019,"35,035.03","35,666.78","35,697.73","34,849.84",86.78M,-1.67%
5/9/2019,"34,887.64","35,025.23","35,300.26","34,828.94",60.13M,-0.42%
5/10/2019,"34,716.53","34,856.43","34,875.70","34,646.97",30.12M,-0.49%
5/13/2019,"33,900.38","34,850.59","35,227.92","33,779.66",89.96M,-2.35%
5/14/2019,"33,885.09","33,932.93","34,067.27","33,691.66",82.18M,-0.05%
5/15/2019,"34,291.65","33,998.92","34,443.91","33,946.93",92.19M,1.20%
5/16/2019,"33,971.12","34,361.39","34,416.46","33,574.85",85.08M,-0.93%
5/17/2019,"33,166.62","33,933.67","33,944.16","33,005.99",63.32M,-2.37%
5/20/2019,"33,250.54","33,037.18","33,322.39","32,352.40",132.06M,0.25%
5/21/2019,"33,442.10","33,260.94","33,549.62","32,852.23",127.62M,0.58%
5/22/2019,"34,637.14","33,618.29","34,698.56","33,618.29",140.77M,3.57%
5/23/2019,"35,581.34","35,086.46","35,631.13","34,897.68",164.34M,2.73%
5/24/2019,"35,703.81","35,635.17","35,766.70","35,435.91",110.42M,0.34%
5/27/2019,"35,697.37","35,818.33","35,892.29","35,610.41",94.51M,-0.02%
5/28/2019,"34,949.28","35,690.61","35,709.12","34,900.07",122.79M,-2.10%
5/29/2019,"35,959.43","35,083.36","35,993.61","35,083.36",151.48M,2.89%
5/30/2019,"35,974.79","36,218.83","36,536.78","35,655.25",176.40M,0.04%
6/3/2019,"35,505.29","35,890.48","35,890.48","35,425.32",92.62M,-1.31%
6/10/2019,"34,567.55","35,505.29","35,505.29","34,468.16",74.89M,-2.64%
6/11/2019,"34,659.85","34,567.55","34,798.60","34,267.59",93.10M,0.27%
6/12/2019,"34,937.93","34,617.62","35,137.56","34,608.32",113.58M,0.80%
6/13/2019,"35,403.07","34,880.34","35,501.37","34,858.14",118.53M,1.33%
6/14/2019,"35,572.95","35,443.40","35,659.35","35,295.64",129.02M,0.48%
6/17/2019,"35,168.82","35,601.39","35,625.47","35,110.73",87.30M,-1.14%
6/18/2019,"34,681.72","35,166.09","35,186.09","34,608.61",82.05M,-1.39%
6/19/2019,"34,656.12","34,673.53","34,813.90","34,522.41",74.20M,-0.07%
6/20/2019,"34,995.91","34,691.80","35,061.54","34,645.96",92.01M,0.98%
6/21/2019,"35,125.25","35,106.58","35,207.59","35,036.62",81.67M,0.37%
6/24/2019,"34,471.95","35,147.18","35,194.64","34,368.46",58.10M,-1.86%
6/25/2019,"34,190.62","34,416.62","34,450.86","33,984.60",106.96M,-0.82%
6/26/2019,"34,088.56","34,261.32","34,290.58","33,731.94",115.48M,-0.30%
6/27/2019,"33,774.42","34,101.39","34,261.92","33,521.38",111.73M,-0.92%
6/28/2019,"33,901.58","33,776.38","33,936.23","33,409.50",149.24M,0.38%
7/1/2019,"33,996.33","33,963.89","34,068.58","33,825.85",37.68M,0.28%
7/2/2019,"34,307.11","34,013.28","34,340.23","33,918.97",73.91M,0.91%
7/3/2019,"34,896.55","34,320.93","34,938.44","34,320.93",99.35M,1.72%
7/4/2019,"34,570.62","35,132.54","35,279.32","34,466.62",88.95M,-0.93%
7/5/2019,"34,190.02","34,525.67","34,536.70","34,062.98",42.35M,-1.10%
7/8/2019,"33,742.68","34,184.57","34,229.63","33,686.20",46.79M,-1.31%
7/9/2019,"33,855.58","33,750.85","34,051.01","33,656.21",48.35M,0.33%
7/10/2019,"33,840.05","33,887.27","33,955.00","33,796.91",25.85M,-0.05%
7/11/2019,"33,875.40","33,879.14","33,957.79","33,724.98",23.39M,0.10%
7/12/2019,"33,672.49","33,865.68","34,001.76","33,599.48",43.37M,-0.60%
7/15/2019,"32,958.35","33,644.53","33,646.59","32,895.82",52.23M,-2.12%
7/16/2019,"32,972.02","32,914.92","33,093.79","32,604.64",119.50M,0.04%
7/17/2019,"32,981.99","33,028.93","33,381.32","32,835.05",93.84M,0.03%
7/18/2019,"32,309.54","32,949.25","33,014.74","32,223.54",71.67M,-2.04%
7/19/2019,"32,458.77","32,251.51","32,549.31","31,901.28",106.39M,0.46%
7/22/2019,"32,584.55","32,625.27","32,723.68","32,391.55",38.19M,0.39%
7/23/2019,"32,715.88","32,602.00","32,758.44","32,455.10",79.62M,0.40%
7/24/2019,"32,401.40","32,726.15","32,765.08","32,348.91",72.69M,-0.96%
7/25/2019,"32,446.40","32,484.35","32,502.22","32,150.26",54.38M,0.14%
7/26/2019,"32,103.27","32,438.51","32,439.16","32,031.98",67.30M,-1.06%
7/29/2019,"31,734.23","32,103.27","32,122.09","31,717.76",37.37M,-1.15%
7/30/2019,"31,658.12","31,734.23","31,774.21","31,485.76",40.95M,-0.24%
7/31/2019,"31,938.48","31,658.12","31,968.78","31,545.26",,0.89%
8/1/2019,"31,839.11","31,938.48","32,060.58","31,780.92",,-0.31%
8/2/2019,"31,666.41","31,839.11","31,842.30","31,434.14",,-0.54%
8/5/2019,"31,180.80","31,666.41","31,666.41","30,978.96",,-1.53%
8/6/2019,"31,000.67","31,180.80","31,330.04","30,946.73",,-0.58%
8/7/2019,"30,277.45","31,000.67","31,000.67","30,229.38",,-2.33%
8/8/2019,"29,737.98","30,277.45","30,277.45","29,400.28",,-1.78%
8/9/2019,"29,429.07","29,737.98","30,034.68","29,332.80",,-1.04%
8/16/2019,"28,764.63","29,429.07","29,429.07","28,691.79",,-2.26%
8/19/2019,"29,562.42","28,764.63","29,609.16","28,670.98",,2.77%
8/20/2019,"30,419.22","29,562.42","30,503.11","29,562.42",,2.90%
8/21/2019,"30,972.75","30,419.22","31,101.31","30,419.22",,1.82%
8/22/2019,"31,884.45","30,972.75","31,913.32","30,972.75",,2.94%
8/23/2019,"31,350.01","31,884.45","32,100.56","31,225.06",,-1.68%
8/26/2019,"30,520.60","31,350.02","31,350.02","30,410.54",,-2.65%
8/27/2019,"30,584.85","30,520.60","30,641.84","29,952.73",,0.21%
8/28/2019,"30,637.71","30,584.85","31,112.82","30,551.91",,0.17%
8/29/2019,"30,158.96","30,637.71","30,808.44","30,111.56",,-1.56%
8/30/2019,"29,672.12","30,158.96","30,309.64","29,559.82",,-1.61%
9/2/2019,"30,057.29","29,672.12","30,178.57","29,672.12",,1.30%
9/3/2019,"29,809.68","30,057.29","30,247.32","29,739.58",,-0.82%
9/4/2019,"30,244.73","29,809.68","30,378.13","29,468.29",,1.46%
9/5/2019,"30,214.77","30,244.73","30,743.62","30,145.35",,-0.10%
9/6/2019,"30,467.20","30,214.77","30,550.93","30,011.50",,0.84%
9/11/2019,"30,954.83","30,467.20","31,019.81","30,467.20",,1.60%
9/12/2019,"31,546.61","30,954.83","31,846.68","30,950.85",,1.91%
9/13/2019,"31,481.31","31,546.61","31,630.07","31,279.83",,-0.21%
9/16/2019,"31,928.55","31,481.31","31,954.56","31,481.31",,1.42%
9/17/2019,"31,908.92","31,928.55","32,106.19","31,769.98",,-0.06%
9/18/2019,"31,555.47","31,908.92","31,908.92","31,508.75",,-1.11%
9/19/2019,"32,184.03","31,555.47","32,235.29","31,475.00",,1.99%
9/20/2019,"32,111.10","32,184.03","32,332.73","32,055.30",,-0.23%
9/23/2019,"31,751.21","32,111.10","32,147.65","31,710.00",,-1.12%
9/24/2019,"31,829.24","31,751.21","31,892.23","31,436.22",,0.25%
9/25/2019,"31,565.21","31,829.24","31,867.79","31,472.02",,-0.83%
9/26/2019,"31,433.89","31,565.21","31,592.11","31,272.06",,-0.42%
9/27/2019,"32,070.81","31,433.89","32,085.73","31,368.81",,2.03%
9/30/2019,"32,078.85","32,070.81","32,395.09","31,929.62",,0.03%
10/1/2019,"32,254.32","32,078.85","32,290.39","32,002.11",,0.55%
10/2/2019,"32,363.35","32,254.32","32,388.73","32,180.71",,0.34%
10/3/2019,"32,752.25","32,363.35","32,833.54","32,279.86",,1.20%
10/4/2019,"33,033.32","32,752.26","33,053.79","32,699.24",,0.86%
10/7/2019,"33,636.82","33,033.32","33,850.96","32,947.22",,1.83%
10/8/2019,"33,476.62","33,636.82","33,872.18","33,409.12",,-0.48%
10/9/2019,"33,523.74","33,476.62","33,604.16","33,339.32",,0.14%
10/10/2019,"34,027.70","33,523.74","34,047.11","33,523.74",,1.50%
10/11/2019,"34,475.69","34,027.70","34,689.30","34,027.70",,1.32%
10/14/2019,"34,186.26","34,475.69","34,697.34","34,124.81",,-0.84%
10/15/2019,"34,083.53","34,186.26","34,259.23","33,929.19",,-0.30%
10/16/2019,"34,281.09","34,083.53","34,434.06","34,083.53",,0.58%
10/17/2019,"33,898.56","34,281.09","34,361.45","33,836.97",,-1.12%
10/18/2019,"33,870.15","33,898.56","34,096.39","33,667.80",,-0.08%
10/21/2019,"33,084.73","33,870.15","33,885.47","33,074.86",,-2.32%
10/22/2019,"33,198.96","33,084.73","33,240.10","32,960.65",,0.35%
10/23/2019,"33,439.69","33,198.96","33,639.76","33,198.96",,0.73%
10/24/2019,"33,762.48","33,439.69","33,862.64","33,439.69",,0.97%
10/25/2019,"33,657.46","33,762.48","33,943.81","33,597.86",,-0.31%
10/28/2019,"33,861.59","33,657.46","34,008.35","33,572.36",,0.61%
10/29/2019,"33,797.51","33,861.59","34,016.55","33,715.97",,-0.19%
10/30/2019,"33,761.41","33,797.51","33,951.48","33,670.70",,-0.11%
10/31/2019,"34,203.68","33,761.41","34,306.00","33,761.41",,1.31%
11/1/2019,"34,377.61","34,203.68","34,489.51","34,108.10",,0.51%
11/4/2019,"35,277.46","34,377.61","35,309.01","34,377.61",,2.62%
11/5/2019,"35,358.31","35,277.46","35,608.77","35,243.22",,0.23%
11/6/2019,"35,653.33","35,358.31","35,985.21","35,358.31",,0.83%
11/7/2019,"35,758.52","35,653.33","35,834.24","35,458.10",,0.30%
11/8/2019,"35,978.16","35,758.52","36,048.52","35,758.52",,0.61%
11/11/2019,"36,803.10","35,978.16","36,817.73","35,978.16",,2.29%
11/12/2019,"36,765.56","36,803.10","37,171.04","36,672.22",,-0.10%
11/13/2019,"37,166.96","36,765.56","37,289.41","36,481.03",,1.09%
11/14/2019,"37,243.20","37,166.96","37,507.02","37,130.01",,0.21%
11/15/2019,"37,583.89","37,243.20","37,634.75","37,225.61",,0.91%
11/18/2019,"38,411.56","37,583.89","38,452.73","37,583.89",,2.20%
11/19/2019,"38,564.37","38,411.56","38,911.46","38,393.61",,0.40%
11/20/2019,"38,037.68","38,564.37","38,661.71","37,977.63",,-1.37%
11/21/2019,"37,101.31","38,037.68","38,096.56","37,033.45",,-2.46%
11/22/2019,"37,925.79","37,101.31","37,948.37","36,953.96",,2.22%
11/25/2019,"38,212.28","37,925.79","38,293.08","37,839.03",,0.76%
11/26/2019,"37,795.05","38,212.28","38,568.05","37,535.89",,-1.09%
11/27/2019,"38,122.72","37,795.05","38,122.72","37,671.63",,0.87%
11/28/2019,"38,706.27","38,122.72","38,847.19","38,122.72",,1.53%
11/29/2019,"39,287.65","38,706.27","39,452.76","38,706.27",,1.50%
12/2/2019,"40,124.22","39,287.65","40,144.12","39,287.65",,2.13%
12/3/2019,"39,788.73","40,124.22","40,444.05","39,725.70",,-0.84%
12/4/2019,"40,270.52","39,788.73","40,306.55","39,659.43",,1.21%
12/5/2019,"40,641.10","40,270.52","40,809.31","40,270.52",,0.92%
12/6/2019,"40,732.25","40,641.10","40,987.76","40,595.96",,0.22%
12/9/2019,"40,442.80","40,732.25","40,916.39","40,314.94",,-0.71%
12/10/2019,"40,664.60","40,442.81","40,704.22","40,259.03",,0.55%
12/11/2019,"40,531.42","40,664.60","40,911.19","40,450.98",,-0.33%
12/12/2019,"40,514.17","40,531.42","40,769.88","40,172.32",,-0.04%
12/13/2019,"40,916.59","40,514.17","41,077.82","40,514.17",,0.99%
12/16/2019,"41,644.88","40,916.59","41,699.04","40,916.59",,1.78%
12/17/2019,"41,768.66","41,644.88","42,056.14","41,025.71",,0.30%
12/18/2019,"41,603.71","41,768.66","41,920.62","41,389.60",,-0.39%
12/19/2019,"40,655.37","41,603.71","41,796.33","40,414.36",,-2.28%
12/20/2019,"40,832.99","40,655.37","41,054.42","40,493.99",,0.44%
12/23/2019,"40,008.29","40,832.99","40,832.99","39,931.78",,-2.02%
12/24/2019,"40,328.32","40,008.29","40,488.68","39,455.33",,0.80%
12/26/2019,"41,127.79","40,328.32","41,148.72","40,328.32",,1.98%
12/27/2019,"40,848.53","41,127.79","41,289.68","40,726.65",,-0.68%
12/30/2019,"40,887.62","40,848.53","41,295.28","40,815.80",,0.10%
12/31/2019,"40,735.08","40,887.62","40,997.50","40,689.02",,-0.37%
1/1/2020,"41,400.00","40,735.08","41,544.05","40,735.08",,1.63%
1/2/2020,"42,480.76","41,400.00","42,543.73","41,400.00",,2.61%
1/3/2020,"42,323.30","42,480.76","42,835.08","42,077.45",,-0.37%
1/6/2020,"41,296.24","42,323.30","42,323.30","41,207.16",,-2.43%
1/7/2020,"41,904.47","41,296.24","41,967.94","41,296.24",,1.47%
1/8/2020,"41,357.56","41,904.47","41,939.47","41,173.95",,-1.31%
1/9/2020,"42,523.07","41,357.56","42,556.01","41,357.56",,2.82%
1/10/2020,"43,207.05","42,523.07","43,241.78","42,523.07",,1.61%
1/13/2020,"43,218.67","43,207.05","43,453.34","43,037.72",,0.03%
1/14/2020,"43,207.04","43,218.67","43,468.22","43,095.41",,-0.03%
1/15/2020,"42,993.03","43,207.04","43,239.88","42,877.90",,-0.50%
1/16/2020,"43,065.10","42,993.02","43,205.26","42,805.73",,0.17%
1/17/2020,"43,167.77","43,065.09","43,246.61","43,017.50",,0.24%
1/20/2020,"42,747.63","43,167.76","43,302.61","42,632.58",,-0.97%
1/21/2020,"42,626.48","42,747.62","42,965.41","42,338.79",,-0.28%
1/22/2020,"42,561.27","42,626.47","42,675.42","42,144.47",,-0.15%
1/23/2020,"42,506.95","42,561.27","42,906.14","42,439.68",,-0.13%
1/24/2020,"42,633.03","42,506.95","42,707.43","42,250.56",,0.30%
1/27/2020,"42,539.23","42,633.02","42,738.56","42,472.16",,-0.22%
1/28/2020,"42,299.19","42,539.23","42,539.23","42,153.29",,-0.56%
1/29/2020,"41,898.70","42,299.19","42,429.49","41,790.81",,-0.95%
1/30/2020,"41,903.51","41,898.70","41,982.70","41,548.04",,0.01%
1/31/2020,"41,630.94","41,903.50","42,137.40","41,558.74",,-0.65%
2/3/2020,"40,409.38","41,630.93","41,630.93","40,233.64",,-2.93%
2/4/2020,"40,884.25","40,409.38","40,953.29","40,349.00",,1.18%
2/6/2020,"40,724.41","40,884.25","41,162.91","40,684.18",,-0.39%
2/7/2020,"40,143.63","40,724.40","40,869.49","40,046.48",,-1.43%
2/10/2020,"39,296.70","40,143.63","40,150.34","39,196.19",,-2.11%
2/11/2020,"39,714.46","39,296.70","39,985.96","39,084.86",,1.06%
2/12/2020,"40,531.13","39,714.46","40,637.79","39,714.46",,2.06%
2/13/2020,"40,455.44","40,531.13","40,787.09","40,323.42",,-0.19%
2/14/2020,"40,243.26","40,455.44","40,603.16","40,094.29",,-0.52%
2/17/2020,"40,276.93","40,243.26","40,521.69","40,047.93",,0.08%
2/18/2020,"40,175.35","40,276.93","40,600.80","40,065.86",,-0.25%
2/19/2020,"40,574.52","40,175.35","40,644.06","40,175.35",,0.99%
2/20/2020,"40,481.65","40,574.52","40,697.05","40,445.78",,-0.23%
2/21/2020,"40,249.22","40,481.65","40,527.08","40,171.10",,-0.57%
2/24/2020,"39,143.73","40,249.22","40,249.22","39,079.78",,-2.75%
2/25/2020,"38,858.45","39,143.73","39,247.75","38,693.02",,-0.73%
2/26/2020,"38,338.33","38,858.45","38,976.83","38,074.16",,-1.34%
