Date,Price,Open,High,Low,Vol.,Change %
12/30/2015,"32,825.03","32,864.12","32,961.78","32,734.06",57.89M,0.04%
12/31/2015,"32,816.31","32,835.27","32,856.02","32,735.83",59.80M,-0.03%
1/1/2016,"33,228.95","32,841.49","33,256.85","32,828.36",73.48M,1.26%
1/4/2016,"33,009.13","33,265.58","33,304.40","32,968.63",68.94M,-0.66%
1/5/2016,"32,983.47","32,804.32","33,027.33","32,515.05",99.32M,-0.08%
1/6/2016,"32,968.26","33,036.63","33,123.53","32,930.37",61.27M,-0.05%
1/7/2016,"32,682.50","32,964.65","32,964.65","32,652.39",79.28M,-0.87%
1/8/2016,"32,534.85","32,716.16","32,775.40","32,476.63",71.87M,-0.45%
1/11/2016,"32,320.05","32,535.57","32,555.21","32,290.40",51.90M,-0.66%
1/12/2016,"32,265.65","32,275.02","32,330.19","32,005.46",77.89M,-0.17%
1/13/2016,"32,154.17","32,323.39","32,484.31","32,059.54",73.20M,-0.35%
1/14/2016,"31,441.02","32,093.21","32,093.21","31,364.13",120.38M,-2.22%
1/15/2016,"31,001.49","31,433.49","31,637.22","30,887.74",88.23M,-1.40%
1/18/2016,"30,628.40","30,901.00","30,901.00","29,785.00",142.73M,-1.20%
1/19/2016,"31,092.61","30,642.82","31,136.30","30,549.86",98.64M,1.52%
1/20/2016,"30,766.01","31,079.31","31,079.31","30,689.84",76.45M,-1.05%
1/21/2016,"30,751.80","30,808.38","31,029.17","30,705.53",93.18M,-0.05%
1/22/2016,"30,949.02","30,771.42","30,998.30","30,771.42",74.76M,0.64%
1/25/2016,"31,065.13","31,089.65","31,322.59","30,978.40",72.13M,0.38%
1/26/2016,"31,074.38","30,962.95","31,140.11","30,886.29",72.90M,0.03%
1/27/2016,"31,101.38","31,146.57","31,386.21","31,065.72",78.49M,0.09%
1/28/2016,"31,193.73","31,119.17","31,247.85","31,052.13",52.22M,0.30%
1/29/2016,"31,298.60","31,267.60","31,461.52","31,261.36",106.29M,0.34%
2/1/2016,"31,878.15","31,417.13","31,889.51","31,416.82",103.58M,1.85%
2/2/2016,"31,960.61","31,866.77","32,172.53","31,866.77",106.68M,0.26%
2/3/2016,"32,084.06","31,886.11","32,183.73","31,778.81",81.50M,0.39%
2/4/2016,"32,478.98","32,134.78","32,504.12","32,134.78",88.25M,1.23%
2/8/2016,"32,706.22","32,474.60","32,851.23","32,463.44",86.61M,0.70%
2/9/2016,"32,444.20","32,710.82","32,716.32","32,421.02",91.63M,-0.80%
2/10/2016,"32,144.59","32,401.41","32,464.18","32,104.55",109.89M,-0.92%
2/11/2016,"31,820.54","32,150.97","32,204.38","31,782.57",64.92M,-1.01%
2/12/2016,"31,464.16","31,838.37","31,911.96","31,389.20",86.60M,-1.12%
2/15/2016,"31,928.15","31,604.18","31,970.85","31,604.18",59.14M,1.47%
2/16/2016,"31,673.16","32,026.39","32,159.26","31,608.70",113.48M,-0.80%
2/17/2016,"31,469.70","31,705.86","31,705.86","31,334.41",65.79M,-0.64%
2/18/2016,"31,282.44","31,577.75","31,707.89","31,249.36",84.33M,-0.60%
2/19/2016,"31,011.77","31,295.00","31,295.00","30,946.36",70.08M,-0.87%
2/22/2016,"30,677.68","31,027.35","31,062.84","30,599.74",62.89M,-1.08%
2/23/2016,"30,564.50","30,731.01","30,841.53","30,275.61",111.42M,-0.37%
2/24/2016,"30,786.60","30,506.85","30,897.44","30,474.37",85.23M,0.73%
2/25/2016,"30,802.53","30,828.91","30,936.71","30,712.85",77.38M,0.05%
2/26/2016,"31,294.08","30,856.24","31,329.74","30,856.24",79.69M,1.60%
2/29/2016,"31,369.51","31,303.18","31,434.61","31,219.14",71.61M,0.24%
3/1/2016,"31,509.11","31,384.67","31,538.65","31,321.70",59.24M,0.45%
3/2/2016,"31,772.90","31,532.79","31,876.16","31,532.79",115.00M,0.84%
3/3/2016,"32,146.58","31,849.86","32,233.43","31,849.86",93.90M,1.18%
3/4/2016,"32,441.74","32,236.49","32,480.39","32,236.49",95.28M,0.92%
3/7/2016,"33,022.60","32,463.90","33,029.62","32,463.90",125.77M,1.79%
3/8/2016,"33,032.85","33,083.69","33,210.52","32,933.29",145.88M,0.03%
3/9/2016,"32,957.98","32,984.48","33,086.51","32,893.07",125.03M,-0.23%
3/10/2016,"32,710.56","33,030.94","33,080.36","32,671.23",76.41M,-0.75%
3/11/2016,"32,669.16","32,716.67","32,757.62","32,523.19",66.76M,-0.13%
3/14/2016,"32,738.56","32,708.30","32,878.66","32,708.30",69.25M,0.21%
3/15/2016,"32,623.02","32,749.23","32,769.18","32,585.79",96.29M,-0.35%
3/16/2016,"32,891.08","32,661.76","32,941.44","32,654.82",100.67M,0.82%
3/17/2016,"32,957.75","32,994.52","33,116.26","32,937.76",89.39M,0.20%
3/18/2016,"33,080.40","32,968.58","33,145.62","32,942.26",111.78M,0.37%
3/21/2016,"33,022.87","33,081.69","33,164.99","33,000.46",54.68M,-0.17%
3/22/2016,"32,928.30","33,084.45","33,191.08","32,868.07",70.59M,-0.29%
3/24/2016,"32,801.88","32,883.44","32,941.17","32,778.41",47.12M,-0.38%
3/25/2016,"32,876.55","32,807.29","32,905.67","32,777.11",62.60M,0.23%
3/28/2016,"32,904.32","32,835.00","32,986.89","32,736.74",50.15M,0.08%
3/29/2016,"32,879.67","32,921.06","33,000.68","32,854.33",67.46M,-0.07%
3/30/2016,"32,922.40","32,880.99","32,998.54","32,863.62",71.95M,0.13%
3/31/2016,"33,139.00","32,910.47","33,188.35","32,910.47",114.64M,0.66%
4/1/2016,"33,449.62","33,129.75","33,467.47","33,121.92",119.96M,0.94%
4/4/2016,"33,808.42","33,476.49","33,829.32","33,372.95",163.40M,1.07%
4/5/2016,"33,766.49","33,815.77","33,951.41","33,714.06",213.20M,-0.12%
4/6/2016,"33,946.37","33,815.86","34,032.65","33,815.86",187.70M,0.53%
4/7/2016,"33,896.03","34,034.94","34,058.06","33,870.80",103.29M,-0.15%
4/8/2016,"33,967.54","33,893.72","33,993.98","33,877.24",105.80M,0.21%
4/11/2016,"33,566.22","34,015.06","34,154.70","33,547.87",115.67M,-1.18%
4/12/2016,"33,616.90","33,578.03","33,675.59","33,415.93",83.11M,0.15%
4/13/2016,"33,646.10","33,676.66","33,785.64","33,471.92",108.87M,0.09%
4/14/2016,"33,767.59","33,672.92","33,814.80","33,605.63",121.78M,0.36%
4/15/2016,"33,767.12","33,793.61","33,917.46","33,736.75",90.98M,0.00%
4/18/2016,"33,759.97","33,700.47","33,832.85","33,632.83",94.68M,-0.02%
4/19/2016,"33,729.62","33,763.08","33,886.44","33,676.66",104.25M,-0.09%
4/20/2016,"33,619.84","33,755.82","33,757.29","33,599.45",111.99M,-0.33%
4/21/2016,"33,572.13","33,619.81","33,916.69","33,495.37",167.14M,-0.14%
4/22/2016,"33,739.54","33,603.67","33,848.39","33,599.30",92.65M,0.50%
4/25/2016,"33,684.56","33,764.95","33,785.74","33,498.75",74.64M,-0.16%
4/26/2016,"33,847.74","33,711.98","34,027.17","33,702.78",140.93M,0.48%
4/27/2016,"34,269.28","33,933.82","34,307.30","33,917.55",135.96M,1.25%
4/28/2016,"34,503.64","34,323.31","34,580.97","34,323.31",152.41M,0.68%
4/29/2016,"34,719.29","34,591.87","34,881.67","34,458.79",180.50M,0.63%
5/2/2016,"34,567.52","34,727.20","34,806.66","34,489.97",119.83M,-0.44%
5/3/2016,"34,897.30","34,557.37","34,923.19","34,474.49",130.02M,0.95%
5/4/2016,"35,317.56","34,919.15","35,440.37","34,919.15",194.11M,1.20%
5/5/2016,"35,941.47","35,351.68","35,961.99","35,351.68",171.30M,1.77%
5/6/2016,"35,973.68","35,983.78","36,203.51","35,832.32",218.34M,0.09%
5/9/2016,"36,234.99","36,089.70","36,303.86","36,089.70",148.76M,0.73%
5/10/2016,"36,265.12","36,179.68","36,339.42","36,037.80",124.89M,0.08%
5/11/2016,"36,266.23","36,358.20","36,412.23","36,231.58",168.84M,0.00%
5/12/2016,"36,048.76","36,260.20","36,448.43","36,016.66",108.96M,-0.60%
5/13/2016,"36,122.49","36,052.38","36,123.37","35,957.21",115.77M,0.20%
5/16/2016,"36,125.37","36,173.30","36,241.57","36,090.50",79.44M,0.01%
5/17/2016,"36,137.12","36,215.94","36,390.41","36,100.02",161.73M,0.03%
5/18/2016,"36,318.21","36,197.15","36,366.20","36,180.50",134.35M,0.50%
5/19/2016,"36,685.05","36,321.76","36,809.31","36,321.76",273.93M,1.01%
5/20/2016,"36,693.50","36,721.78","36,848.02","36,646.97",173.67M,0.02%
5/23/2016,"36,723.35","36,725.57","36,751.43","36,433.48",168.73M,0.08%
5/24/2016,"36,582.35","36,740.33","36,794.07","36,553.78",169.13M,-0.38%
5/25/2016,"36,499.43","36,583.53","36,767.24","36,483.21",119.47M,-0.23%
5/26/2016,"36,540.97","36,565.77","36,683.09","36,461.95",109.08M,0.11%
5/27/2016,"36,694.26","36,549.96","36,775.80","36,531.41",101.75M,0.42%
5/30/2016,"36,234.69","36,666.05","36,684.26","36,183.80",108.12M,-1.25%
5/31/2016,"36,061.56","36,199.51","36,414.38","35,947.74",135.42M,-0.48%
6/1/2016,"36,496.16","36,046.97","36,518.58","36,044.60",127.45M,1.21%
6/2/2016,"36,839.14","36,483.20","36,880.86","36,483.20",219.02M,0.94%
6/3/2016,"37,223.00","36,893.32","37,360.88","36,893.32",172.83M,1.04%
6/6/2016,"37,352.27","37,260.36","37,481.11","37,208.27",161.13M,0.35%
6/7/2016,"37,392.29","37,389.62","37,539.00","37,331.39",102.83M,0.11%
6/8/2016,"37,426.39","37,502.21","37,614.45","37,411.44",104.68M,0.09%
6/9/2016,"37,414.26","37,479.20","37,536.32","37,392.24",98.11M,-0.03%
6/10/2016,"36,940.88","37,456.21","37,459.92","36,828.82",71.08M,-1.27%
6/13/2016,"36,979.96","36,883.71","37,081.97","36,637.81",104.73M,0.11%
6/14/2016,"37,517.75","37,051.06","37,594.39","37,051.06",109.62M,1.45%
6/15/2016,"38,559.87","37,625.37","38,609.01","37,625.37",193.10M,2.78%
6/16/2016,"38,751.60","38,596.27","39,039.67","38,392.00",191.48M,0.50%
6/17/2016,"38,776.94","38,774.78","38,963.03","38,640.00",104.73M,0.07%
6/20/2016,"38,469.82","38,888.55","38,981.56","38,469.82",114.53M,-0.79%
6/21/2016,"38,415.31","38,492.44","38,605.82","38,337.93",90.80M,-0.14%
6/22/2016,"38,149.26","38,442.55","38,620.05","38,123.12",74.16M,-0.69%
6/23/2016,"38,237.89","38,145.04","38,264.58","38,014.52",67.60M,0.23%
6/24/2016,"37,389.88","38,229.62","38,229.62","36,826.08",154.85M,-2.22%
6/27/2016,"37,039.57","37,399.42","37,503.96","36,957.05",119.75M,-0.94%
6/28/2016,"37,076.63","37,056.90","37,267.30","36,863.64",94.13M,0.10%
6/29/2016,"37,786.57","37,240.53","37,801.92","37,240.53",91.85M,1.91%
6/30/2016,"37,783.54","37,800.74","37,993.74","37,730.31",81.48M,-0.01%
7/4/2016,"37,966.76","37,887.84","38,007.51","37,691.13",88.23M,0.48%
7/11/2016,"38,367.96","37,881.41","38,427.78","37,814.60",110.87M,1.06%
7/12/2016,"39,031.62","38,404.14","39,067.29","38,404.14",179.23M,1.73%
7/13/2016,"39,049.46","39,116.50","39,289.11","39,017.96",137.65M,0.05%
7/14/2016,"39,257.00","39,053.07","39,295.46","38,948.17",88.64M,0.53%
7/15/2016,"39,188.47","39,249.57","39,415.25","39,148.66",122.47M,-0.17%
7/18/2016,"39,253.25","39,188.89","39,269.14","38,905.82",122.84M,0.17%
7/19/2016,"39,208.88","39,225.34","39,322.25","39,164.30",121.08M,-0.11%
7/20/2016,"39,098.79","39,216.44","39,288.42","38,945.96",151.42M,-0.28%
7/21/2016,"39,306.79","39,063.77","39,390.42","39,063.77",139.73M,0.53%
7/22/2016,"39,151.78","39,307.31","39,420.65","39,114.31",120.11M,-0.39%
7/25/2016,"39,017.32","39,144.56","39,159.54","38,996.97",73.20M,-0.34%
7/26/2016,"39,147.33","38,996.44","39,195.92","38,996.44",112.58M,0.33%
7/27/2016,"39,434.97","39,185.95","39,592.03","39,130.07",104.81M,0.73%
7/28/2016,"39,468.98","39,461.12","39,716.14","39,325.11",90.68M,0.09%
7/29/2016,"39,505.28","39,426.23","39,562.18","39,280.69",96.03M,0.09%
8/1/2016,"39,800.64","39,567.45","39,917.13","39,559.88",122.01M,0.75%
8/2/2016,"39,786.93","39,820.62","39,860.57","39,675.28",122.31M,-0.03%
8/3/2016,"39,615.76","39,794.98","39,833.66","39,594.08",103.04M,-0.43%
8/4/2016,"39,446.70","39,631.22","39,824.14","39,395.79",93.13M,-0.43%
8/5/2016,"39,390.21","39,399.90","39,507.80","39,330.02",144.82M,-0.14%
8/8/2016,"39,476.17","39,386.24","39,500.56","39,379.48",99.80M,0.22%
8/9/2016,"39,663.71","39,475.71","39,737.57","39,475.71",133.64M,0.48%
8/10/2016,"39,805.88","39,709.92","39,862.94","39,709.92",107.17M,0.36%
8/11/2016,"39,861.60","39,815.76","39,907.52","39,743.26",185.13M,0.14%
8/12/2016,"39,907.64","39,982.20","40,083.06","39,866.38",140.95M,0.12%
8/15/2016,"40,030.52","39,998.82","40,104.15","39,977.85",81.65M,0.31%
8/16/2016,"40,050.17","40,115.03","40,211.35","40,027.76",96.89M,0.05%
8/17/2016,"40,057.52","40,076.41","40,205.07","40,018.36",128.55M,0.02%
8/18/2016,"39,771.20","40,113.31","40,213.89","39,742.78",135.25M,-0.71%
8/19/2016,"39,499.08","39,802.66","39,839.19","39,465.20",135.52M,-0.68%
8/22/2016,"39,457.95","39,531.84","39,543.18","39,254.05",79.63M,-0.10%
8/23/2016,"39,400.19","39,404.45","39,617.75","39,362.61",66.51M,-0.15%
8/24/2016,"39,506.58","39,418.39","39,544.68","39,362.25",63.53M,0.27%
8/25/2016,"39,792.10","39,525.37","39,867.09","39,511.55",119.77M,0.72%
8/26/2016,"39,926.70","39,823.66","39,950.24","39,800.81",159.93M,0.34%
8/29/2016,"40,023.02","39,991.94","40,102.51","39,991.94",182.31M,0.24%
8/30/2016,"39,991.79","40,040.24","40,084.11","39,943.49",160.28M,-0.08%
8/31/2016,"39,809.58","39,996.38","40,022.76","39,772.70",104.80M,-0.46%
9/1/2016,"39,738.67","39,813.60","39,899.74","39,722.78",101.87M,-0.18%
9/2/2016,"39,464.65","39,754.84","39,755.63","39,432.18",102.04M,-0.69%
9/5/2016,"39,278.11","39,470.79","39,595.11","39,248.68",82.09M,-0.47%
9/6/2016,"39,688.97","39,331.36","39,769.76","39,250.16",110.00M,1.05%
9/7/2016,"40,084.87","39,775.08","40,110.45","39,775.08",195.79M,1.00%
9/8/2016,"40,136.93","40,247.91","40,289.87","40,053.18",187.61M,0.13%
9/9/2016,"40,340.23","40,191.19","40,420.19","40,183.16",200.62M,0.51%
9/15/2016,"40,216.35","40,347.36","40,347.72","40,133.51",148.79M,-0.31%
9/16/2016,"40,363.68","40,298.02","40,473.43","40,286.86",216.42M,0.37%
9/19/2016,"40,414.72","40,426.67","40,542.64","40,392.47",282.06M,0.13%
9/20/2016,"40,340.46","40,414.72","40,508.95","40,129.70",212.73M,-0.18%
9/21/2016,"39,771.42","40,353.05","40,356.16","39,646.77",210.69M,-1.41%
9/22/2016,"40,135.31","39,899.07","40,319.00","39,899.07",209.31M,0.91%
9/23/2016,"39,781.95","40,166.40","40,180.33","39,739.17",105.21M,-0.88%
9/26/2016,"40,220.76","39,866.43","40,275.84","39,866.43",124.42M,1.10%
9/27/2016,"40,294.38","40,304.42","40,406.91","40,156.84",185.65M,0.18%
9/28/2016,"40,355.02","40,344.79","40,467.91","40,207.26",192.10M,0.15%
9/29/2016,"40,295.52","40,644.22","40,861.27","40,144.00",234.86M,-0.15%
9/30/2016,"40,541.81","40,346.92","40,580.33","40,245.47",176.79M,0.61%
10/3/2016,"40,986.31","40,652.88","41,131.35","40,650.76",176.32M,1.10%
10/4/2016,"41,123.97","41,119.98","41,197.34","41,014.01",196.79M,0.34%
10/5/2016,"41,253.46","41,277.17","41,425.09","41,240.13",178.27M,0.31%
10/6/2016,"41,252.17","41,327.43","41,446.70","41,231.81",231.71M,0.00%
10/7/2016,"41,200.48","41,309.50","41,372.21","41,124.13",179.32M,-0.13%
10/10/2016,"41,403.97","41,295.15","41,431.57","41,199.85",135.78M,0.49%
10/13/2016,"41,412.04","41,527.71","41,631.55","41,344.17",193.49M,0.02%
10/14/2016,"41,464.31","41,435.56","41,512.44","41,170.43",180.59M,0.13%
10/17/2016,"41,282.72","41,509.75","41,604.60","41,256.36",149.45M,-0.44%
10/18/2016,"40,954.22","41,279.83","41,280.12","40,759.96",164.54M,-0.80%
10/19/2016,"40,924.14","41,011.96","41,063.88","40,668.82",166.69M,-0.07%
10/20/2016,"41,545.95","41,022.85","41,688.57","41,019.05",218.87M,1.52%
10/21/2016,"41,291.43","41,577.36","41,600.97","41,257.67",217.78M,-0.61%
10/24/2016,"40,852.03","41,264.00","41,264.00","40,793.56",115.40M,-1.06%
10/25/2016,"40,764.76","40,722.99","40,812.15","40,176.81",163.46M,-0.21%
10/26/2016,"40,526.81","40,774.87","40,921.37","40,427.13",197.13M,-0.58%
10/27/2016,"39,987.31","40,553.48","40,583.26","39,929.05",162.60M,-1.33%
10/28/2016,"39,872.88","39,792.57","40,061.01","39,538.04",151.43M,-0.29%
10/31/2016,"39,893.84","39,883.94","40,173.83","39,789.70",130.69M,0.05%
11/1/2016,"41,299.87","39,894.10","41,340.68","39,855.42",206.51M,3.52%
11/2/2016,"41,742.75","41,563.86","41,962.62","41,375.82",230.67M,1.07%
11/3/2016,"41,974.46","41,855.47","42,107.99","41,702.88",242.81M,0.56%
11/4/2016,"41,841.56","41,959.89","42,121.47","41,799.26",213.64M,-0.32%
11/7/2016,"42,133.54","41,853.00","42,204.53","41,804.14",169.36M,0.70%
11/8/2016,"42,113.91","42,261.03","42,413.46","42,009.91",289.24M,-0.05%
11/9/2016,"42,203.63","41,842.26","42,227.74","41,352.52",296.15M,0.21%
11/10/2016,"42,703.99","42,309.03","42,772.21","42,309.03",232.30M,1.19%
11/11/2016,"42,849.12","42,719.34","42,949.16","42,497.73",213.16M,0.34%
11/14/2016,"42,525.93","42,946.85","43,084.67","42,400.30",258.66M,-0.75%
11/15/2016,"42,292.67","42,546.24","42,641.53","42,251.55",125.81M,-0.55%
11/16/2016,"42,404.47","42,364.15","42,481.07","42,213.50",114.06M,0.26%
11/17/2016,"42,411.80","42,441.91","42,526.93","42,326.98",140.07M,0.02%
11/18/2016,"42,324.94","42,436.40","42,505.70","42,253.88",106.05M,-0.20%
11/21/2016,"42,439.04","42,369.53","42,546.53","42,336.45",100.51M,0.27%
11/22/2016,"42,631.58","42,535.56","42,748.40","42,535.56",122.89M,0.45%
11/23/2016,"42,901.02","42,706.01","42,923.42","42,582.41",144.50M,0.63%
11/24/2016,"42,949.73","42,905.54","43,206.33","42,905.53",140.03M,0.11%
11/25/2016,"42,999.66","42,973.72","43,066.84","42,907.07",149.08M,0.12%
11/28/2016,"43,060.71","43,039.77","43,184.92","43,011.43",91.75M,0.14%
11/29/2016,"42,811.27","43,085.95","43,297.41","42,772.56",174.78M,-0.58%
11/30/2016,"42,622.37","42,839.50","42,865.59","42,583.10",138.21M,-0.44%
12/1/2016,"42,907.36","43,032.81","43,280.43","42,860.97",175.75M,0.67%
12/2/2016,"43,270.90","43,002.62","43,308.14","42,913.21",88.32M,0.85%
12/5/2016,"43,739.97","43,359.62","43,797.69","43,346.55",128.83M,1.08%
12/6/2016,"44,199.40","43,807.15","44,236.89","43,807.15",189.58M,1.05%
12/7/2016,"44,494.99","44,273.58","44,539.28","44,107.82",244.96M,0.67%
12/8/2016,"44,741.98","44,653.09","44,836.10","44,447.89",135.93M,0.56%
12/9/2016,"45,387.23","44,901.14","45,489.59","44,898.85",195.26M,1.44%
12/13/2016,"45,857.89","45,788.21","46,126.21","45,735.80",193.87M,1.04%
12/14/2016,"46,185.27","45,957.68","46,268.44","45,602.64",201.04M,0.71%
12/15/2016,"46,358.35","46,165.17","46,635.31","46,141.79",171.81M,0.37%
12/16/2016,"46,584.53","46,419.06","46,661.74","46,229.89",177.42M,0.49%
12/19/2016,"46,938.59","46,813.27","47,070.56","46,813.27",187.25M,0.76%
12/20/2016,"47,210.06","47,027.18","47,380.88","46,810.02",201.20M,0.58%
12/21/2016,"46,993.31","47,303.45","47,325.91","46,344.88",176.81M,-0.46%
12/22/2016,"46,699.78","47,067.86","47,202.02","46,665.52",133.71M,-0.62%
12/23/2016,"46,633.99","46,730.56","46,826.71","46,443.22",105.41M,-0.14%
12/26/2016,"46,689.73","46,660.53","46,898.59","46,622.42",83.50M,0.12%
12/27/2016,"46,920.47","46,687.53","46,985.65","46,685.76",90.44M,0.49%
12/28/2016,"47,424.63","46,986.12","47,563.46","46,986.12",140.85M,1.07%
12/29/2016,"47,666.66","47,509.57","47,713.34","47,495.66",197.64M,0.51%
12/30/2016,"47,806.97","47,675.89","47,933.80","47,634.81",154.53M,0.29%
1/2/2017,"48,240.28","47,881.53","48,357.57","47,878.33",181.43M,0.91%
1/3/2017,"48,827.55","48,278.62","48,924.08","47,906.38",210.06M,1.22%
1/4/2017,"48,704.99","48,814.47","49,069.05","48,635.87",181.32M,-0.25%
1/5/2017,"48,713.63","48,743.07","48,934.00","48,642.09",140.67M,0.02%
1/6/2017,"49,038.23","48,769.07","49,104.04","48,769.07",153.15M,0.67%
1/9/2017,"49,039.41","49,082.86","49,439.26","48,998.17",178.31M,0.00%
1/10/2017,"48,865.79","48,957.32","49,001.38","48,687.26",176.92M,-0.35%
1/11/2017,"49,371.60","48,872.02","49,389.89","48,867.86",191.35M,1.04%
1/12/2017,"49,517.02","49,590.63","49,804.55","49,454.61",200.54M,0.29%
1/13/2017,"49,210.50","49,610.05","49,673.17","49,155.68",167.83M,-0.62%
1/16/2017,"48,888.54","49,392.83","49,395.11","48,821.75",157.17M,-0.65%
1/17/2017,"48,678.65","48,961.63","49,003.96","48,108.93",179.47M,-0.43%
1/18/2017,"48,642.21","48,731.50","48,971.01","48,501.42",151.90M,-0.07%
1/19/2017,"49,013.82","48,742.25","49,065.33","48,693.89",208.55M,0.76%
1/20/2017,"49,364.83","49,027.96","49,464.06","49,027.96",181.24M,0.72%
1/23/2017,"49,876.18","49,532.13","49,937.25","49,532.13",349.13M,1.04%
1/24/2017,"49,968.92","49,942.88","50,055.36","49,621.84",226.39M,0.19%
1/25/2017,"49,756.77","50,094.26","50,267.24","49,721.46",172.66M,-0.42%
1/26/2017,"50,192.36","49,771.18","50,286.02","49,668.64",202.80M,0.88%
1/27/2017,"49,963.77","50,230.54","50,886.80","49,900.63",384.50M,-0.46%
1/30/2017,"48,972.24","50,086.60","50,339.93","48,836.50",184.15M,-1.98%
1/31/2017,"48,757.67","48,909.78","49,142.77","48,349.36",162.09M,-0.44%
2/1/2017,"49,455.86","48,963.60","49,514.10","48,963.60",180.49M,1.43%
2/2/2017,"49,665.97","49,594.14","49,933.91","49,426.87",177.99M,0.42%
2/3/2017,"49,555.83","49,697.22","49,780.53","49,430.90",147.44M,-0.22%
2/6/2017,"49,630.04","49,643.00","49,739.89","49,534.07",97.53M,0.15%
2/7/2017,"49,859.39","49,706.37","49,920.26","49,705.76",120.47M,0.46%
2/8/2017,"49,874.96","49,967.34","50,034.94","49,742.74",174.85M,0.03%
2/9/2017,"49,908.15","49,896.54","50,196.83","49,784.33",245.85M,0.07%
2/10/2017,"49,925.08","49,929.24","50,093.38","49,845.85",137.31M,0.03%
2/13/2017,"49,965.63","50,032.44","50,322.55","49,834.69",143.01M,0.08%
2/14/2017,"49,767.91","49,931.94","50,036.65","49,527.70",136.39M,-0.40%
2/15/2017,"49,214.15","49,833.70","49,920.28","49,097.02",156.60M,-1.11%
2/16/2017,"49,588.30","49,344.90","49,693.84","49,163.91",88.87M,0.76%
2/17/2017,"49,375.71","49,612.89","49,893.38","49,320.48",153.83M,-0.43%
2/20/2017,"48,929.12","49,425.63","49,597.33","48,850.90",112.58M,-0.90%
2/21/2017,"49,015.09","48,924.70","49,103.59","48,655.92",118.97M,0.18%
2/22/2017,"48,981.65","49,119.81","49,331.54","48,710.29",178.28M,-0.07%
2/23/2017,"49,062.26","49,012.70","49,153.44","48,474.80",113.78M,0.16%
2/24/2017,"49,007.99","49,136.80","49,273.94","48,941.69",133.46M,-0.11%
2/27/2017,"48,520.75","49,018.74","49,081.28","48,489.74",95.00M,-0.99%
2/28/2017,"48,534.23","48,541.91","48,636.35","48,146.68",87.72M,0.03%
3/1/2017,"48,992.16","48,627.90","49,050.51","48,627.10",95.76M,0.94%
3/2/2017,"49,696.08","49,252.08","49,729.99","49,252.08",148.29M,1.44%
3/3/2017,"49,623.81","49,778.59","49,894.52","49,564.08",118.71M,-0.15%
3/6/2017,"49,434.89","49,696.83","49,841.10","49,342.95",77.15M,-0.38%
3/7/2017,"49,452.71","49,448.87","49,525.48","49,216.32",100.77M,0.04%
3/8/2017,"49,754.72","49,468.61","49,778.21","49,424.82",95.42M,0.61%
3/9/2017,"49,392.44","49,752.10","49,857.09","49,219.55",96.52M,-0.73%
3/10/2017,"49,191.75","49,360.99","49,456.39","49,048.95",78.12M,-0.41%
3/13/2017,"48,655.72","49,188.56","49,254.77","48,562.00",50.03M,-1.09%
3/14/2017,"48,539.06","48,649.84","48,662.51","48,061.27",92.56M,-0.24%
3/15/2017,"48,305.83","48,630.19","48,767.44","48,209.89",114.13M,-0.48%
3/16/2017,"48,289.66","48,330.05","48,341.17","47,774.44",101.46M,-0.03%
3/17/2017,"48,409.35","48,339.32","48,727.44","48,334.13",132.74M,0.25%
3/20/2017,"48,697.65","48,488.13","48,757.38","48,435.04",55.83M,0.60%
3/21/2017,"49,020.21","48,723.69","49,060.05","48,676.68",93.95M,0.66%
3/22/2017,"49,016.79","49,057.57","49,147.32","48,961.06",131.69M,-0.01%
3/24/2017,"48,971.05","49,080.19","49,138.40","48,928.18",124.49M,-0.09%
3/27/2017,"48,680.16","49,048.05","49,049.43","48,633.26",87.15M,-0.59%
3/28/2017,"48,523.41","48,639.16","48,685.59","48,490.39",77.48M,-0.32%
3/29/2017,"48,375.63","48,594.29","48,909.10","48,336.78",93.65M,-0.30%
3/30/2017,"47,949.33","48,448.71","48,504.40","47,820.31",104.27M,-0.88%
3/31/2017,"48,155.93","47,982.55","48,210.74","47,678.83",136.34M,0.43%
4/3/2017,"48,227.75","48,205.55","48,384.02","48,120.93",64.96M,0.15%
4/4/2017,"48,088.37","48,233.20","48,366.04","48,050.54",56.70M,-0.29%
4/5/2017,"47,577.31","48,125.03","48,166.18","47,523.41",77.50M,-1.06%
4/6/2017,"47,356.60","47,552.29","47,634.87","47,254.65",63.04M,-0.46%
4/7/2017,"47,889.37","47,410.28","47,960.80","47,410.28",55.95M,1.13%
4/10/2017,"47,942.95","47,896.90","48,095.55","47,731.99",49.08M,0.11%
4/11/2017,"48,250.07","47,919.74","48,257.03","47,870.17",50.13M,0.64%
4/12/2017,"48,457.26","48,281.21","48,518.11","48,280.77",77.33M,0.43%
4/13/2017,"47,950.58","48,535.80","48,553.16","47,908.34",88.64M,-1.05%
4/14/2017,"47,577.06","47,899.23","47,955.60","47,543.09",53.17M,-0.78%
4/17/2017,"47,125.12","47,635.43","47,652.36","46,743.55",65.33M,-0.95%
4/18/2017,"46,874.37","47,115.82","47,179.45","46,809.19",82.62M,-0.53%
4/19/2017,"47,603.48","46,250.97","47,715.65","46,048.07",140.92M,1.56%
4/20/2017,"48,743.56","47,557.55","49,509.30","47,361.11",199.78M,2.39%
4/21/2017,"49,708.65","48,870.16","49,743.43","48,867.06",159.07M,1.98%
