Date,Price,Monthly Return
2021-10-31,100.193,
2021-11-30,100.431,0.002375415448184981
2021-12-31,100.562,0.0013043781302586321
2022-01-31,101.364,0.007975179491259254
2022-02-28,98.1976,-0.031237914841561243
2022-03-31,98.8699,0.0068463995046723625
2022-04-30,99.5366,0.006743204959244409
2022-05-31,94.0708,-0.05491246435984354
2022-06-30,91.8611,-0.0234897545253151
2022-07-31,92.326,0.005060901730983058
2022-08-31,95.5049,0.03443125446786399
2022-09-30,93.4961,-0.021033475769306142
2022-10-31,94.2714,0.00829232449267936
2022-11-30,98.0543,0.0401277587900466
2022-12-31,93.0163,-0.051379694720170344
2023-01-31,90.6192,-0.02577075200798129
2023-02-28,89.5988,-0.011260306866536118
2023-03-31,89.28,-0.003558083367187881
2023-04-30,93.0577,0.04231294802867369
2023-05-31,89.8862,-0.03408100565563077
2023-06-30,89.6509,-0.002617754449515175
2023-07-31,106.879,0.19216873450238658
2023-08-31,97.1594,-0.0909402221203417
2023-09-30,101.313,0.04275036692280931
2023-10-31,117.228,0.15708744188801038
2023-11-30,133.664,0.14020541167639133
2023-12-31,140.68,0.05248982523342116
2024-01-31,138.225,-0.017450952516349205
2024-02-29,141.954,0.026977753662506876
2024-03-31,145.228,0.023063809403045976
2024-04-30,155.746,0.07242405045858935
2024-05-31,167.762,0.07715125910135723
2024-06-30,173.076,0.03167582646844935
2024-07-31,170.223,-0.016484087915135448
2024-08-31,173.094,0.016866110925080502
2024-09-30,180.568,0.04317885079783257
2024-10-31,202.833,0.12330534756989042
2024-11-30,231.95,0.1435515917035195
2024-12-31,254.083,0.09542142703168799
2025-01-31,241.992,-0.047586812183420424
2025-02-28,241.943,-0.0002024860325959832
