0,1,s_close,s_date
"Feb 04, 16",10.10,10.10,"Feb 04, 16"
"Feb 08, 16",10.09,10.09,"Feb 08, 16"
"Feb 09, 16",10.17,10.17,"Feb 09, 16"
"Feb 10, 16",10.08,10.08,"Feb 10, 16"
"Feb 11, 16",10.07,10.07,"Feb 11, 16"
"Feb 12, 16",10.09,10.09,"Feb 12, 16"
"Feb 15, 16",10.04,10.04,"Feb 15, 16"
"Feb 16, 16",10.18,10.18,"Feb 16, 16"
"Feb 17, 16",10.10,10.10,"Feb 17, 16"
"Feb 18, 16",10.07,10.07,"Feb 18, 16"
"Feb 19, 16",10.00,10.00,"Feb 19, 16"
"Feb 22, 16",9.89,9.89,"Feb 22, 16"
"Feb 23, 16",9.95,9.95,"Feb 23, 16"
"Feb 24, 16",10.00,10.00,"Feb 24, 16"
"Feb 25, 16",10.09,10.09,"Feb 25, 16"
"Feb 26, 16",10.00,10.00,"Feb 26, 16"
"Feb 29, 16",10.00,10.00,"Feb 29, 16"
"Mar 01, 16",10.01,10.01,"Mar 01, 16"
"Mar 02, 16",10.05,10.05,"Mar 02, 16"
"Mar 03, 16",10.01,10.01,"Mar 03, 16"
"Mar 04, 16",10.01,10.01,"Mar 04, 16"
"Mar 07, 16",10.26,10.26,"Mar 07, 16"
"Mar 08, 16",10.25,10.25,"Mar 08, 16"
"Mar 09, 16",10.28,10.28,"Mar 09, 16"
"Mar 10, 16",10.25,10.25,"Mar 10, 16"
"Mar 11, 16",10.26,10.26,"Mar 11, 16"
"Mar 14, 16",10.26,10.26,"Mar 14, 16"
"Mar 15, 16",10.25,10.25,"Mar 15, 16"
"Mar 16, 16",10.25,10.25,"Mar 16, 16"
"Mar 17, 16",10.31,10.31,"Mar 17, 16"
"Mar 18, 16",10.45,10.45,"Mar 18, 16"
"Mar 21, 16",10.62,10.62,"Mar 21, 16"
"Mar 22, 16",10.48,10.48,"Mar 22, 16"
"Mar 24, 16",10.35,10.35,"Mar 24, 16"
"Mar 25, 16",10.39,10.39,"Mar 25, 16"
"Mar 28, 16",10.35,10.35,"Mar 28, 16"
"Mar 29, 16",10.40,10.40,"Mar 29, 16"
"Mar 30, 16",10.46,10.46,"Mar 30, 16"
"Mar 31, 16",10.44,10.44,"Mar 31, 16"
"Apr 01, 16",10.54,10.54,"Apr 01, 16"
"Apr 04, 16",10.52,10.52,"Apr 04, 16"
"Apr 05, 16",10.42,10.42,"Apr 05, 16"
"Apr 06, 16",10.46,10.46,"Apr 06, 16"
"Apr 07, 16",10.51,10.51,"Apr 07, 16"
"Apr 08, 16",10.52,10.52,"Apr 08, 16"
"Apr 11, 16",10.52,10.52,"Apr 11, 16"
"Apr 12, 16",10.52,10.52,"Apr 12, 16"
"Apr 13, 16",10.80,10.80,"Apr 13, 16"
"Apr 14, 16",10.70,10.70,"Apr 14, 16"
"Apr 15, 16",10.69,10.69,"Apr 15, 16"
"Apr 18, 16",10.72,10.72,"Apr 18, 16"
"Apr 19, 16",10.75,10.75,"Apr 19, 16"
"Apr 20, 16",10.75,10.75,"Apr 20, 16"
"Apr 21, 16",10.75,10.75,"Apr 21, 16"
"Apr 22, 16",10.74,10.74,"Apr 22, 16"
"Apr 25, 16",10.75,10.75,"Apr 25, 16"
"Apr 26, 16",10.65,10.65,"Apr 26, 16"
"Apr 27, 16",10.66,10.66,"Apr 27, 16"
"Apr 28, 16",10.65,10.65,"Apr 28, 16"
"Apr 29, 16",10.62,10.62,"Apr 29, 16"
"May 02, 16",10.64,10.64,"May 02, 16"
"May 03, 16",10.70,10.70,"May 03, 16"
"May 04, 16",10.62,10.62,"May 04, 16"
"May 05, 16",10.64,10.64,"May 05, 16"
"May 06, 16",10.54,10.54,"May 06, 16"
"May 09, 16",10.65,10.65,"May 09, 16"
"May 10, 16",10.61,10.61,"May 10, 16"
"May 11, 16",10.70,10.70,"May 11, 16"
"May 12, 16",10.62,10.62,"May 12, 16"
"May 13, 16",10.61,10.61,"May 13, 16"
"May 16, 16",10.65,10.65,"May 16, 16"
"May 17, 16",10.63,10.63,"May 17, 16"
"May 18, 16",10.70,10.70,"May 18, 16"
"May 19, 16",10.70,10.70,"May 19, 16"
"May 20, 16",10.69,10.69,"May 20, 16"
"May 23, 16",10.70,10.70,"May 23, 16"
"May 24, 16",10.55,10.55,"May 24, 16"
"May 25, 16",10.52,10.52,"May 25, 16"
"May 26, 16",10.59,10.59,"May 26, 16"
"May 27, 16",10.61,10.61,"May 27, 16"
"May 30, 16",10.69,10.69,"May 30, 16"
"May 31, 16",10.70,10.70,"May 31, 16"
"Jun 01, 16",10.61,10.61,"Jun 01, 16"
"Jun 02, 16",10.74,10.74,"Jun 02, 16"
"Jun 03, 16",10.65,10.65,"Jun 03, 16"
"Jun 06, 16",10.65,10.65,"Jun 06, 16"
"Jun 07, 16",10.65,10.65,"Jun 07, 16"
"Jun 08, 16",10.78,10.78,"Jun 08, 16"
"Jun 09, 16",10.87,10.87,"Jun 09, 16"
"Jun 10, 16",10.74,10.74,"Jun 10, 16"
"Jun 13, 16",10.72,10.72,"Jun 13, 16"
"Jun 14, 16",10.80,10.80,"Jun 14, 16"
"Jun 15, 16",10.79,10.79,"Jun 15, 16"
"Jun 16, 16",10.65,10.65,"Jun 16, 16"
"Jun 17, 16",10.81,10.81,"Jun 17, 16"
"Jun 20, 16",10.72,10.72,"Jun 20, 16"
"Jun 21, 16",10.75,10.75,"Jun 21, 16"
"Jun 22, 16",10.71,10.71,"Jun 22, 16"
"Jun 23, 16",10.80,10.80,"Jun 23, 16"
"Jun 24, 16",10.67,10.67,"Jun 24, 16"
"Jun 27, 16",10.61,10.61,"Jun 27, 16"
"Jun 28, 16",10.54,10.54,"Jun 28, 16"
"Jun 29, 16",10.70,10.70,"Jun 29, 16"
