Date,Actual Price,Predicted Price
2022-12-05,11135.5,11135.5
2022-12-06,11179.3,11179.3
2022-12-07,11289.0,11289.0
2022-12-08,11292.1,11292.1
2022-12-09,11352.8,11352.8
2022-12-10,11350.8,11350.8
2022-12-11,11350.8,11350.8
2022-12-12,11243.1,11243.1
2022-12-13,11443.4,11443.4
2022-12-14,11404.1,11404.1
2022-12-15,11243.3,11243.3
2022-12-16,11336.6,11336.6
2022-12-17,11361.4,11361.4
2022-12-18,11361.4,11361.4
2022-12-19,11295.3,11295.3
2022-12-20,11485.3,11485.3
2022-12-21,11486.2,11486.2
2022-12-22,11364.8,11364.8
2022-12-23,11380.5,11380.5
2022-12-24,11390.8,11390.8
2022-12-25,11390.8,11390.8
2022-12-26,11407.3,11407.3
2022-12-27,11523.0,11523.0
2022-12-28,11477.6,11477.6
2022-12-29,11558.9,11558.9
2022-12-30,11604.1,11604.1
2022-12-31,11606.0,11606.0
2023-01-01,11606.0,11606.0
2023-01-02,11614.8,11614.8
2023-01-03,11723.7,11723.7
2023-01-04,11804.9,11804.9
2023-01-05,11683.3,11683.3
2023-01-06,11931.0,11931.0
2023-01-07,11910.3,11910.3
2023-01-08,11910.3,11910.3
2023-01-09,11974.5,11974.5
2023-01-10,12041.5,12041.5
2023-01-11,12041.5,12041.5
2023-01-12,12175.5,12175.5
2023-01-13,12345.8,12345.8
2023-01-14,12299.9,12299.9
2023-01-15,12299.9,12299.9
2023-01-16,12320.5,12320.5
2023-01-17,12265.9,12265.9
2023-01-18,12231.0,12231.0
2023-01-19,12433.2,12433.2
2023-01-20,12456.1,12456.1
2023-01-21,12435.1,12435.1
2023-01-22,12435.1,12435.1
2023-01-23,12409.7,12409.7
2023-01-24,12601.9,12601.9
2023-01-25,12591.0,12591.0
2023-01-26,12508.5,12508.5
2023-01-27,13586.0,13586.0
2023-01-28,13574.0,13574.0
2023-01-29,13574.0,13574.0
2023-01-30,14053.1,14053.1
2023-01-31,14517.1,14517.1
2023-02-01,14607.6,14607.6
2023-02-02,14523.5,14523.5
2023-02-03,14159.9,14159.9
2023-02-04,14157.1,14157.1
2023-02-05,14157.1,14157.1
2023-02-06,14424.4,14424.4
2023-02-07,14521.2,14521.2
2023-02-08,14458.0,14458.0
2023-02-09,14221.1,14221.1
2023-02-10,14216.9,14216.9
2023-02-11,14109.9,14109.9
2023-02-12,14109.1,14109.1
2023-02-13,13887.2,13887.2
2023-02-14,13941.6,13941.6
2023-02-15,13674.2,13674.2
2023-02-16,13665.7,13665.7
2023-02-17,13646.3,13646.3
2023-02-18,13609.8,13609.8
2023-02-19,13476.6,13476.6
2023-02-20,13535.7,13535.7
2023-02-21,13544.3,13544.3
2023-02-22,13405.0,13405.0
2023-02-23,13366.1,13366.1
2023-02-24,13245.9,13245.9
2023-02-25,13234.9,13234.9
2023-02-26,13112.2,13112.2
2023-02-27,13269.0,13269.0
2023-02-28,13439.6,13439.6
2023-03-01,13529.1,13529.1
2023-03-02,13482.5,13482.5
2023-03-03,14528.0,14528.0
2023-03-04,14542.5,14542.5
2023-03-05,14534.5,14534.5
2023-03-06,14291.6,14291.6
2023-03-07,14050.8,14050.8
2023-03-08,14192.9,14192.9
2023-03-09,14305.7,14305.7
2023-03-10,14690.9,14690.9
2023-03-11,14650.0,14650.0
2023-03-12,14648.1,14648.1
2023-03-13,15073.7,15073.7
2023-03-14,15063.6,15063.6
2023-03-15,15162.2,15162.2
2023-03-16,15222.3,15222.3
2023-03-17,15646.8,15646.8
2023-03-18,15520.4,15520.4
2023-03-19,15513.9,15513.9
2023-03-20,15667.1,15667.1
2023-03-21,15341.1,15341.1
2023-03-22,15687.0,15687.0
2023-03-23,15857.6,15857.6
2023-03-24,15716.1,15716.1
2023-03-25,15734.2,15734.2
2023-03-26,15736.0,15736.0
2023-03-27,15565.5,15565.5
2023-03-28,15697.9,15697.9
2023-03-29,15633.5,15633.5
2023-03-30,15782.1,15782.1
2023-03-31,15704.0,15704.0
2023-04-01,15699.1,15699.1
2023-04-02,15699.5,15699.5
2023-04-03,15892.7,15892.7
2023-04-04,16296.7,16296.7
2023-04-05,16364.3,16364.3
2023-04-06,16219.0,16219.0
2023-04-07,16016.2,16016.2
2023-04-08,16016.2,16016.2
2023-04-09,15737.5,15737.5
2023-04-10,15735.6,15735.6
2023-04-11,16222.0,16222.0
2023-04-12,16294.0,16294.0
2023-04-13,16324.7,16324.7
2023-04-14,16023.6,16023.6
2023-04-15,15748.5,15748.5
2023-04-16,15748.9,15748.9
2023-04-17,15948.4,15948.4
2023-04-18,15981.1,15981.1
2023-04-19,15717.4,15717.4
2023-04-20,15960.0,15960.0
2023-04-21,15785.8,15785.8
2023-04-22,15788.8,15788.8
2023-04-23,15788.9,15788.9
2023-04-24,15831.9,15831.9
2023-04-25,15900.0,15900.0
2023-04-26,15844.3,15844.3
2023-04-27,15845.8,15845.8
2023-04-28,15844.9,15844.9
