Date,Price,Monthly Return
2013-07-31,112.147,
2013-08-31,101.026,-0.09916448946472045
2013-09-30,99.4537,-0.015563320333379482
2013-10-31,103.72,0.04289734821328928
2013-11-30,109.055,0.051436559969147755
2013-12-31,117.137,0.07410939434230435
2014-01-31,122.517,0.045929125724578856
2014-02-28,119.824,-0.021980623097202834
2014-03-31,125.91,0.05079116036854048
2014-04-30,132.11,0.04924152172186491
2014-05-31,134.752,0.01999848611005972
2014-06-30,137.301,0.018916231298978792
2014-07-31,141.719,0.03217747867823251
2014-08-31,132.177,-0.0673304214678343
2014-09-30,146.097,0.10531332985315167
2014-10-31,160.15,0.09618951792302366
2014-11-30,171.148,0.06867311895098349
2014-12-31,175.665,0.02639236216607843
2015-01-31,197.691,0.12538638886516962
2015-02-28,194.5,-0.016141351907775325
2015-03-31,175.591,-0.09721850899742923
2015-04-30,201.268,0.14623186837594182
2015-05-31,198.193,-0.01527813661386801
2015-06-30,208.014,0.049552708723315186
2015-07-31,216.67,0.04161258376840005
2015-08-31,216.045,-0.0028845710065998897
2015-09-30,204.792,-0.05208637089495238
2015-10-31,217.317,0.06115961560998473
2015-11-30,205.518,-0.05429395767473322
2015-12-31,215.32,0.04769411924989542
2016-01-31,210.903,-0.02051365409622885
2016-02-29,204.809,-0.028894799979137353
2016-03-31,218.628,0.06747262083209238
2016-04-30,228.414,0.04476096382896966
2016-05-31,237.713,0.04071116481476622
2016-06-30,243.07,0.02253557861791311
2016-07-31,259.649,0.06820668943102803
2016-08-31,261.066,0.005457367446052075
2016-09-30,275.093,0.053729708196395
2016-10-31,269.472,-0.020433089900506518
2016-11-30,294.03,0.09113377271107947
2016-12-31,319.847,0.0878039655817433
2017-01-31,325.733,0.018402548718606138
2017-02-28,327.613,0.00577159821080464
2017-03-31,331.375,0.011483060806500411
2017-04-30,345.441,0.04244737834779322
2017-05-31,359.207,0.03985050992788941
2017-06-30,330.045,-0.08118438671852157
2017-07-31,327.279,-0.008380675362450685
2017-08-31,291.567,-0.10911790857341896
2017-09-30,294.193,0.009006506223269373
2017-10-31,280.83,-0.04542256273942613
2017-11-30,282.265,0.005109852935939907
2017-12-31,283.66,0.004942164278249228
2018-01-31,306.111,0.07914757103574699
2018-02-28,300.142,-0.019499462613235097
2018-03-31,314.793,0.048813561580851816
2018-04-30,313.992,-0.0025445292620864812
2018-05-31,300.436,-0.04317307447323515
2018-06-30,295.265,-0.017211652398514188
2018-07-31,300.511,0.01776709057964898
2018-08-31,300.339,-0.0005723584161645423
2018-09-30,295.135,-0.01732708705829078
2018-10-31,306.57,0.038744981110339305
2018-11-30,295.049,-0.03758032423263857
2018-12-31,266.195,-0.09779392575470514
2019-01-31,290.35,0.09074174946937408
2019-02-28,282.755,-0.026158085069743486
2019-03-31,276.628,-0.02166893600466835
2019-04-30,260.353,-0.058833523721387504
2019-05-31,256.838,-0.013500900700203156
2019-06-30,241.53,-0.05960177232341013
2019-07-31,225.077,-0.06811990228957066
2019-08-31,205.86,-0.08537967006846536
2019-09-30,227.015,0.10276401437870386
2019-10-31,248.011,0.09248728057617339
2019-11-30,285.537,0.15130780489575058
2019-12-31,297.029,0.04024697324689974
2020-01-31,302.678,0.01901834501008315
2020-02-29,274.767,-0.0922135074237308
2020-03-31,212.267,-0.22746545254706718
2020-04-30,261.112,0.230111133619451
2020-05-31,260.268,-0.0032323294218574716
2020-06-30,260.2,-0.0002612691533342426
2020-07-31,299.598,0.15141429669485018
2020-08-31,313.092,0.04504035407445972
2020-09-30,309.377,-0.011865521955207958
2020-10-31,309.341,-0.00011636288411875917
2020-11-30,322.466,0.0424289053180793
2020-12-31,342.492,0.06210267128937619
2021-01-31,359.469,0.049569041028695526
2021-02-28,370.672,0.03116541342925272
2021-03-31,352.817,-0.04816927094574186
2021-04-30,343.907,-0.025253885158595057
2021-05-31,377.621,0.09803231687636482
2021-06-30,373.995,-0.009602220215507051
2021-07-31,377.691,0.009882485059960588
2021-08-31,391.712,0.037122939122192555
2021-09-30,362.349,-0.07496068540151946
2021-10-31,378.141,0.04358229220999643
2021-11-30,370.108,-0.021243398626438315
2021-12-31,363.776,-0.017108519675337996
2022-01-31,366.916,0.00863168543279369
2022-02-28,359.217,-0.020983004284359397
2022-03-31,356.837,-0.00662552162063601
2022-04-30,354.762,-0.005814979948828181
2022-05-31,329.786,-0.07040212875110641
2022-06-30,321.087,-0.02637771160692093
2022-07-31,311.133,-0.031000943669472814
2022-08-31,336.327,0.08097501711486732
2022-09-30,322.349,-0.04156074296740975
2022-10-31,323.947,0.004957359880130019
2022-11-30,331.961,0.024738614649927326
2022-12-31,316.26,-0.047297724732724644
2023-01-31,313.936,-0.007348384240814521
2023-02-28,311.149,-0.00887760562662443
2023-03-31,312.091,0.003027488438015258
2023-04-30,324.42,0.039504503494173226
2023-05-31,317.389,-0.021672523272301403
2023-06-30,317.727,0.001064939238599738
2023-07-31,365.072,0.14901157282824573
2023-08-31,335.886,-0.07994587369066919
2023-09-30,348.958,0.03891796621472765
2023-10-31,385.88,0.10580642942703689
2023-11-30,441.418,0.14392557271690687
2023-12-31,465.351,0.05421845053894492
2024-01-31,467.295,0.004177491828748714
2024-02-29,478.411,0.02378797119592546
2024-03-31,497.992,0.04092924284767707
2024-04-30,518.818,0.041819948914841865
2024-05-31,544.896,0.05026425451699823
2024-06-30,554.327,0.017307889945971322
2024-07-31,536.687,-0.03182237199342619
2024-08-31,559.826,0.04311451553698897
2024-09-30,578.523,0.033397877197557824
2024-10-31,677.477,0.17104592211545588
