Date,Price,Monthly Return
2022-09-30,99.0919,
2022-10-31,101.811,0.02744018431375328
2022-11-30,107.332,0.054227932148785296
2022-12-31,100.548,-0.06320575410874663
2023-01-31,100.9,0.0035008155308906552
2023-02-28,101.721,0.008136769078295414
2023-03-31,102.863,0.011226786995802263
2023-04-30,107.316,0.043290590396935835
2023-05-31,106.269,-0.009756233925975577
2023-06-30,104.856,-0.013296445812043145
2023-07-31,119.84,0.14290074006256215
2023-08-31,111.231,-0.07183744993324437
2023-09-30,117.407,0.0555240895074216
2023-10-31,130.905,0.11496759137019086
2023-11-30,148.927,0.13767235781673737
2023-12-31,157.414,0.056987651668267025
2024-01-31,158.882,0.009325727063666633
2024-02-29,169.726,0.06825191022268084
2024-03-31,176.994,0.04282196010039718
2024-04-30,200.863,0.13485767879137156
2024-05-31,212.436,0.05761638529744162
2024-06-30,214.505,0.009739403867517593
2024-07-31,221.755,0.03379874594997778
2024-08-31,225.041,0.014818155171247627
2024-09-30,234.692,0.04288551863882595
2024-10-31,265.348,0.13062226236940333
2024-11-30,304.518,0.14761746838114465
2024-12-31,354.447,0.16396075108860564
2025-01-31,345.087,-0.026407333113272258
2025-02-28,346.03,0.0027326442317443522
