Date,Price,,,,,
2016-10-24,104.73,,,,,
2016-10-25,104.74,,,,,
2016-10-26,104.725,,,,,
2016-10-27,104.765,,,,,
2016-10-28,104.695,,,,,
2016-10-29,104.695,,,,,
2016-10-31,104.775,,,,,
2016-11-01,104.73,,,,,
2016-11-02,104.73,,,,,
2016-11-03,104.73,,,,,
2016-11-04,104.73,,,,,
2016-11-05,104.73,,,,,
2016-11-07,104.73,,,,,
2016-11-08,104.61,,,,,
2016-11-09,104.675,,,,,
2016-11-10,104.7,,,,,
2016-11-11,104.695,,,,,
2016-11-14,104.675,,,,,
2016-11-15,104.8,,,,,
2016-11-16,104.775,,,,,
2016-11-17,104.775,,,,,
2016-11-18,104.8,,,,,
2016-11-21,104.8,,,,,
2016-11-22,104.81,,,,,
2016-11-23,104.8,,,,,
2016-11-24,104.765,,,,,
2016-11-25,104.825,,,,,
2016-11-28,104.8,,,,,
2016-11-29,104.9,,,,,
2016-11-30,104.85,,,,,
2016-12-01,104.8,,,,,
2016-12-02,104.85,,,,,
2016-12-05,104.8,,,,,
2016-12-06,104.8,,,,,
2016-12-07,104.8,,,,,
2016-12-08,104.85,,,,,
2016-12-09,104.7,,,,,
2016-12-10,104.7,,,,,
2016-12-11,104.7,,,,,
2016-12-12,104.7,,,,,
2016-12-13,104.8,,,,,
2016-12-14,104.8,,,,,
2016-12-15,104.82,,,,,
2016-12-16,104.85,,,,,
2016-12-17,104.85,,,,,
2016-12-18,104.85,,,,,
2016-12-19,104.8,,,,,
2016-12-20,104.8,,,,,
2016-12-21,104.85,,,,,
2016-12-22,104.8,,,,,
2016-12-23,104.8,,,,,
2016-12-24,104.8,,,,,
2016-12-25,104.8,,,,,
2016-12-26,104.8,,,,,
2016-12-27,104.8,,,,,
2016-12-28,104.825,,,,,
2016-12-29,104.775,,,,,
2016-12-30,104.375,,,,,
2016-12-31,104.375,,,,,
2017-01-01,104.375,,,,,
2017-01-02,104.375,,,,,
2017-01-03,104.795,,,,,
2017-01-04,104.805,,,,,
2017-01-05,104.775,,,,,
2017-01-06,104.88,,,,,
2017-01-07,104.88,,,,,
2017-01-08,104.88,,,,,
2017-01-09,104.8,,,,,
2017-01-10,104.81,,,,,
2017-01-11,104.81,,,,,
2017-01-12,104.8,,,,,
2017-01-13,104.8,,,,,
2017-01-14,104.8,,,,,
2017-01-15,104.8,,,,,
2017-01-16,104.75,,,,,
2017-01-17,104.81,,,,,
2017-01-18,104.85,,,,,
2017-01-19,104.85,,,,,
2017-01-20,104.85,,,,,
2017-01-21,104.85,,,,,
2017-01-22,104.85,,,,,
2017-01-23,104.755,,,,,
2017-01-24,104.815,,,,,
2017-01-25,104.815,,,,,
2017-01-26,104.8,,,,,
2017-01-27,104.8,,,,,
2017-01-28,104.8,,,,,
2017-01-29,104.8,,,,,
2017-01-30,104.75,,,,,
2017-01-31,104.745,,,,,
2017-02-01,104.75,,,,,
2017-02-02,104.8,,,,,
2017-02-03,104.7,,,,,
2017-02-04,104.7,,,,,
2017-02-05,104.7,,,,,
2017-02-06,104.75,,,,,
2017-02-07,104.85,,,,,
2017-02-08,104.77,,,,,
2017-02-09,104.8,,,,,
2017-02-10,104.85,,,,,
2017-02-11,104.85,,,,,
2017-02-12,104.85,,,,,
2017-02-13,104.81,,,,,
2017-02-14,104.8,,,,,
2017-02-15,104.8,,,,,
2017-02-16,104.85,,,,,
2017-02-17,104.8,,,,,
2017-02-18,104.8,,,,,
2017-02-19,104.8,,,,,
2017-02-20,104.8,,,,,
2017-02-21,104.8,,,,,
2017-02-22,104.785,,,,,
2017-02-23,104.785,,,,,
2017-02-24,104.825,,,,,
2017-02-25,104.825,,,,,
2017-02-26,104.825,,,,,
2017-02-27,104.825,,,,,
2017-02-28,104.785,,,,,
2017-03-01,104.785,,,,,
2017-03-02,104.785,,,,,
2017-03-03,104.785,,,,,
2017-03-04,104.785,,,,,
2017-03-05,104.785,,,,,
2017-03-06,104.78,,,,,
2017-03-07,104.8,,,,,
2017-03-08,104.805,,,,,
2017-03-09,104.815,,,,,
2017-03-10,104.815,,,,,
2017-03-11,104.815,,,,,
2017-03-12,104.815,,,,,
2017-03-13,104.8,,,,,
2017-03-14,104.8,,,,,
2017-03-15,104.75,,,,,
2017-03-16,104.75,,,,,
2017-03-17,104.8,,,,,
2017-03-18,104.8,,,,,
2017-03-19,104.8,,,,,
2017-03-20,104.835,,,,,
2017-03-21,104.85,,,,,
2017-03-22,104.75,,,,,
2017-03-23,104.765,,,,,
2017-03-24,104.75,,,,,
2017-03-25,104.75,,,,,
2017-03-26,104.75,,,,,
2017-03-27,104.765,,,,,
2017-03-28,104.81,,,,,
2017-03-29,104.81,,,,,
2017-03-30,104.81,,,,,
2017-03-31,104.81,,,,,
2017-04-01,104.81,,,,,
2017-04-02,104.81,,,,,
2017-04-03,104.81,,,,,
2017-04-04,104.8,,,,,
2017-04-05,104.7,,,,,
2017-04-06,104.81,,,,,
2017-04-07,104.82,,,,,
2017-04-08,104.82,,,,,
2017-04-09,104.82,,,,,
2017-04-10,104.84,,,,,
2017-04-11,104.705,,,,,
2017-04-12,104.8,,,,,
2017-04-13,104.845,,,,,
2017-04-14,104.825,,,,,
2017-04-15,104.825,,,,,
2017-04-16,104.825,,,,,
2017-04-17,104.87,,,,,
2017-04-18,104.83,,,,,
2017-04-19,104.83,,,,,
2017-04-20,104.795,,,,,
2017-04-21,104.8,,,,,
2017-04-22,104.8,,,,,
2017-04-23,104.8,,,,,
2017-04-24,104.805,,,,,
2017-04-25,104.725,,,,,
2017-04-26,104.625,,,,,
2017-04-27,104.75,,,,,
2017-04-28,104.725,,,,,
2017-04-29,104.725,,,,,
2017-04-30,104.725,,,,,
2017-05-01,104.7,,,,,
2017-05-02,104.76,,,,,
2017-05-03,104.65,,,,,
2017-05-04,104.8,,,,,
2017-05-05,104.75,,,,,
2017-05-06,104.75,,,,,
2017-05-07,104.75,,,,,
2017-05-08,104.815,,,,,
2017-05-09,104.885,,,,,
2017-05-10,104.8,,,,,
2017-05-11,104.7,,,,,
2017-05-12,104.775,,,,,
2017-05-13,104.775,,,,,
2017-05-14,104.775,,,,,
2017-05-15,104.8,,,,,
2017-05-16,104.85,,,,,
2017-05-17,104.825,,,,,
2017-05-18,104.815,,,,,
2017-05-19,104.795,,,,,
2017-05-20,104.795,,,,,
2017-05-21,104.795,,,,,
2017-05-22,104.825,,,,,
2017-05-23,104.835,,,,,
2017-05-24,104.845,,,,,
2017-05-25,104.79,,,,,
2017-05-26,104.8,,,,,
2017-05-27,104.8,,,,,
2017-05-28,104.8,,,,,
2017-05-29,104.8,,,,,
2017-05-30,104.825,,,,,
2017-05-31,104.81,,,,,
2017-06-01,104.755,,,,,
2017-06-02,104.7,,,,,
2017-06-03,104.7,,,,,
2017-06-04,104.7,,,,,
2017-06-05,104.74,,,,,
2017-06-06,104.85,,,,,
2017-06-07,104.84,,,,,
2017-06-08,104.84,,,,,
2017-06-09,104.8,,,,,
2017-06-10,104.8,,,,,
2017-06-11,104.8,,,,,
2017-06-12,104.7,,,,,
2017-06-13,104.815,,,,,
2017-06-14,104.805,,,,,
2017-06-15,104.815,,,,,
2017-06-16,104.83,,,,,
2017-06-17,104.775,,,,,
2017-06-18,104.775,,,,,
2017-06-19,104.815,,,,,
2017-06-20,104.85,,,,,
2017-06-21,104.825,,,,,
2017-06-22,104.805,,,,,
2017-06-23,104.845,,,,,
2017-06-24,104.845,,,,,
2017-06-25,104.845,,,,,
2017-06-26,104.84,,,,,
2017-06-27,104.8,,,,,
2017-06-28,104.85,,,,,
2017-06-29,104.86,,,,,
2017-06-30,104.86,,,,,
2017-07-01,104.86,,,,,
2017-07-02,104.86,,,,,
2017-07-03,104.86,,,,,
2017-07-04,104.825,,,,,
2017-07-05,108.05,,,,,
2017-07-06,105.95,,,,,
2017-07-07,105.85,,,,,
2017-07-08,105.85,,,,,
2017-07-09,105.85,,,,,
2017-07-10,105.16,,,,,
2017-07-11,105.19,,,,,
2017-07-12,105.11,,,,,
2017-07-13,105.2,,,,,
2017-07-14,105.22,,,,,
2017-07-15,105.22,,,,,
2017-07-16,105.22,,,,,
2017-07-17,105.205,,,,,
2017-07-18,105.25,,,,,
2017-07-19,105.205,,,,,
2017-07-20,105.28,,,,,
2017-07-21,105.205,,,,,
2017-07-22,105.205,,,,,
2017-07-23,105.205,,,,,
2017-07-24,105.31,,,,,
2017-07-25,105.27,,,,,
2017-07-26,105.325,,,,,
2017-07-27,105.34,,,,,
2017-07-28,105.355,,,,,
2017-07-29,105.355,,,,,
2017-07-30,105.355,,,,,
2017-07-31,105.4,,,,,
2017-08-01,105.335,,,,,
2017-08-02,105.36,,,,,
2017-08-03,105.33,,,,,
2017-08-04,105.33,,,,,
2017-08-05,105.33,,,,,
2017-08-06,105.36,,,,,
2017-08-07,105.32,,,,,
2017-08-08,105.25,,,,,
2017-08-09,105.36,,,,,
2017-08-10,105.205,,,,,
2017-08-11,105.205,,,,,
2017-08-12,105.205,,,,,
2017-08-13,105.205,,,,,
2017-08-14,105.33,,,,,
2017-08-15,105.375,,,,,
2017-08-16,105.33,,,,,
2017-08-17,105.34,,,,,
2017-08-18,105.35,,,,,
2017-08-19,105.35,,,,,
2017-08-20,105.35,,,,,
2017-08-21,105.33,,,,,
2017-08-22,105.345,,,,,
2017-08-23,105.355,,,,,
2017-08-24,105.375,,,,,
2017-08-25,105.375,,,,,
2017-08-26,105.375,,,,,
2017-08-27,105.375,,,,,
2017-08-28,105.36,,,,,
2017-08-29,105.155,,,,,
2017-08-30,105.215,,,,,
2017-08-31,105.23,,,,,
2017-09-01,105.1,,,,,
2017-09-02,105.1,,,,,
2017-09-03,105.1,,,,,
2017-09-04,105.1,,,,,
2017-09-05,105.335,,,,,
2017-09-06,105.34,,,,,
2017-09-07,105.35,,,,,
2017-09-08,105.31,,,,,
2017-09-09,105.31,,,,,
2017-09-10,105.31,,,,,
2017-09-11,105.33,,,,,
2017-09-12,105.335,,,,,
2017-09-13,105.2,,,,,
2017-09-14,105.295,,,,,
2017-09-15,105.35,,,,,
2017-09-16,105.35,,,,,
2017-09-17,105.35,,,,,
2017-09-18,105.325,,,,,
2017-09-19,105.35,,,,,
2017-09-20,105.375,,,,,
2017-09-21,105.375,,,,,
2017-09-22,105.385,,,,,
2017-09-23,105.385,,,,,
2017-09-24,105.385,,,,,
2017-09-25,105.345,,,,,
2017-09-26,105.375,,,,,
2017-09-27,105.425,,,,,
2017-09-28,105.4,,,,,
2017-09-29,105.41,,,,,
2017-09-30,105.41,,,,,
2017-10-01,105.41,,,,,
2017-10-02,105.3,,,,,
2017-10-03,105.375,,,,,
2017-10-04,105.405,,,,,
2017-10-05,105.25,,,,,
2017-10-06,105.255,,,,,
2017-10-07,105.255,,,,,
2017-10-08,105.255,,,,,
2017-10-09,105.255,,,,,
2017-10-10,105.33,,,,,
2017-10-11,105.075,,,,,
2017-10-12,104.9,,,,,
2017-10-13,105.25,,,,,
2017-10-14,105.25,,,,,
2017-10-15,105.25,,,,,
2017-10-16,105.125,,,,,
2017-10-17,105.305,,,,,
2017-10-18,105.25,,,,,
2017-10-19,105.2,,,,,
2017-10-20,105.35,,,,,
2017-10-21,105.35,,,,,
2017-10-22,105.35,,,,,
2017-10-23,105.3,,,,,
2017-10-24,105.375,,,,,
2017-10-25,105.305,,,,,
2017-10-26,105.355,,,,,
2017-10-27,105.35,,,,,
2017-10-28,105.35,,,,,
2017-10-29,105.35,,,,,
2017-10-30,105.315,,,,,
2017-10-31,105.375,,,,,
2017-11-01,105.2,,,,,
2017-11-02,105.255,,,,,
2017-11-03,105.28,,,,,
2017-11-04,105.28,,,,,
2017-11-05,105.28,,,,,
2017-11-06,105.3,,,,,
2017-11-07,105.25,,,,,
2017-11-08,105.2,,,,,
2017-11-09,105.05,,,,,
2017-11-10,104.95,,,,,
2017-11-11,104.95,,,,,
2017-11-12,104.95,,,,,
2017-11-13,105.35,,,,,
2017-11-14,105.25,,,,,
2017-11-15,105.305,,,,,
2017-11-16,105.305,,,,,
2017-11-17,105.315,,,,,
2017-11-18,105.315,,,,,
2017-11-19,105.315,,,,,
2017-11-20,105.25,,,,,
2017-11-21,105.2,,,,,
2017-11-22,105.35,,,,,
2017-11-23,105.3,,,,,
2017-11-24,105.185,,,,,
2017-11-25,105.185,,,,,
2017-11-26,105.185,,,,,
2017-11-27,105.33,,,,,
2017-11-28,105.25,,,,,
2017-11-29,105.415,,,,,
2017-11-30,105.375,,,,,
2017-12-01,105.375,,,,,
2017-12-02,105.375,,,,,
2017-12-03,105.375,,,,,
2017-12-04,105.4,,,,,
2017-12-05,105.25,,,,,
2017-12-06,105.415,,,,,
2017-12-07,105.415,,,,,
2017-12-08,105.85,,,,,
2017-12-09,105.85,,,,,
2017-12-10,105.85,,,,,
2017-12-11,107.5,,,,,
2017-12-12,109.455,,,,,
2017-12-13,109.5,,,,,
2017-12-14,109.8,,,,,
2017-12-15,109.875,,,,,
2017-12-16,109.875,,,,,
2017-12-17,109.875,,,,,
2017-12-18,109.875,,,,,
2017-12-19,110.6,,,,,
2017-12-20,110.35,,,,,
2017-12-21,111.02,,,,,
2017-12-22,110.7,,,,,
2017-12-23,110.7,,,,,
2017-12-24,110.7,,,,,
2017-12-25,110.2,,,,,
2017-12-26,110.7,,,,,
2017-12-27,110.7,,,,,
2017-12-28,110.7,,,,,
2017-12-29,110.7,,,,,
2017-12-30,110.7,,,,,
2017-12-31,110.7,,,,,
2018-01-01,110.31,,,,,
2018-01-02,110.7,,,,,
2018-01-03,110.735,,,,,
2018-01-04,110.735,,,,,
2018-01-05,110.75,,,,,
2018-01-06,110.55,,,,,
2018-01-07,110.55,,,,,
2018-01-08,110.75,,,,,
2018-01-09,110.75,,,,,
2018-01-10,111,,,,,
2018-01-11,110.75,,,,,
2018-01-12,110.755,,,,,
2018-01-13,110.55,,,,,
2018-01-14,110.55,,,,,
2018-01-15,110.755,,,,,
2018-01-16,110.925,,,,,
2018-01-17,111.14,,,,,
2018-01-18,110.76,,,,,
2018-01-19,110.955,,,,,
2018-01-20,110.955,,,,,
2018-01-21,110.955,,,,,
2018-01-22,110.755,,,,,
2018-01-23,110.76,,,,,
2018-01-24,110.55,,,,,
2018-01-25,110.755,,,,,
2018-01-26,110.755,,,,,
2018-01-27,110.55,,,,,
2018-01-28,110.55,,,,,
2018-01-29,110.76,,,,,
2018-01-30,110.76,,,,,
2018-01-31,110.76,,,,,
2018-02-01,110.755,,,,,
2018-02-02,110.55,,,,,
2018-02-03,110.57,,,,,
2018-02-04,110.57,,,,,
2018-02-05,110.76,,,,,
2018-02-06,110.715,,,,,
2018-02-07,110.76,,,,,
2018-02-08,110.76,,,,,
2018-02-09,110.69,,,,,
2018-02-10,110.4,,,,,
2018-02-11,110.4,,,,,
2018-02-12,110.61,,,,,
2018-02-13,110.755,,,,,
2018-02-14,110.755,,,,,
2018-02-15,110.755,,,,,
2018-02-16,110.755,,,,,
2018-02-17,110.55,,,,,
2018-02-18,110.55,,,,,
2018-02-19,110.75,,,,,
2018-02-20,110.75,,,,,
2018-02-21,110.76,,,,,
2018-02-22,110.76,,,,,
2018-02-23,110.55,,,,,
2018-02-24,110.55,,,,,
2018-02-25,110.55,,,,,
2018-02-26,110.65,,,,,
2018-02-27,110.765,,,,,
2018-02-28,110.765,,,,,
2018-03-01,110.76,,,,,
2018-03-02,110.57,,,,,
2018-03-03,110.57,,,,,
2018-03-04,110.57,,,,,
2018-03-05,110.75,,,,,
2018-03-06,110.75,,,,,
2018-03-07,110.76,,,,,
2018-03-08,110.765,,,,,
2018-03-09,110.76,,,,,
2018-03-10,110.62,,,,,
2018-03-11,110.62,,,,,
2018-03-12,110.76,,,,,
2018-03-13,110.76,,,,,
2018-03-14,110.76,,,,,
2018-03-15,110.76,,,,,
2018-03-16,110.76,,,,,
2018-03-17,110.76,,,,,
2018-03-18,110.76,,,,,
2018-03-19,110.765,,,,,
2018-03-20,115,,,,,
2018-03-21,115.15,,,,,
2018-03-22,115.6,,,,,
2018-03-23,115.6,,,,,
2018-03-24,115.6,,,,,
2018-03-25,115.6,,,,,
2018-03-26,115.6,,,,,
2018-03-27,115.725,,,,,
2018-03-28,115.7,,,,,
2018-03-29,115.7,,,,,
2018-03-30,115.71,,,,,
2018-03-31,115.71,,,,,
2018-04-01,115.71,,,,,
2018-04-02,115.725,,,,,
2018-04-03,115.725,,,,,
2018-04-04,115.725,,,,,
2018-04-05,115.78,,,,,
2018-04-06,115.78,,,,,
2018-04-07,115.78,,,,,
2018-04-09,115.76,,,,,
2018-04-10,115.78,,,,,
2018-04-11,115.76,,,,,
2018-04-12,115.77,,,,,
2018-04-13,115.775,,,,,
2018-04-14,115.775,,,,,
2018-04-16,115.775,,,,,
2018-04-17,115.775,,,,,
2018-04-18,115.78,,,,,
2018-04-19,115.78,,,,,
2018-04-20,115.775,,,,,
2018-04-21,115.775,,,,,
2018-04-23,115.77,,,,,
2018-04-24,115.77,,,,,
2018-04-25,115.775,,,,,
2018-04-26,115.775,,,,,
2018-04-27,115.775,,,,,
2018-04-28,115.775,,,,,
2018-04-30,115.77,,,,,
2018-05-01,115.77,,,,,
2018-05-02,115.78,,,,,
2018-05-03,115.775,,,,,
2018-05-04,115.775,,,,,
2018-05-05,115.775,,,,,
2018-05-07,115.775,,,,,
2018-05-08,115.775,,,,,
2018-05-09,115.775,,,,,
2018-05-10,115.78,,,,,
2018-05-11,115.78,,,,,
2018-05-12,115.55,,,,,
2018-05-14,116.305,,,,,
2018-05-15,115.775,,,,,
2018-05-16,115.78,,,,,
2018-05-17,115.78,,,,,
2018-05-18,115.78,,,,,
2018-05-19,115.78,,,,,
2018-05-21,115.775,,,,,
2018-05-22,115.55,,,,,
2018-05-23,115.775,,,,,
2018-05-24,115.775,,,,,
2018-05-25,115.775,,,,,
2018-05-26,115.6,,,,,
2018-05-28,115.775,,,,,
2018-05-29,115.775,,,,,
2018-05-30,115.61,,,,,
2018-05-31,115.775,,,,,
2018-06-01,115.785,,,,,
2018-06-02,115.785,,,,,
2018-06-04,115.78,,,,,
2018-06-05,115.78,,,,,
2018-06-06,115.78,,,,,
2018-06-07,115.78,,,,,
2018-06-08,115.78,,,,,
2018-06-09,115.78,,,,,
2018-06-11,117.735,,,,,
2018-06-12,119.065,,,,,
2018-06-13,118.245,,,,,
2018-06-14,119.585,,,,,
2018-06-15,119.89,,,,,
2018-06-16,119.89,,,,,
2018-06-18,119.35,,,,,
2018-06-19,121.3,,,,,
2018-06-20,121.5,,,,,
2018-06-21,121.65,,,,,
2018-06-22,121.65,,,,,
2018-06-23,121.65,,,,,
2018-06-25,121.675,,,,,
2018-06-26,121.675,,,,,
2018-06-27,121.73,,,,,
2018-06-28,121.735,,,,,
2018-06-29,121.735,,,,,
2018-06-30,121.735,,,,,
2018-07-02,121.715,,,,,
2018-07-03,121.725,,,,,
2018-07-04,121.725,,,,,
2018-07-05,121.725,,,,,
2018-07-06,121.725,,,,,
2018-07-07,121.725,,,,,
2018-07-09,121.735,,,,,
2018-07-10,121.735,,,,,
2018-07-11,121.74,,,,,
2018-07-12,121.755,,,,,
2018-07-13,121.75,,,,,
2018-07-14,121.75,,,,,
2018-07-16,125,,,,,
2018-07-17,127.85,,,,,
2018-07-18,128.45,,,,,
2018-07-19,129.05,,,,,
2018-07-20,129.2,,,,,
2018-07-21,129.2,,,,,
2018-07-23,129.2,,,,,
2018-07-24,129.14,,,,,
2018-07-25,129.14,,,,,
2018-07-26,129,,,,,
2018-07-27,128.375,,,,,
2018-07-28,128.375,,,,,
2018-07-30,121.615,,,,,
2018-07-31,124.06,,,,,
2018-08-01,123.6,,,,,
2018-08-02,122.925,,,,,
2018-08-03,123.98,,,,,
2018-08-04,123.98,,,,,
2018-08-06,122.995,,,,,
2018-08-07,124.1,,,,,
2018-08-08,124.04,,,,,
2018-08-09,124.05,,,,,
2018-08-10,123.95,,,,,
2018-08-11,123.95,,,,,
2018-08-13,122.915,,,,,
2018-08-14,123.835,,,,,
2018-08-15,123.7,,,,,
2018-08-16,123.3,,,,,
2018-08-17,123.71,,,,,
2018-08-18,123.71,,,,,
2018-08-20,122.455,,,,,
2018-08-21,122.455,,,,,
2018-08-22,122.425,,,,,
2018-08-23,123.945,,,,,
2018-08-24,122.4,,,,,
2018-08-25,122.4,,,,,
2018-08-27,123.07,,,,,
2018-08-28,123.06,,,,,
2018-08-29,123.02,,,,,
2018-08-30,123.05,,,,,
2018-08-31,122.985,,,,,
2018-09-01,122.985,,,,,
2018-09-03,123.11,,,,,
2018-09-04,123.51,,,,,
2018-09-05,123.12,,,,,
2018-09-06,123.105,,,,,
2018-09-07,123.46,,,,,
2018-09-08,123.46,,,,,
2018-09-10,123.005,,,,,
2018-09-11,122.45,,,,,
2018-09-12,123.995,,,,,
2018-09-13,123.085,,,,,
2018-09-14,123.845,,,,,
2018-09-15,123.845,,,,,
2018-09-17,123.89,,,,,
2018-09-18,123.74,,,,,
2018-09-19,123.76,,,,,
2018-09-20,123.735,,,,,
2018-09-21,123.145,,,,,
2018-09-22,123.145,,,,,
2018-09-24,123.235,,,,,
2018-09-25,123.195,,,,,
2018-09-26,123.75,,,,,
2018-09-27,123.75,,,,,
2018-09-28,123.585,,,,,
2018-09-29,123.585,,,,,
2018-10-01,123.4,,,,,
2018-10-02,123.6,,,,,
2018-10-03,123.75,,,,,
2018-10-04,123.75,,,,,
2018-10-05,123.745,,,,,
2018-10-06,123.75,,,,,
2018-10-08,123.17,,,,,
2018-10-09,133.375,,,,,
2018-10-10,133.25,,,,,
2018-10-11,131.115,,,,,
2018-10-12,133,,,,,
2018-10-13,133,,,,,
2018-10-15,132.88,,,,,
2018-10-16,131.37,,,,,
2018-10-17,133.115,,,,,
2018-10-18,133.44,,,,,
2018-10-19,132.475,,,,,
2018-10-20,132.475,,,,,
2018-10-22,133.5,,,,,
2018-10-23,133.42,,,,,
2018-10-24,130.91,,,,,
2018-10-25,133.45,,,,,
2018-10-26,133.5,,,,,
2018-10-27,133.5,,,,,
2018-10-29,133.725,,,,,
2018-10-30,133.675,,,,,
2018-10-31,133.775,,,,,
2018-11-01,133.7,,,,,
2018-11-02,133.68,,,,,
2018-11-03,133.68,,,,,
2018-11-05,133.65,,,,,
2018-11-06,133.7,,,,,
2018-11-07,133.625,,,,,
2018-11-08,133.625,,,,,
2018-11-09,134,,,,,
2018-11-10,134,,,,,
2018-11-12,134.4,,,,,
2018-11-13,134.4,,,,,
2018-11-14,134.45,,,,,
2018-11-15,134.43,,,,,
2018-11-16,134.44,,,,,
2018-11-17,134.44,,,,,
2018-11-19,134.425,,,,,
2018-11-20,134.425,,,,,
2018-11-21,134.425,,,,,
2018-11-22,134.425,,,,,
2018-11-23,134.425,,,,,
2018-11-24,134.425,,,,,
2018-11-26,134.45,,,,,
2018-11-27,134.475,,,,,
2018-11-28,134.465,,,,,
2018-11-29,134.45,,,,,
2018-11-30,138.9,,,,,
2018-12-01,138.9,,,,,
2018-12-03,139.15,,,,,
2018-12-04,139.1,,,,,
2018-12-05,139.6,,,,,
2018-12-06,139.725,,,,,
2018-12-07,139.775,,,,,
2018-12-08,139,,,,,
2018-12-10,139.8,,,,,
2018-12-11,139.8,,,,,
2018-12-12,139.85,,,,,
2018-12-13,139,,,,,
2018-12-14,139.85,,,,,
2018-12-15,139.15,,,,,
2018-12-17,139.85,,,,,
2018-12-18,139.85,,,,,
2018-12-19,139.875,,,,,
2018-12-20,139.875,,,,,
2018-12-21,139.81,,,,,
2018-12-22,139.05,,,,,
2018-12-24,139.875,,,,,
2018-12-25,139.875,,,,,
2018-12-26,139.85,,,,,
2018-12-27,139.85,,,,,
2018-12-28,139.9,,,,,
2018-12-29,139.9,,,,,
2018-12-31,139.8,,,,,
2019-01-01,139.8,,,,,
2019-01-02,139.85,,,,,
2019-01-03,139.85,,,,,
2019-01-04,139.85,,,,,
2019-01-05,139.85,,,,,
2019-01-07,139.85,,,,,
2019-01-08,139.875,,,,,
2019-01-09,139.875,,,,,
2019-01-10,139.875,,,,,
2019-01-11,139.875,,,,,
2019-01-12,139.875,,,,,
2019-01-14,139.865,,,,,
2019-01-15,139.885,,,,,
2019-01-16,139.885,,,,,
2019-01-17,139.88,,,,,
2019-01-18,139.88,,,,,
2019-01-19,139.88,,,,,
2019-01-21,139.85,,,,,
2019-01-22,139.875,,,,,
2019-01-23,139.875,,,,,
2019-01-24,139.875,,,,,
2019-01-25,139.875,,,,,
2019-01-26,139.875,,,,,
2019-01-28,139.8,,,,,
2019-01-29,139.8,,,,,
2019-01-30,139.735,,,,,
2019-01-31,139.3,,,,,
2019-02-01,139.525,,,,,
2019-02-02,139.525,,,,,
2019-02-04,139.6,,,,,
2019-02-05,139.6,,,,,
2019-02-06,139.55,,,,,
2019-02-07,139.575,,,,,
2019-02-08,139.6,,,,,
2019-02-09,139.6,,,,,
2019-02-11,139.8,,,,,
2019-02-12,139.8,,,,,
2019-02-13,139.9,,,,,
2019-02-14,139,,,,,
2019-02-15,139.9,,,,,
2019-02-16,138.975,,,,,
2019-02-18,139.65,,,,,
2019-02-19,139.875,,,,,
2019-02-20,139.9,,,,,
2019-02-21,139.8,,,,,
2019-02-22,139.725,,,,,
2019-02-23,139.725,,,,,
2019-02-25,139.775,,,,,
2019-02-26,138.7,,,,,
2019-02-27,139.825,,,,,
2019-02-28,139.84,,,,,
2019-03-01,138.625,,,,,
2019-03-02,138.625,,,,,
2019-03-04,139.76,,,,,
2019-03-05,139.8,,,,,
2019-03-06,139.8,,,,,
2019-03-07,139.825,,,,,
2019-03-08,139.75,,,,,
2019-03-09,139.75,,,,,
2019-03-11,139.735,,,,,
2019-03-12,139.875,,,,,
2019-03-13,139.875,,,,,
2019-03-14,139.85,,,,,
2019-03-15,139.85,,,,,
2019-03-16,139.85,,,,,
2019-03-18,140.075,,,,,
2019-03-19,140.1,,,,,
2019-03-20,140.135,,,,,
2019-03-21,140.175,,,,,
2019-03-22,140.25,,,,,
2019-03-23,139.625,,,,,
2019-03-25,140.6,,,,,
2019-03-26,140.6,,,,,
2019-03-27,140.575,,,,,
2019-03-28,140.575,,,,,
2019-03-29,140.8,,,,,
2019-03-30,140.8,,,,,
2019-04-01,140.85,,,,,
2019-04-02,140.3,,,,,
2019-04-03,141.65,,,,,
2019-04-04,141.575,,,,,
2019-04-05,141.45,,,,,
2019-04-06,141.45,,,,,
2019-04-08,141.6,,,,,
2019-04-09,141.625,,,,,
2019-04-10,141.625,,,,,
2019-04-11,141.65,,,,,
2019-04-12,141.5,,,,,
2019-04-13,141.5,,,,,
2019-04-15,141.32,,,,,
2019-04-16,141.32,,,,,
2019-04-17,141.32,,,,,
2019-04-18,141.32,,,,,
2019-04-19,141.35,,,,,
2019-04-20,141.675,,,,,
2019-04-21,141.35,,,,,
2019-04-22,141.32,,,,,
2019-04-23,141.32,,,,,
2019-04-24,141.2,,,,,
2019-04-25,141.27,,,,,
2019-04-26,141.3,,,,,
2019-04-27,141.65,,,,,
2019-04-29,141.25,,,,,
2019-04-30,141.3,,,,,
2019-05-01,141.3,,,,,
2019-05-02,141,,,,,
2019-05-03,140.9,,,,,
2019-05-04,141.45,,,,,
2019-05-06,141,,,,,
2019-05-07,141,,,,,
2019-05-08,141.2,,,,,
2019-05-09,141.25,,,,,
2019-05-10,141.25,,,,,
2019-05-11,141.625,,,,,
2019-05-13,141.25,,,,,
2019-05-14,141.35,,,,,
2019-05-15,141.25,,,,,
2019-05-16,145.64,,,,,
2019-05-17,147.5,,,,,
2019-05-18,148.65,,,,,
2019-05-20,147.79,,,,,
2019-05-21,151.5,,,,,
2019-05-22,151.75,,,,,
2019-05-23,150.75,,,,,
2019-05-24,151.75,,,,,
2019-05-25,151.625,,,,,
