Date,Price,Monthly Return
2010-10-31,100.512,
2010-11-30,101.435,0.009182983126392985
2010-12-31,102.4,0.009513481539902502
2011-01-31,103.424,0.010000000000000009
2011-02-28,104.356,0.009011448019801804
2011-03-31,105.38,0.00981256468243319
2011-04-30,106.426,0.009925982159802782
2011-05-31,107.436,0.00949016217841514
2011-06-30,100.137,-0.06793812130012289
2011-07-31,101.126,0.009876469237145136
2011-08-31,102.31,0.011708166050273805
2011-09-30,103.466,0.011298993255791201
2011-10-31,105.396,0.018653470705352504
2011-11-30,106.194,0.0075714448366162035
2011-12-31,106.637,0.004171610448801211
2012-01-31,107.804,0.010943668707859455
2012-02-29,108.541,0.0068364810211123395
2012-03-31,100.899,-0.07040657447416176
2012-04-30,101.772,0.008652216573008742
2012-05-31,100.797,-0.009580238179460077
2012-06-30,100.579,-0.0021627627806383165
2012-07-31,101.481,0.008968074846638086
2012-08-31,102.919,0.014170140223292993
2012-09-30,103.682,0.007413597100632607
2012-10-31,104.625,0.009095117763932015
2012-11-30,100.783,-0.03672162485065711
2012-12-31,100.521,-0.002599644781361987
2013-01-31,100.419,-0.0010147133434804667
2013-02-28,100.253,-0.0016530736215257802
2013-03-31,100.384,0.0013066940640180658
2013-04-30,100.312,-0.000717245776219344
2013-05-31,100.342,0.00029906691123704476
2013-06-30,100.276,-0.0006577504933128475
2013-07-31,100.38,0.0010371375004987193
2013-08-31,100.539,0.0015839808726838545
2013-09-30,100.499,-0.00039785555853955046
2013-10-31,100.621,0.0012139424272878951
2013-11-30,100.559,-0.0006161735621788011
2013-12-31,100.708,0.0014817172008472212
2014-01-31,100.796,0.0008738134011201382
2014-02-28,100.752,-0.0004365252589390023
2014-03-31,100.947,0.0019354454502145124
2014-04-30,100.913,-0.00033681040546029717
2014-05-31,100.997,0.0008324001862991537
2014-06-30,100.55,-0.004425874035862476
2014-07-31,101.183,0.006295375435106942
2014-08-31,101.897,0.0070565213524009796
2014-09-30,102.61,0.006997261940979493
2014-10-31,103.329,0.007007114316343488
2014-11-30,104.021,0.006697055037792055
2014-12-31,104.726,0.006777477624710482
2015-01-31,105.538,0.007753566449592242
2015-02-28,106.151,0.0058083344387802605
2015-03-31,106.808,0.006189296379685683
2015-04-30,107.449,0.006001423114373461
2015-05-31,108.081,0.005881860231365721
2015-06-30,100.403,-0.07103931310776179
2015-07-31,100.749,0.003446112167962978
2015-08-31,101.219,0.004665058710260128
2015-09-30,101.709,0.004840988351989317
2015-10-31,102.147,0.004306403563106631
2015-11-30,102.564,0.004082351904608039
2015-12-31,103.007,0.004319254319254506
2016-01-31,103.431,0.004116225110914806
2016-02-29,103.851,0.0040606781332481745
2016-03-31,104.247,0.0038131553860820677
2016-04-30,104.611,0.0034917071954110313
2016-05-31,105.092,0.0045979868273891
2016-06-30,100.413,-0.04452289422601152
2016-07-31,100.845,0.004302231782737254
2016-08-31,101.249,0.004006148048986136
2016-09-30,101.667,0.004128435836403321
2016-10-31,102.046,0.003727856629978321
2016-11-30,102.41,0.003567018795445076
2016-12-31,102.754,0.0033590469680695456
2017-01-31,103.929,0.011435077953169781
2017-02-28,104.24,0.002992427522635621
2017-03-31,104.599,0.003443975441289382
2017-04-30,104.997,0.0038050076960582935
2017-05-31,105.383,0.00367629551320503
2017-06-30,100.38,-0.0474744503382899
2017-07-31,100.838,0.00456266188483756
2017-08-31,101.237,0.003956841666831856
2017-09-30,101.613,0.0037140571135059197
2017-10-31,102.05,0.004300630824795926
2017-11-30,102.437,0.003792258696717399
2017-12-31,102.817,0.0037095971182288245
2018-01-31,103.31,0.004794926908974206
2018-02-28,103.736,0.004123511760720122
2018-03-31,104.204,0.004511452147759609
2018-04-30,104.695,0.004711911251007672
2018-05-31,105.123,0.004088065332632951
2018-06-30,105.573,0.004280699751719297
2018-07-31,100.991,-0.043401248425260164
2018-08-31,101.551,0.005545048568684319
2018-09-30,102.027,0.004687299977351289
2018-10-31,102.711,0.006704107736187348
2018-11-30,103.306,0.00579295304300409
2018-12-31,104.057,0.007269664879097082
2019-01-31,104.882,0.007928346963683497
2019-02-28,105.636,0.007189031482999875
2019-03-31,106.398,0.007213449960240759
2019-04-30,107.285,0.00833662286885084
2019-05-31,107.98,0.006478072423917736
2019-06-30,100.583,-0.06850342656047426
2019-07-31,101.61,0.010210472942743909
2019-08-31,102.635,0.010087589804153252
2019-09-30,103.665,0.01003556291713359
2019-10-31,104.785,0.01080403221916737
2019-11-30,105.755,0.009257050150307755
2019-12-31,106.892,0.010751264715616271
2020-01-31,107.985,0.01022527410844587
2020-02-29,108.994,0.009343890355141937
2020-03-31,110.21,0.01115657742628029
2020-04-30,111.618,0.01277561019871154
2020-05-31,112.235,0.005527782257342073
2020-06-30,100.697,-0.10280215619013677
2020-07-31,101.137,0.004369544276393578
2020-08-31,101.627,0.004844913335376733
2020-09-30,102.13,0.0049494720891101185
2020-10-31,102.682,0.0054048761382552435
2020-11-30,103.183,0.004879141426929801
2020-12-31,103.752,0.005514474283554449
2021-01-31,104.306,0.005339656103015011
2021-02-28,104.785,0.004592257396506483
2021-03-31,105.343,0.005325189674094677
2021-04-30,105.933,0.005600751829737183
2021-05-31,106.488,0.005239160601512305
2021-06-30,100.662,-0.05471038990308763
2021-07-31,101.207,0.005414158272237568
2021-08-31,102.449,0.012271878427381644
2021-09-30,102.992,0.005300198147371038
2021-10-31,103.56,0.005514991455646934
2021-11-30,104.063,0.004857087678640459
2021-12-31,104.857,0.007629993369401289
2022-01-31,105.675,0.007801100546458439
2022-02-28,106.32,0.006103619588360587
