Date,Actual Price,Predicted Price
2022-01-01,9149.6,0.0
2022-01-02,9149.6,9144.19931887914
2022-01-03,8950.8,9145.069908375039
2022-01-04,9005.1,8960.100785395036
2022-01-05,8996.4,9011.304340741233
2022-01-06,8896.8,9001.17886444371
2022-01-07,8935.2,8904.342763255445
2022-01-08,8870.0,8938.56512154632
2022-01-09,8870.0,8871.146344178233
2022-01-10,8941.8,8870.280089725791
2022-01-11,9036.7,8933.62301508775
2022-01-12,9044.9,9026.182773174722
2022-01-13,9022.7,9033.584351362071
2022-01-14,8992.6,9018.851134792745
2022-01-15,8993.4,8990.085622848388
2022-01-16,8993.4,8995.981350693175
2022-01-17,8992.5,8994.212015489735
2022-01-18,8975.4,8997.562763429603
2022-01-19,9123.3,8978.448844102462
2022-01-20,9121.6,9124.05314425349
2022-01-21,9073.2,9118.832037175343
2022-01-22,9092.6,9081.455413191716
2022-01-23,9092.6,9095.201928193563
2022-01-24,9114.8,9100.633714000165
2022-01-25,9178.6,9116.939936052875
2022-01-26,9046.7,9182.72753670832
2022-01-27,8909.4,9051.141033271344
2022-01-28,8884.3,8924.978714703657
2022-01-29,8905.8,8888.916932238444
2022-01-30,8880.5,8908.956181602944
2022-01-31,8933.1,8873.09518317061
2022-02-01,8915.0,8926.233124793534
2022-02-02,8955.0,8899.1372082828
2022-02-03,8948.5,8945.448391892847
2022-02-04,8902.6,8931.55925804316
2022-02-05,8911.1,8899.009695692783
2022-02-06,8864.1,8900.779451981392
2022-02-07,8944.7,8865.457063641123
2022-02-08,8947.0,8937.544886179106
2022-02-09,8986.4,8947.310699922144
2022-02-10,8968.4,8983.54487753815
2022-02-11,9156.1,8972.985067987274
2022-02-12,9155.5,9152.971373062474
2022-02-13,9155.5,9156.979458843769
2022-02-14,9184.3,9163.639735130231
2022-02-15,9112.1,9193.29140916862
2022-02-16,9232.3,9127.308698334336
2022-02-17,9354.9,9243.343459557826
2022-02-18,9329.5,9358.809235966977
2022-02-19,9347.8,9338.406453477606
2022-02-20,9347.8,9357.296558911401
2022-02-21,9431.8,9357.685403968315
2022-02-22,9356.0,9438.661974725892
2022-02-23,9392.1,9364.193858185414
2022-02-24,9324.2,9401.595722601083
2022-02-25,9314.3,9329.628763124243
2022-02-26,9351.5,9323.554293532863
2022-02-27,9351.5,9349.274301506965
2022-02-28,9384.1,9352.526558834592
2022-03-01,9681.2,9376.778805111264
2022-03-02,9635.4,9667.570590325544
2022-03-03,9663.0,9619.3884398283
2022-03-04,9810.0,9665.854177078747
2022-03-05,9914.6,9800.449114255232
2022-03-06,9914.6,9920.289057363108
2022-03-07,9990.0,9917.935387715836
2022-03-08,10206.9,10010.446416406527
2022-03-09,9973.3,10212.329663713577
2022-03-10,10025.9,10004.829299544335
2022-03-11,9967.7,10053.53310247765
2022-03-12,9979.2,9996.71985233955
2022-03-13,9979.2,10003.513815610333
2022-03-14,9819.5,9996.152755822364
2022-03-15,9634.2,9836.378371413262
2022-03-16,9719.9,9649.77568072327
2022-03-17,9765.9,9719.49942572894
2022-03-18,9660.5,9749.562754722372
2022-03-19,9669.0,9644.45966897726
2022-03-20,9740.2,9646.622597526739
2022-03-21,9851.4,9712.251535944315
2022-03-22,9786.7,9819.74150445661
2022-03-23,9918.5,9762.973196709674
2022-03-24,10012.6,9899.613474472631
2022-03-25,9970.3,9994.271664565646
2022-03-26,9985.3,9969.625910612203
2022-03-27,10053.1,9990.879544199413
2022-03-28,9826.9,10066.307595322889
2022-03-29,9825.1,9850.87336134257
2022-03-30,9914.4,9857.368443806286
2022-03-31,9951.5,9929.502620219473
2022-04-01,9941.0,9969.53106379004
2022-04-02,9991.6,9947.911825781664
2022-04-03,9991.6,10001.38074716166
2022-04-04,9962.6,9988.984071743174
2022-04-05,9905.6,9968.312414894323
2022-04-06,10033.3,9901.74354045035
2022-04-07,10096.3,10031.537370897995
2022-04-08,10190.3,10079.275549883436
2022-04-09,10190.4,10184.557133448398
2022-04-10,10190.4,10176.151189829512
2022-04-11,10036.6,10195.518674251014
2022-04-12,10063.9,10037.950100888964
2022-04-13,10087.3,10081.71897881589
2022-04-14,10040.3,10085.39116979122
2022-04-15,10081.8,10057.018263308662
2022-04-16,10081.8,10078.674158579686
2022-04-17,10081.8,10092.059341369177
2022-04-18,10095.3,10075.96901801118
2022-04-19,9946.3,10102.132727353912
2022-04-20,10204.1,9942.854997909095
2022-04-21,10254.4,10205.762291902774
2022-04-22,10177.3,10231.870767658547
2022-04-23,10132.3,10185.751263595184
2022-04-24,10132.3,10123.249099592478
2022-04-25,9965.9,10146.398715123736
2022-04-26,9925.7,9964.003503738719
2022-04-27,9855.8,9947.245903362153
2022-04-28,9896.7,9849.304033291317
2022-04-29,9891.4,9908.790354037605
2022-04-30,9895.9,9871.571948308127
2022-05-01,9895.9,9899.937097826018
2022-05-02,9714.4,9870.8583954621
2022-05-03,9738.2,9722.133591931539
2022-05-04,9831.8,9719.285712957051
2022-05-05,9794.3,9828.310279866848
2022-05-06,9817.7,9770.601417553748
2022-05-07,9821.7,9818.767707561785
2022-05-08,9870.6,9801.202300320418
2022-05-09,9770.6,9875.676347903218
2022-05-10,9737.7,9758.632149819045
2022-05-11,9881.5,9755.83726996904
2022-05-12,9721.4,9868.319993670735
2022-05-13,9746.4,9739.28287929162
2022-05-14,9758.3,9744.378192828124
2022-05-15,9819.3,9771.183551946553
2022-05-16,9898.1,9812.027063245365
2022-05-17,9978.7,9903.301103728263
2022-05-18,9982.2,9966.426107497145
2022-05-19,10350.9,9988.489691965944
2022-05-20,10389.0,10333.522550496991
2022-05-21,10397.1,10387.076938122615
2022-05-22,10397.1,10401.46248052672
2022-05-23,10465.3,10415.829119138056
2022-05-24,10515.2,10483.176508057162
2022-05-25,10447.5,10539.39430426211
2022-05-26,10527.5,10473.074646844645
2022-05-27,10418.7,10555.093490657937
2022-05-28,10418.5,10440.296953634046
2022-05-29,10418.5,10445.114706626948
2022-05-30,10351.0,10426.95947666525
2022-05-31,10295.7,10365.497308443622
2022-06-01,10302.6,10294.68287373397
2022-06-02,10378.2,10303.032502533459
2022-06-03,10270.3,10358.839351311368
2022-06-04,10302.1,10260.407556680802
2022-06-05,10302.1,10282.524932284827
2022-06-06,10318.3,10286.29401283558
2022-06-07,10382.4,10298.90790803601
2022-06-08,10418.1,10367.522800915911
2022-06-09,10484.9,10402.039843915069
2022-06-10,10622.7,10477.659901454444
2022-06-11,10617.5,10612.485664140355
2022-06-12,10706.8,10620.429419167087
2022-06-13,10434.9,10713.039633125401
2022-06-14,10467.2,10458.875625225033
2022-06-15,10662.9,10496.532835315735
2022-06-16,10824.3,10674.13300515651
2022-06-17,10578.2,10833.926846653967
2022-06-18,10834.1,10592.538093121424
2022-06-19,10834.1,10849.598024921146
2022-06-20,10857.9,10830.0032473517
2022-06-21,10807.4,10874.733417815421
2022-06-22,10922.1,10805.152788308857
2022-06-23,10778.2,10937.049708436201
2022-06-24,10686.5,10773.700380846285
2022-06-25,10695.9,10711.27882823511
2022-06-26,10695.9,10688.195365310836
2022-06-27,10641.0,10709.007691640856
2022-06-28,10612.2,10626.098709028913
2022-06-29,10570.0,10620.510347182493
2022-06-30,10476.2,10549.844600242383
2022-07-01,10382.8,10482.23901793909
2022-07-02,10407.0,10363.564751417678
2022-07-03,10407.0,10407.694002022867
2022-07-04,10391.3,10378.27799144051
2022-07-05,10174.0,10388.471615377788
2022-07-06,10154.3,10153.389552798835
2022-07-07,10141.2,10161.643246364323
2022-07-08,10105.8,10115.38312937547
2022-07-09,10099.4,10109.800331285698
2022-07-10,10099.4,10072.956326588841
2022-07-11,10074.0,10101.823043285287
2022-07-12,10047.0,10049.385671788632
2022-07-13,10086.0,10053.650610125023
2022-07-14,10063.9,10064.154530322356
2022-07-15,10100.2,10072.105740347943
2022-07-16,10092.6,10083.282349330897
2022-07-17,10092.6,10103.506922921237
2022-07-18,10341.6,10081.73686628478
2022-07-19,10642.6,10347.954961048452
2022-07-20,10714.2,10615.867539908495
2022-07-21,10947.2,10721.603473460225
2022-07-22,11064.2,10937.179174633004
2022-07-23,11028.9,11084.352846319049
2022-07-24,11028.9,11046.34647721234
2022-07-25,11095.5,11077.316733350208
2022-07-26,11233.2,11126.032345760075
2022-07-27,11490.1,11279.511763712953
2022-07-28,11849.2,11506.840353465279
2022-07-29,11839.0,11873.001331269172
2022-07-30,11863.5,11849.28946227739
2022-07-31,11863.5,11904.3149147104
2022-08-01,11875.7,11882.798980048861
2022-08-02,11800.9,11919.476996822163
2022-08-03,11587.1,11819.802670580402
2022-08-04,11310.6,11633.371061887525
2022-08-05,11181.7,11332.234740709766
2022-08-06,11207.2,11214.953067229524
2022-08-07,11207.2,11193.214764502765
2022-08-08,11273.0,11198.519009095926
2022-08-09,11309.2,11226.00983830717
2022-08-10,11286.9,11275.636452683826
2022-08-11,11022.1,11232.156685354867
2022-08-12,11053.1,11001.828236331596
2022-08-13,11061.9,11016.74827253679
2022-08-14,11061.9,11041.632259645097
2022-08-15,10708.9,11033.228032621422
2022-08-16,10661.1,10712.167049678637
2022-08-17,10652.3,10659.959750790404
2022-08-18,10627.9,10652.864828985215
2022-08-19,10541.6,10622.005666379131
2022-08-20,10598.2,10541.159940068666
2022-08-21,10598.2,10589.240558070553
2022-08-22,10473.1,10589.002567998912
2022-08-23,10654.2,10467.028153570001
2022-08-24,10690.2,10643.820044889493
2022-08-25,10721.8,10672.333160427643
2022-08-26,10711.9,10715.996551581184
2022-08-27,10719.0,10702.905154212442
2022-08-28,10807.7,10724.033178385058
2022-08-29,10768.4,10804.452004350902
2022-08-30,10660.7,10778.898031382185
2022-08-31,10508.7,10672.220649926468
2022-09-01,10480.3,10532.856358650883
2022-09-02,10533.9,10494.642195811473
2022-09-03,10544.3,10543.909615279954
2022-09-04,10544.3,10541.621784830559
2022-09-05,10531.3,10543.138870528184
2022-09-06,10572.0,10520.950822851253
2022-09-07,10770.9,10564.081609767762
2022-09-08,10713.7,10748.436683329855
2022-09-09,10869.5,10701.275579828078
2022-09-10,10917.2,10856.527010533893
2022-09-11,10917.2,10907.570160161558
