s_close,s_date
50,"Feb 17, 2023"
50,"Feb 20, 2023"
50,"Feb 21, 2023"
50,"Feb 22, 2023"
50,"Feb 23, 2023"
50,"Feb 24, 2023"
50,"Feb 27, 2023"
50,"Feb 28, 2023"
50,"Mar 01, 2023"
50,"Mar 02, 2023"
50,"Mar 03, 2023"
50,"Mar 06, 2023"
50,"Mar 07, 2023"
50,"Mar 08, 2023"
50,"Mar 09, 2023"
50,"Mar 10, 2023"
50,"Mar 13, 2023"
50,"Mar 14, 2023"
50,"Mar 15, 2023"
50,"Mar 16, 2023"
50,"Mar 17, 2023"
50,"Mar 20, 2023"
50,"Mar 21, 2023"
50,"Mar 22, 2023"
50,"Mar 24, 2023"
50,"Mar 27, 2023"
50,"Mar 28, 2023"
50,"Mar 29, 2023"
50,"Mar 30, 2023"
50,"Mar 31, 2023"
50,"Apr 03, 2023"
50,"Apr 04, 2023"
50,"Apr 05, 2023"
50,"Apr 06, 2023"
50,"Apr 07, 2023"
50,"Apr 10, 2023"
50,"Apr 11, 2023"
50,"Apr 12, 2023"
50,"Apr 13, 2023"
50,"Apr 17, 2023"
50,"Apr 18, 2023"
50,"Apr 19, 2023"
50,"Apr 20, 2023"
50,"Apr 26, 2023"
50,"Apr 27, 2023"
50,"Apr 28, 2023"
50,"Apr 30, 2023"
50,"May 02, 2023"
50,"May 03, 2023"
50,"May 04, 2023"
50,"May 05, 2023"
50,"May 08, 2023"
50,"May 09, 2023"
50,"May 10, 2023"
50,"May 11, 2023"
50,"May 12, 2023"
50,"May 15, 2023"
50,"May 16, 2023"
50,"May 17, 2023"
50,"May 18, 2023"
50,"May 19, 2023"
50,"May 22, 2023"
50,"May 23, 2023"
50,"May 24, 2023"
50,"May 25, 2023"
50,"May 26, 2023"
50,"May 29, 2023"
50,"May 30, 2023"
50,"May 31, 2023"
50,"Jun 01, 2023"
50,"Jun 02, 2023"
50,"Jun 05, 2023"
50,"Jun 06, 2023"
50,"Jun 07, 2023"
50,"Jun 08, 2023"
50,"Jun 09, 2023"
50,"Jun 12, 2023"
50,"Jun 13, 2023"
50,"Jun 14, 2023"
50,"Jun 15, 2023"
50,"Jun 16, 2023"
50,"Jun 19, 2023"
