Date,Price,Monthly Return
2008-07-31,9.3797,
2008-08-31,8.141,-0.13206179302109877
2008-09-30,8.1214,-0.002407566638005232
2008-10-31,8.1113,-0.001243627945920589
2008-11-30,8.1061,-0.0006410809611283597
2008-12-31,5.2811,-0.3485029792378579
2009-01-31,5.0173,-0.04995171460491199
2009-02-28,5.2873,0.053813804237338836
2009-03-31,6.114,0.15635579596391347
2009-04-30,6.3407,0.037078835459601
2009-05-31,6.4263,0.013500086741211614
2009-06-30,6.3511,-0.011701912453511487
2009-07-31,6.7688,0.06576813465383946
2009-08-31,7.4605,0.10218945751093256
2009-09-30,7.9979,0.07203270558273567
2009-10-31,7.8434,-0.019317570862351308
2009-11-30,7.8939,0.006438534309100685
2009-12-31,8.0149,0.015328291465562138
2010-01-31,8.2351,0.027473829991640386
2010-02-28,8.2529,0.0021614795205888715
2010-03-31,8.7845,0.0644137212373832
2010-04-30,8.9525,0.01912459445614445
2010-05-31,8.0088,-0.10541189611840263
2010-06-30,8.28,0.033862750973928435
2010-07-31,7.4316,-0.10246376811594193
2010-08-31,6.9281,-0.06775122450078053
2010-09-30,7.0544,0.0182301063783723
2010-10-31,7.4551,0.05680142889544104
2010-11-30,7.8688,0.055492213384126465
2010-12-31,8.3904,0.06628710858072373
2011-01-31,8.6133,0.02656607551487422
2011-02-28,7.8641,-0.08698176076532815
2011-03-31,8.2149,0.04460777457051668
2011-04-30,8.362,0.017906486993146675
2011-05-31,8.4,0.004544367376225766
2011-06-30,8.6253,0.02682142857142855
2011-07-31,8.4102,-0.024938263016938467
2011-08-31,7.6275,-0.09306556324463144
2011-09-30,8.0786,0.05914126515896423
2011-10-31,8.146,0.008343029732874596
2011-11-30,7.9135,-0.02854161551681822
2011-12-31,7.7682,-0.018361028621975084
2012-01-31,8.1011,0.04285420045827859
2012-02-29,8.7528,0.08044586537630694
2012-03-31,9.3089,0.06353395484873392
2012-04-30,9.4392,0.013997357367680374
2012-05-31,9.2867,-0.016156030172048474
2012-06-30,9.2875,8.61447015625405e-05
2012-07-31,9.2957,0.0008829071332436822
2012-08-31,9.7892,0.053089062684897215
2012-09-30,9.8102,0.002145221264250541
2012-10-31,9.9616,0.01543291676010683
2012-11-30,10.3187,0.03584765499518139
2012-12-31,10.5163,0.019149699090001526
2013-01-31,10.7335,0.020653651949830376
2013-02-28,11.2759,0.05053337681091907
2013-03-31,11.1754,-0.00891281405475397
2013-04-30,11.7146,0.04824883225656351
2013-05-31,13.4484,0.14800334625168587
2013-06-30,12.9555,-0.03665120014276779
2013-07-31,11.86,-0.084558681641002
2013-08-31,11.2867,-0.04833895446880265
2013-09-30,11.07,-0.019199588896665953
2013-10-31,11.5173,0.04040650406504076
2013-11-30,12.2398,0.06273171663497523
2013-12-31,12.6655,0.03477998006503369
2014-01-31,13.3199,0.05166791678180882
2014-02-28,12.8203,-0.03750778909751584
2014-03-31,13.4546,0.04947622130527374
2014-04-30,14.2724,0.06078218601816476
2014-05-31,14.6692,0.027801911381407418
2014-06-30,13.3243,-0.09168189130968296
2014-07-31,13.6194,0.022147504934593387
2014-08-31,12.8491,-0.056559026095129084
2014-09-30,13.2996,0.03506082138048572
2014-10-31,13.5452,0.018466720803633097
2014-11-30,13.9073,0.026732717124885452
2014-12-31,14.3081,0.028819397007327163
2015-01-31,15.3085,0.06991843780795493
2015-02-28,14.9502,-0.023405297710422324
2015-03-31,13.4528,-0.10015919519471317
2015-04-30,14.8863,0.10655774262607043
2015-05-31,14.5452,-0.02291368573789332
2015-06-30,14.3252,-0.015125264692132045
2015-07-31,14.8628,0.03752827185658836
2015-08-31,14.4157,-0.0300818150012111
2015-09-30,13.3748,-0.0722059976275865
2015-10-31,14.1674,0.059260699225409
2015-11-30,13.3311,-0.05902988551180888
2015-12-31,13.552,0.01657027552114987
2016-01-31,12.9064,-0.04763872491145216
2016-02-29,12.9044,-0.00015496187937757977
2016-03-31,13.5744,0.05192027525495169
2016-04-30,14.1299,0.04092261904761885
2016-05-31,14.4185,0.02042477299910117
2016-06-30,14.2589,-0.011069112598397823
2016-07-31,14.936,0.0474861314687669
2016-08-31,14.9647,0.001921531869309101
2016-09-30,15.2072,0.016204801967296456
2016-10-31,14.9426,-0.01739965279604394
2016-11-30,15.928,0.06594568548980773
2016-12-31,17.8198,0.11877197388247107
2017-01-31,18.1748,0.01992166017575947
2017-02-28,18.0569,-0.0064870039835377424
2017-03-31,17.8908,-0.009198699666055687
2017-04-30,18.2842,0.021988955217206563
2017-05-31,18.7168,0.023659771824854348
2017-06-30,16.2999,-0.12912997948367233
2017-07-31,16.091,-0.012816029546193541
2017-08-31,14.399,-0.10515194829407759
2017-09-30,14.8025,0.028022779359677896
2017-10-31,13.8262,-0.06595507515622367
2017-11-30,13.9258,0.007203714686609519
2017-12-31,14.061,0.00970859842881544
2018-01-31,15.2487,0.08446767655216547
2018-02-28,14.9539,-0.01933279558257417
2018-03-31,15.7239,0.05149158413524235
2018-04-30,15.6687,-0.0035105794363994303
2018-05-31,14.7456,-0.05891363035861297
2018-06-30,14.418,-0.022216796875
2018-07-31,14.1601,-0.017887363018449065
2018-08-31,13.8197,-0.024039378252978527
2018-09-30,13.5572,-0.01899462361701043
2018-10-31,13.7459,0.013918803292715332
2018-11-30,13.3586,-0.028175674201034617
2018-12-31,12.2172,-0.08544308535325551
2019-01-31,13.4246,0.09882788200242287
2019-02-28,12.8421,-0.04339049208170076
2019-03-31,12.6971,-0.011290988234011534
2019-04-30,12.0769,-0.04884579943451661
2019-05-31,11.8051,-0.022505775488742996
