Date,Price,Monthly Return
2019-06-30,11.1261,-0.057517513616996085
2019-07-31,10.4732,-0.05868183820026773
2019-08-31,9.7294,-0.07101936370927708
2019-09-30,10.4899,0.07816514893004722
2019-10-31,11.1587,0.06375656583952183
2019-11-30,12.7402,0.1417279790656618
2019-12-31,13.182,0.03467763457402562
2020-01-31,13.4469,0.020095584888484286
2020-02-29,12.28,-0.08677836527378058
2020-03-31,9.4959,-0.22671824104234517
2020-04-30,11.032,0.16176455101675447
2020-05-31,10.9587,-0.006644307469180544
2020-06-30,11.1052,0.013368373985965354
2020-07-31,12.589,0.13361308215970902
2020-08-31,13.1489,0.04447533561045347
2020-09-30,12.9709,-0.01353725406688
2020-10-31,12.73,-0.018572342705594824
2020-11-30,13.0862,0.027981146897093412
2020-12-31,13.9195,0.06367776741911313
2021-01-31,14.7255,0.05790437874923682
2021-02-28,14.5485,-0.012019965366201424
2021-03-31,14.1281,-0.028896449805821955
2021-04-30,14.0265,-0.0071913420771370085
2021-05-31,15.1265,0.07842298506398593
2021-06-30,14.3166,-0.053541797507685285
2021-07-31,14.2038,-0.00787896567620805
2021-08-31,14.44,0.016629352708430245
2021-09-30,13.6729,-0.053123268698060944
2021-10-31,14.0364,0.026585435423355674
2021-11-30,13.6916,-0.024564703200250837
2021-12-31,13.5314,-0.011700604750357835
2022-01-31,13.7543,0.016472796606411766
2022-02-28,13.4763,-0.02021186101800898
2022-03-31,13.5963,0.008904521270675092
2022-04-30,13.6851,0.006531188632201479
2022-05-31,13.0362,-0.047416533309950326
2022-06-30,12.5729,-0.03553949770638676
2022-07-31,12.1417,-0.03429598581075177
2022-08-31,12.79,0.0533944999464655
2022-09-30,12.4163,-0.02921813917122751
2022-10-31,12.4481,0.002561149456762557
2022-11-30,12.7564,0.024766831885990603
2022-12-31,12.1766,-0.04545169483553346
2023-01-31,12.2535,0.006315391817091731
2023-02-28,12.1909,-0.0051087444403641324
2023-03-31,12.0315,-0.013075326678095966
2023-04-30,12.4926,0.038324398454057995
2023-05-31,12.4125,-0.00641179578310358
2023-06-30,12.4341,0.0017401812688822016
2023-07-31,14.354,0.15440602858268782
2023-08-31,13.4558,-0.06257489201616273
2023-09-30,13.7907,0.02488889549487938
2023-10-31,15.4195,0.11810858042013828
2023-11-30,17.8878,0.16007652647621518
2023-12-31,18.4068,0.029014188441284006
2024-01-31,18.2482,-0.008616380902709886
2024-02-29,19.0054,0.041494503567475194
2024-03-31,19.6878,0.035905584728550766
2024-04-30,20.8621,0.059646075234409235
2024-05-31,22.1893,0.06361775660168423
2024-06-30,20.9332,-0.056608365293181806
2024-07-31,20.7653,-0.008020751724533204
2024-08-31,20.8682,0.004955382296427224
2024-09-30,21.6085,0.03547502899147981
2024-10-31,23.5489,0.08979799615891904
2024-11-30,26.3735,0.11994615459745472
2024-12-31,30.0273,0.13854058050694817
2025-01-31,29.4694,-0.018579759085898484
