s_close,s_date
101.975,"May 31, 2023"
102.038,"Jun 01, 2023"
102.095,"Jun 02, 2023"
102.173,"Jun 03, 2023"
102.232,"Jun 04, 2023"
102.291,"Jun 05, 2023"
102.354,"Jun 06, 2023"
102.423,"Jun 07, 2023"
102.481,"Jun 08, 2023"
102.532,"Jun 09, 2023"
102.58,"Jun 10, 2023"
102.638,"Jun 11, 2023"
102.696,"Jun 12, 2023"
102.758,"Jun 13, 2023"
102.82,"Jun 14, 2023"
102.872,"Jun 15, 2023"
102.927,"Jun 16, 2023"
102.984,"Jun 17, 2023"
103.041,"Jun 18, 2023"
103.099,"Jun 19, 2023"
103.156,"Jun 20, 2023"
103.215,"Jun 21, 2023"
103.271,"Jun 22, 2023"
100.505,"Jun 23, 2023"
100.567,"Jun 24, 2023"
100.622,"Jun 25, 2023"
100.677,"Jun 26, 2023"
100.734,"Jun 27, 2023"
100.743,"Jun 28, 2023"
100.8,"Jun 29, 2023"
100.857,"Jun 30, 2023"
100.913,"Jul 01, 2023"
100.97,"Jul 02, 2023"
101.027,"Jul 03, 2023"
101.084,"Jul 04, 2023"
101.14,"Jul 05, 2023"
101.208,"Jul 06, 2023"
101.285,"Jul 07, 2023"
101.346,"Jul 08, 2023"
101.408,"Jul 09, 2023"
101.469,"Jul 10, 2023"
101.53,"Jul 11, 2023"
101.573,"Jul 12, 2023"
101.63,"Jul 13, 2023"
101.694,"Jul 14, 2023"
101.76,"Jul 15, 2023"
101.818,"Jul 16, 2023"
101.876,"Jul 17, 2023"
101.927,"Jul 18, 2023"
101.984,"Jul 19, 2023"
102.026,"Jul 20, 2023"
102.085,"Jul 21, 2023"
102.141,"Jul 22, 2023"
102.197,"Jul 23, 2023"
102.253,"Jul 24, 2023"
102.313,"Jul 25, 2023"
102.384,"Jul 26, 2023"
102.44,"Jul 27, 2023"
102.52,"Jul 28, 2023"
102.573,"Jul 29, 2023"
102.627,"Jul 30, 2023"
102.687,"Jul 31, 2023"
102.747,"Aug 01, 2023"
102.832,"Aug 02, 2023"
102.885,"Aug 03, 2023"
102.947,"Aug 04, 2023"
102.998,"Aug 05, 2023"
103.055,"Aug 06, 2023"
103.112,"Aug 07, 2023"
103.17,"Aug 08, 2023"
103.228,"Aug 09, 2023"
103.285,"Aug 10, 2023"
103.343,"Aug 11, 2023"
103.427,"Aug 12, 2023"
103.476,"Aug 13, 2023"
103.524,"Aug 14, 2023"
103.584,"Aug 15, 2023"
103.643,"Aug 16, 2023"
103.694,"Aug 17, 2023"
103.749,"Aug 18, 2023"
103.811,"Aug 19, 2023"
103.863,"Aug 20, 2023"
103.921,"Aug 21, 2023"
103.978,"Aug 22, 2023"
104.042,"Aug 23, 2023"
104.112,"Aug 24, 2023"
104.183,"Aug 25, 2023"
104.233,"Aug 26, 2023"
104.3,"Aug 27, 2023"
104.359,"Aug 28, 2023"
104.41,"Aug 29, 2023"
104.462,"Aug 30, 2023"
104.516,"Aug 31, 2023"
104.559,"Sep 01, 2023"
104.617,"Sep 02, 2023"
104.686,"Sep 03, 2023"
104.742,"Sep 04, 2023"
104.801,"Sep 05, 2023"
104.866,"Sep 06, 2023"
104.924,"Sep 07, 2023"
104.966,"Sep 08, 2023"
105.032,"Sep 09, 2023"
105.093,"Sep 10, 2023"
105.154,"Sep 11, 2023"
105.218,"Sep 12, 2023"
105.279,"Sep 13, 2023"
105.34,"Sep 14, 2023"
105.404,"Sep 15, 2023"
105.518,"Sep 16, 2023"
105.576,"Sep 17, 2023"
105.633,"Sep 18, 2023"
105.693,"Sep 19, 2023"
105.752,"Sep 20, 2023"
105.81,"Sep 21, 2023"
105.879,"Sep 22, 2023"
105.963,"Sep 23, 2023"
105.998,"Sep 24, 2023"
106.057,"Sep 25, 2023"
106.121,"Sep 26, 2023"
104.72,"Sep 27, 2023"
104.775,"Sep 28, 2023"
104.843,"Sep 29, 2023"
104.889,"Sep 30, 2023"
104.936,"Oct 01, 2023"
104.983,"Oct 02, 2023"
105.038,"Oct 03, 2023"
105.101,"Oct 04, 2023"
105.165,"Oct 05, 2023"
105.266,"Oct 06, 2023"
105.333,"Oct 07, 2023"
105.388,"Oct 08, 2023"
105.45,"Oct 09, 2023"
105.512,"Oct 10, 2023"
105.549,"Oct 11, 2023"
105.611,"Oct 12, 2023"
105.674,"Oct 13, 2023"
105.737,"Oct 14, 2023"
105.799,"Oct 15, 2023"
105.862,"Oct 16, 2023"
105.921,"Oct 17, 2023"
105.963,"Oct 18, 2023"
106.026,"Oct 19, 2023"
