0,1,s_close,s_date
"Sep 26, 22",8.51,8.51,"Sep 26, 22"
"Sep 27, 22",8.70,8.70,"Sep 27, 22"
"Sep 28, 22",8.72,8.72,"Sep 28, 22"
"Sep 29, 22",8.71,8.71,"Sep 29, 22"
"Sep 30, 22",8.62,8.62,"Sep 30, 22"
"Oct 03, 22",8.69,8.69,"Oct 03, 22"
"Oct 04, 22",8.76,8.76,"Oct 04, 22"
"Oct 05, 22",8.79,8.79,"Oct 05, 22"
"Oct 06, 22",8.93,8.93,"Oct 06, 22"
"Oct 10, 22",8.88,8.88,"Oct 10, 22"
"Oct 11, 22",8.70,8.70,"Oct 11, 22"
"Oct 12, 22",8.77,8.77,"Oct 12, 22"
"Oct 13, 22",8.63,8.63,"Oct 13, 22"
"Oct 14, 22",8.63,8.63,"Oct 14, 22"
"Oct 17, 22",8.66,8.66,"Oct 17, 22"
"Oct 18, 22",8.42,8.42,"Oct 18, 22"
"Oct 20, 22",8.58,8.58,"Oct 20, 22"
"Oct 24, 22",8.59,8.59,"Oct 24, 22"
"Oct 25, 22",8.51,8.51,"Oct 25, 22"
"Oct 27, 22",8.06,8.06,"Oct 27, 22"
"Oct 28, 22",7.94,7.94,"Oct 28, 22"
"Nov 03, 22",8.32,8.32,"Nov 03, 22"
"Nov 10, 22",8.62,8.62,"Nov 10, 22"
"Nov 15, 22",8.50,8.50,"Nov 15, 22"
"Nov 16, 22",8.54,8.54,"Nov 16, 22"
"Nov 17, 22",8.47,8.47,"Nov 17, 22"
"Nov 22, 22",8.58,8.58,"Nov 22, 22"
"Nov 23, 22",8.54,8.54,"Nov 23, 22"
"Nov 24, 22",8.51,8.51,"Nov 24, 22"
"Nov 25, 22",8.48,8.48,"Nov 25, 22"
"Nov 28, 22",8.23,8.23,"Nov 28, 22"
"Nov 29, 22",8.37,8.37,"Nov 29, 22"
"Dec 27, 22",7.70,7.70,"Dec 27, 22"
"Dec 28, 22",7.47,7.47,"Dec 28, 22"
"Dec 30, 22",8.00,8.00,"Dec 30, 22"
"Jan 04, 23",7.88,7.88,"Jan 04, 23"
"Jan 06, 23",7.86,7.86,"Jan 06, 23"
"Jan 10, 23",8.20,8.20,"Jan 10, 23"
"Jan 11, 23",8.27,8.27,"Jan 11, 23"
"Jan 17, 23",7.66,7.66,"Jan 17, 23"
"Jan 19, 23",7.66,7.66,"Jan 19, 23"
"Jan 26, 23",8.23,8.23,"Jan 26, 23"
"Jan 27, 23",8.06,8.06,"Jan 27, 23"
"Jan 31, 23",7.99,7.99,"Jan 31, 23"
"Feb 01, 23",8.06,8.06,"Feb 01, 23"
"Feb 08, 23",8.40,8.40,"Feb 08, 23"
"Feb 09, 23",8.73,8.73,"Feb 09, 23"
"Feb 23, 23",7.99,7.99,"Feb 23, 23"
"Feb 24, 23",7.83,7.83,"Feb 24, 23"
"Mar 01, 23",7.56,7.56,"Mar 01, 23"
"Mar 03, 23",7.73,7.73,"Mar 03, 23"
"Mar 08, 23",8.15,8.15,"Mar 08, 23"
"Mar 13, 23",8.26,8.26,"Mar 13, 23"
