0,1,s_close,s_date
"May 29, 24",11.17,11.17,"May 29, 24"
"May 30, 24",11.14,11.14,"May 30, 24"
"May 31, 24",11.30,11.30,"May 31, 24"
"Jun 03, 24",11.27,11.27,"Jun 03, 24"
"Jun 04, 24",11.13,11.13,"Jun 04, 24"
"Jun 05, 24",11.10,11.10,"Jun 05, 24"
"Jun 06, 24",11.02,11.02,"Jun 06, 24"
"Jun 07, 24",11.00,11.00,"Jun 07, 24"
"Jun 10, 24",10.97,10.97,"Jun 10, 24"
"Jun 11, 24",10.80,10.80,"Jun 11, 24"
"Jun 12, 24",10.92,10.92,"Jun 12, 24"
"Jun 13, 24",11.29,11.29,"Jun 13, 24"
"Jun 14, 24",11.32,11.32,"Jun 14, 24"
"Jun 20, 24",11.48,11.48,"Jun 20, 24"
"Jun 21, 24",11.47,11.47,"Jun 21, 24"
"Jun 24, 24",12.11,12.11,"Jun 24, 24"
"Jun 25, 24",11.14,11.14,"Jun 25, 24"
"Jun 26, 24",11.19,11.19,"Jun 26, 24"
"Jun 27, 24",10.96,10.96,"Jun 27, 24"
"Jun 28, 24",11.10,11.10,"Jun 28, 24"
"Jul 01, 24",11.00,11.00,"Jul 01, 24"
"Jul 02, 24",11.09,11.09,"Jul 02, 24"
"Jul 03, 24",11.09,11.09,"Jul 03, 24"
"Jul 05, 24",11.08,11.08,"Jul 05, 24"
"Jul 08, 24",11.12,11.12,"Jul 08, 24"
"Jul 09, 24",11.16,11.16,"Jul 09, 24"
"Jul 10, 24",11.05,11.05,"Jul 10, 24"
"Jul 11, 24",11.04,11.04,"Jul 11, 24"
"Jul 12, 24",11.00,11.00,"Jul 12, 24"
"Jul 15, 24",11.17,11.17,"Jul 15, 24"
"Jul 18, 24",11.29,11.29,"Jul 18, 24"
"Jul 19, 24",11.10,11.10,"Jul 19, 24"
"Jul 22, 24",10.86,10.86,"Jul 22, 24"
"Jul 23, 24",10.95,10.95,"Jul 23, 24"
"Jul 24, 24",10.95,10.95,"Jul 24, 24"
"Jul 25, 24",10.92,10.92,"Jul 25, 24"
"Jul 26, 24",10.80,10.80,"Jul 26, 24"
"Jul 29, 24",10.84,10.84,"Jul 29, 24"
"Jul 30, 24",10.77,10.77,"Jul 30, 24"
"Jul 31, 24",11.25,11.25,"Jul 31, 24"
"Aug 01, 24",10.62,10.62,"Aug 01, 24"
"Aug 02, 24",10.70,10.70,"Aug 02, 24"
"Aug 05, 24",10.70,10.70,"Aug 05, 24"
"Aug 06, 24",10.62,10.62,"Aug 06, 24"
"Aug 07, 24",10.83,10.83,"Aug 07, 24"
"Aug 08, 24",10.90,10.90,"Aug 08, 24"
"Aug 09, 24",10.99,10.99,"Aug 09, 24"
"Aug 12, 24",10.74,10.74,"Aug 12, 24"
"Aug 13, 24",10.71,10.71,"Aug 13, 24"
"Aug 15, 24",10.73,10.73,"Aug 15, 24"
"Aug 16, 24",10.69,10.69,"Aug 16, 24"
"Aug 19, 24",10.63,10.63,"Aug 19, 24"
"Aug 20, 24",10.63,10.63,"Aug 20, 24"
"Aug 21, 24",10.90,10.90,"Aug 21, 24"
"Aug 22, 24",10.90,10.90,"Aug 22, 24"
"Aug 23, 24",10.90,10.90,"Aug 23, 24"
"Aug 26, 24",10.74,10.74,"Aug 26, 24"
"Aug 27, 24",10.69,10.69,"Aug 27, 24"
"Aug 28, 24",10.66,10.66,"Aug 28, 24"
"Aug 29, 24",10.76,10.76,"Aug 29, 24"
"Aug 30, 24",10.75,10.75,"Aug 30, 24"
"Sep 02, 24",10.65,10.65,"Sep 02, 24"
"Sep 03, 24",10.69,10.69,"Sep 03, 24"
"Sep 04, 24",10.78,10.78,"Sep 04, 24"
"Sep 05, 24",10.75,10.75,"Sep 05, 24"
"Sep 06, 24",10.90,10.90,"Sep 06, 24"
"Sep 09, 24",10.70,10.70,"Sep 09, 24"
"Sep 10, 24",10.71,10.71,"Sep 10, 24"
"Sep 11, 24",10.75,10.75,"Sep 11, 24"
"Sep 12, 24",10.73,10.73,"Sep 12, 24"
"Sep 13, 24",10.79,10.79,"Sep 13, 24"
"Sep 16, 24",10.90,10.90,"Sep 16, 24"
"Sep 18, 24",10.91,10.91,"Sep 18, 24"
"Sep 19, 24",11.00,11.00,"Sep 19, 24"
"Sep 20, 24",11.05,11.05,"Sep 20, 24"
"Sep 23, 24",10.86,10.86,"Sep 23, 24"
"Sep 24, 24",10.73,10.73,"Sep 24, 24"
"Sep 25, 24",10.82,10.82,"Sep 25, 24"
"Sep 26, 24",10.74,10.74,"Sep 26, 24"
"Sep 27, 24",10.67,10.67,"Sep 27, 24"
"Sep 30, 24",10.63,10.63,"Sep 30, 24"
"Oct 01, 24",10.71,10.71,"Oct 01, 24"
"Oct 02, 24",10.76,10.76,"Oct 02, 24"
"Oct 03, 24",10.79,10.79,"Oct 03, 24"
"Oct 04, 24",10.93,10.93,"Oct 04, 24"
"Oct 07, 24",11.08,11.08,"Oct 07, 24"
"Oct 08, 24",11.17,11.17,"Oct 08, 24"
"Oct 09, 24",11.12,11.12,"Oct 09, 24"
"Oct 10, 24",11.16,11.16,"Oct 10, 24"
"Oct 11, 24",11.06,11.06,"Oct 11, 24"
"Oct 14, 24",11.05,11.05,"Oct 14, 24"
"Oct 15, 24",11.06,11.06,"Oct 15, 24"
"Oct 16, 24",11.14,11.14,"Oct 16, 24"
"Oct 17, 24",11.09,11.09,"Oct 17, 24"
"Oct 18, 24",11.04,11.04,"Oct 18, 24"
"Oct 21, 24",11.18,11.18,"Oct 21, 24"
"Oct 22, 24",11.34,11.34,"Oct 22, 24"
"Oct 23, 24",11.42,11.42,"Oct 23, 24"
"Oct 24, 24",11.60,11.60,"Oct 24, 24"
"Oct 25, 24",11.72,11.72,"Oct 25, 24"
"Oct 28, 24",11.73,11.73,"Oct 28, 24"
"Oct 29, 24",11.79,11.79,"Oct 29, 24"
"Oct 30, 24",11.77,11.77,"Oct 30, 24"
"Oct 31, 24",11.57,11.57,"Oct 31, 24"
"Nov 01, 24",11.78,11.78,"Nov 01, 24"
"Nov 04, 24",12.09,12.09,"Nov 04, 24"
"Nov 05, 24",12.13,12.13,"Nov 05, 24"
"Nov 06, 24",12.11,12.11,"Nov 06, 24"
"Nov 07, 24",12.16,12.16,"Nov 07, 24"
"Nov 08, 24",12.22,12.22,"Nov 08, 24"
"Nov 11, 24",12.28,12.28,"Nov 11, 24"
"Nov 12, 24",12.23,12.23,"Nov 12, 24"
"Nov 13, 24",12.40,12.40,"Nov 13, 24"
"Nov 14, 24",12.35,12.35,"Nov 14, 24"
"Nov 15, 24",12.40,12.40,"Nov 15, 24"
"Nov 18, 24",12.49,12.49,"Nov 18, 24"
"Nov 19, 24",12.57,12.57,"Nov 19, 24"
"Nov 20, 24",12.46,12.46,"Nov 20, 24"
"Nov 21, 24",12.73,12.73,"Nov 21, 24"
"Nov 22, 24",12.65,12.65,"Nov 22, 24"
"Nov 25, 24",13.01,13.01,"Nov 25, 24"
"Nov 26, 24",12.11,12.11,"Nov 26, 24"
"Nov 27, 24",12.64,12.64,"Nov 27, 24"
"Nov 28, 24",12.80,12.80,"Nov 28, 24"
"Nov 29, 24",12.92,12.92,"Nov 29, 24"
"Dec 02, 24",13.25,13.25,"Dec 02, 24"
"Dec 03, 24",13.41,13.41,"Dec 03, 24"
"Dec 04, 24",13.50,13.50,"Dec 04, 24"
"Dec 05, 24",14.00,14.00,"Dec 05, 24"
"Dec 06, 24",14.12,14.12,"Dec 06, 24"
"Dec 09, 24",14.41,14.41,"Dec 09, 24"
"Dec 10, 24",14.32,14.32,"Dec 10, 24"
"Dec 11, 24",14.60,14.60,"Dec 11, 24"
"Dec 12, 24",14.99,14.99,"Dec 12, 24"
"Dec 13, 24",15.12,15.12,"Dec 13, 24"
"Dec 16, 24",15.48,15.48,"Dec 16, 24"
"Dec 17, 24",15.23,15.23,"Dec 17, 24"
"Dec 18, 24",14.66,14.66,"Dec 18, 24"
"Dec 19, 24",14.01,14.01,"Dec 19, 24"
"Dec 20, 24",14.99,14.99,"Dec 20, 24"
"Dec 23, 24",15.01,15.01,"Dec 23, 24"
"Dec 24, 24",14.89,14.89,"Dec 24, 24"
"Dec 26, 24",14.48,14.48,"Dec 26, 24"
"Dec 27, 24",14.65,14.65,"Dec 27, 24"
"Dec 30, 24",15.16,15.16,"Dec 30, 24"
"Dec 31, 24",15.15,15.15,"Dec 31, 24"
"Jan 01, 25",15.49,15.49,"Jan 01, 25"
"Jan 02, 25",15.65,15.65,"Jan 02, 25"
"Jan 03, 25",15.92,15.92,"Jan 03, 25"
"Jan 06, 25",15.19,15.19,"Jan 06, 25"
"Jan 07, 25",15.14,15.14,"Jan 07, 25"
"Jan 08, 25",14.82,14.82,"Jan 08, 25"
"Jan 09, 25",14.56,14.56,"Jan 09, 25"
"Jan 10, 25",14.47,14.47,"Jan 10, 25"
"Jan 13, 25",14.85,14.85,"Jan 13, 25"
"Jan 14, 25",14.94,14.94,"Jan 14, 25"
"Jan 15, 25",14.94,14.94,"Jan 15, 25"
"Jan 16, 25",15.09,15.09,"Jan 16, 25"
"Jan 17, 25",15.00,15.00,"Jan 17, 25"
"Jan 20, 25",15.01,15.01,"Jan 20, 25"
"Jan 21, 25",14.81,14.81,"Jan 21, 25"
"Jan 22, 25",14.49,14.49,"Jan 22, 25"
"Jan 23, 25",14.59,14.59,"Jan 23, 25"
"Jan 24, 25",14.68,14.68,"Jan 24, 25"
"Jan 27, 25",14.42,14.42,"Jan 27, 25"
"Jan 28, 25",14.20,14.20,"Jan 28, 25"
"Jan 29, 25",14.16,14.16,"Jan 29, 25"
"Jan 30, 25",14.44,14.44,"Jan 30, 25"
"Jan 31, 25",14.54,14.54,"Jan 31, 25"
"Feb 03, 25",14.49,14.49,"Feb 03, 25"
