Date,Silver Price (oz),Silver Price (gram)
12/14/2011,"2,589.01",83.239
12/15/2011,"2,623.93",84.361
12/16/2011,"2,664.07",85.652
12/18/2011,"2,665.66",85.703
12/19/2011,"2,585.01",83.11
12/20/2011,"2,658.63",85.477
12/21/2011,"2,651.74",85.255
12/22/2011,"2,608.13",83.853
12/23/2011,"2,599.28",83.569
12/26/2011,"2,597.30",83.505
12/27/2011,"2,578.74",82.908
12/28/2011,"2,436.80",78.345
12/29/2011,"2,495.28",80.225
12/30/2011,"2,504.67",80.527
1/1/2012,"2,492.15",80.125
1/2/2012,"2,510.48",80.714
1/3/2012,"2,676.73",86.059
1/4/2012,"2,667.33",85.757
1/5/2012,"2,649.21",85.174
1/6/2012,"2,607.49",83.833
1/9/2012,"2,612.44",83.992
1/10/2012,"2,691.38",86.53
1/11/2012,"2,694.42",86.627
1/12/2012,"2,733.57",87.886
1/13/2012,"2,682.28",86.237
1/16/2012,"2,709.39",87.109
1/17/2012,"2,722.83",87.541
1/18/2012,"2,758.00",88.672
1/19/2012,"2,749.31",88.392
1/20/2012,"2,904.09",93.369
1/23/2012,"2,922.10",93.948
1/24/2012,"2,884.70",92.745
1/25/2012,"2,993.01",96.227
1/26/2012,"3,020.52",97.112
1/27/2012,"3,049.96",98.059
1/30/2012,"3,017.44",97.013
1/31/2012,"2,997.97",96.387
2/1/2012,"3,045.79",97.924
2/2/2012,"3,102.03",99.732
2/3/2012,"3,043.15",97.84
2/5/2012,"3,048.96",98.026
2/6/2012,"3,048.23",98.003
2/7/2012,"3,091.26",99.386
2/8/2012,"3,084.35",99.164
2/9/2012,"3,093.73",99.466
2/10/2012,"3,041.62",97.79
2/12/2012,"3,032.46",97.496
2/13/2012,"3,056.62",98.273
2/14/2012,"3,043.70",97.857
2/15/2012,"3,036.26",97.618
2/16/2012,"3,020.66",97.116
2/17/2012,"3,021.16",97.133
2/19/2012,"3,009.50",96.758
2/20/2012,"3,026.68",97.31
2/21/2012,"3,117.91",100.24
2/22/2012,"3,115.33",100.16
2/23/2012,"3,203.20",102.99
2/24/2012,"3,219.17",103.5
2/26/2012,"3,212.18",103.27
2/27/2012,"3,216.25",103.4
2/28/2012,"3,358.02",107.96
2/29/2012,"3,160.77",101.62
3/1/2012,"3,225.58",103.7
3/2/2012,"3,163.42",101.71
3/4/2012,"3,156.84",101.49
3/5/2012,"3,093.03",99.443
3/6/2012,"2,998.19",96.394
3/7/2012,"3,040.14",97.743
3/8/2012,"3,079.96",99.023
3/9/2012,"3,109.04",99.958
3/11/2012,"3,108.45",99.939
3/12/2012,"3,050.54",98.077
3/13/2012,"3,037.26",97.65
3/14/2012,"2,914.57",93.706
3/15/2012,"2,963.48",95.278
3/16/2012,"2,948.34",94.791
3/18/2012,"2,942.97",94.619
3/19/2012,"2,985.94",96.0
3/20/2012,"2,916.16",93.757
3/21/2012,"2,918.82",93.842
3/22/2012,"2,866.06",92.146
3/23/2012,"2,953.43",94.955
3/26/2012,"3,007.26",96.686
3/27/2012,"2,953.02",94.942
3/28/2012,"2,906.86",93.458
3/29/2012,"2,923.87",94.005
3/30/2012,"2,924.38",94.021
4/1/2012,"2,920.46",93.895
4/2/2012,"2,993.01",96.228
4/3/2012,"2,972.56",95.57
4/4/2012,"2,830.70",91.009
4/5/2012,"2,860.18",91.957
4/6/2012,"2,861.76",92.008
4/8/2012,"2,859.37",91.931
4/9/2012,"2,839.37",91.288
4/10/2012,"2,879.83",92.589
4/11/2012,"2,869.15",92.245
4/12/2012,"2,938.54",94.476
4/13/2012,"2,860.60",91.97
4/15/2012,"2,861.35",91.995
4/16/2012,"2,860.92",91.981
4/17/2012,"2,868.49",92.224
4/18/2012,"2,870.98",92.304
4/19/2012,"2,882.59",92.677
4/20/2012,"2,875.38",92.446
4/22/2012,"2,883.19",92.697
4/23/2012,"2,802.64",90.107
4/24/2012,"2,800.68",90.044
4/25/2012,"2,787.57",89.623
4/26/2012,"2,830.21",90.993
4/27/2012,"2,848.07",91.567
4/29/2012,"2,854.14",91.763
4/30/2012,"2,819.31",90.643
5/1/2012,"2,818.40",90.614
5/2/2012,"2,787.72",89.627
5/3/2012,"2,732.18",87.842
5/4/2012,"2,760.50",88.752
5/6/2012,"2,773.40",89.167
5/7/2012,"2,727.56",87.693
5/8/2012,"2,686.53",86.374
5/9/2012,"2,657.39",85.437
5/10/2012,"2,648.22",85.142
5/11/2012,"2,633.52",84.67
5/13/2012,"2,636.52",84.766
5/14/2012,"2,560.84",82.333
5/15/2012,"2,518.59",80.975
5/16/2012,"2,479.91",79.731
5/17/2012,"2,552.63",82.069
5/18/2012,"2,606.15",83.79
5/20/2012,"2,601.03",83.625
5/21/2012,"2,602.43",83.67
5/22/2012,"2,579.19",82.923
5/23/2012,"2,559.81",82.3
5/24/2012,"2,608.20",83.856
5/25/2012,"2,626.33",84.438
5/27/2012,"2,613.28",84.019
5/28/2012,"2,611.23",83.953
5/29/2012,"2,598.48",83.543
5/30/2012,"2,608.10",83.852
5/31/2012,"2,599.17",83.565
6/1/2012,"2,671.12",85.879
6/3/2012,"2,673.02",85.94
6/4/2012,"2,654.00",85.328
6/5/2012,"2,673.18",85.945
6/6/2012,"2,747.17",88.324
6/7/2012,"2,693.14",86.586
6/8/2012,"2,686.01",86.357
6/10/2012,"2,653.73",85.32
6/11/2012,"2,703.49",86.919
6/12/2012,"2,737.46",88.012
6/13/2012,"2,739.17",88.066
6/14/2012,"2,700.27",86.816
6/15/2012,"2,706.35",87.011
6/17/2012,"2,691.04",86.519
6/18/2012,"2,713.89",87.253
6/19/2012,"2,666.44",85.728
6/20/2012,"2,644.50",85.023
6/21/2012,"2,540.56",81.681
6/22/2012,"2,543.12",81.763
6/24/2012,"2,542.48",81.743
6/25/2012,"2,600.81",83.618
6/26/2012,"2,560.78",82.331
6/27/2012,"2,555.47",82.16
6/28/2012,"2,483.96",79.861
6/29/2012,"2,601.85",83.652
7/2/2012,"2,603.98",83.72
7/3/2012,"2,679.35",86.143
7/4/2012,"2,683.66",86.282
7/5/2012,"2,599.69",83.582
7/6/2012,"2,545.89",81.852
7/8/2012,"2,548.19",81.926
7/9/2012,"2,574.49",82.772
7/10/2012,"2,528.41",81.29
7/11/2012,"2,564.99",82.466
7/12/2012,"2,535.86",81.53
7/13/2012,"2,578.02",82.885
7/15/2012,"2,571.46",82.674
7/16/2012,"2,578.07",82.887
7/17/2012,"2,577.65",82.873
7/18/2012,"2,564.88",82.463
7/19/2012,"2,574.93",82.786
7/20/2012,"2,581.08",82.984
7/22/2012,"2,585.12",83.114
7/23/2012,"2,589.79",83.264
7/24/2012,"2,547.89",81.917
7/25/2012,"2,582.96",83.044
7/26/2012,"2,601.31",83.634
7/27/2012,"2,636.32",84.76
7/29/2012,"2,627.71",84.483
7/30/2012,"2,665.67",85.703
7/31/2012,"2,653.15",85.301
8/1/2012,"2,597.30",83.505
8/2/2012,"2,567.91",82.56
8/3/2012,"2,628.28",84.501
8/5/2012,"2,623.70",84.354
8/6/2012,"2,633.81",84.679
8/7/2012,"2,655.47",85.375
8/8/2012,"2,640.88",84.906
8/9/2012,"2,643.47",84.989
8/10/2012,"2,621.05",84.269
8/12/2012,"2,621.37",84.279
8/13/2012,"2,592.18",83.341
8/14/2012,"2,629.96",84.555
8/15/2012,"2,630.18",84.562
8/16/2012,"2,666.62",85.734
8/17/2012,"2,652.75",85.288
8/19/2012,"2,651.03",85.233
8/20/2012,"2,719.78",87.443
8/21/2012,"2,740.01",88.093
8/22/2012,"2,776.86",89.278
8/23/2012,"2,835.98",91.179
8/24/2012,"2,868.31",92.218
8/26/2012,"2,863.95",92.078
8/27/2012,"2,866.39",92.156
8/28/2012,"2,864.35",92.091
8/29/2012,"2,859.59",91.938
8/30/2012,"2,838.37",91.256
8/31/2012,"2,941.93",94.585
9/2/2012,"2,936.74",94.418
9/3/2012,"2,975.87",95.677
9/4/2012,"3,000.33",96.463
9/5/2012,"2,983.70",95.928
9/6/2012,"3,015.02",96.935
9/7/2012,"3,062.51",98.462
9/9/2012,"3,066.91",98.603
9/10/2012,"3,042.50",97.819
9/11/2012,"3,035.79",97.603
9/12/2012,"3,147.12",101.18
9/13/2012,"3,256.24",104.69
9/14/2012,"3,272.23",105.2
9/16/2012,"3,273.61",105.25
9/17/2012,"3,229.70",103.84
9/18/2012,"3,286.81",105.67
9/19/2012,"3,271.55",105.18
9/20/2012,"3,271.89",105.19
9/21/2012,"3,273.13",105.23
9/23/2012,"3,270.74",105.16
9/24/2012,"3,215.11",103.37
9/25/2012,"3,195.33",102.73
9/26/2012,"3,219.56",103.51
9/27/2012,"3,287.95",105.71
9/28/2012,"3,271.02",105.17
9/30/2012,"3,270.44",105.15
10/1/2012,"3,296.00",105.97
10/2/2012,"3,292.41",105.85
10/3/2012,"3,295.53",105.95
10/4/2012,"3,337.40",107.3
10/5/2012,"3,294.00",105.9
10/7/2012,"3,296.78",105.99
10/8/2012,"3,260.37",104.82
10/9/2012,"3,238.56",104.12
10/10/2012,"3,250.06",104.49
10/11/2012,"3,250.88",104.52
10/12/2012,"3,195.03",102.72
10/14/2012,"3,196.84",102.78
10/15/2012,"3,118.44",100.26
10/16/2012,"3,132.19",100.7
10/17/2012,"3,172.53",102.0
10/18/2012,"3,138.01",100.89
10/19/2012,"3,061.50",98.429
10/21/2012,"3,062.97",98.477
10/22/2012,"3,094.77",99.499
10/23/2012,"3,029.57",97.403
10/24/2012,"3,032.26",97.489
10/25/2012,"3,077.12",98.932
10/26/2012,"3,077.12",98.932
10/29/2012,"3,054.66",98.21
10/30/2012,"3,039.65",97.727
10/31/2012,"3,087.56",99.267
11/1/2012,"3,083.23",99.128
11/2/2012,"2,958.41",95.115
11/4/2012,"2,961.71",95.221
11/5/2012,"2,997.05",96.357
11/6/2012,"3,074.40",98.844
11/7/2012,"3,049.63",98.048
11/8/2012,"3,101.23",99.707
11/9/2012,"3,125.10",100.47
11/11/2012,"3,118.07",100.25
11/12/2012,"3,105.56",99.846
11/13/2012,"3,121.42",100.36
11/14/2012,"3,140.02",100.95
11/15/2012,"3,127.35",100.55
11/16/2012,"3,099.40",99.648
11/18/2012,"3,095.54",99.524
11/19/2012,"3,188.86",102.52
11/20/2012,"3,192.12",102.63
11/21/2012,"3,200.44",102.9
11/22/2012,"3,197.23",102.79
11/23/2012,"3,276.50",105.34
11/25/2012,"3,262.66",104.9
11/26/2012,"3,279.26",105.43
11/27/2012,"3,272.54",105.21
11/28/2012,"3,253.78",104.61
11/29/2012,"3,309.08",106.39
11/30/2012,"3,237.00",104.07
12/2/2012,"3,233.98",103.97
12/3/2012,"3,250.86",104.52
12/4/2012,"3,179.94",102.24
12/5/2012,"3,179.89",102.24
12/6/2012,"3,191.73",102.62
12/7/2012,"3,198.46",102.83
12/9/2012,"3,204.65",103.03
12/10/2012,"3,228.12",103.79
12/11/2012,"3,204.80",103.04
12/12/2012,"3,251.46",104.54
12/13/2012,"3,173.87",102.04
12/14/2012,"3,153.33",101.38
12/16/2012,"3,145.53",101.13
12/17/2012,"3,169.75",101.91
12/18/2012,"3,096.60",99.558
12/19/2012,"3,039.40",97.719
12/20/2012,"2,917.05",93.785
12/21/2012,"2,929.87",94.198
12/23/2012,"2,928.77",94.162
12/24/2012,"2,922.58",93.963
12/25/2012,"2,930.53",94.219
12/26/2012,"2,926.78",94.098
12/27/2012,"2,944.88",94.68
12/28/2012,"2,925.68",94.063
12/30/2012,"2,926.63",94.093
12/31/2012,"2,949.49",94.828
1/1/2013,"2,947.29",94.758
1/2/2013,"3,020.79",97.121
1/3/2013,"2,952.55",94.927
1/4/2013,"2,951.09",94.88
1/7/2013,"2,938.20",94.465
1/8/2013,"2,964.44",95.309
1/9/2013,"2,955.08",95.008
1/10/2013,"2,970.33",95.498
1/11/2013,"2,964.03",95.296
1/14/2013,"3,024.51",97.24
1/15/2013,"3,053.55",98.174
1/16/2013,"3,078.19",98.966
1/17/2013,"3,097.38",99.583
1/18/2013,"3,114.25",100.13
1/21/2013,"3,129.29",100.61
1/22/2013,"3,144.48",101.1
1/23/2013,"3,148.55",101.23
1/24/2013,"3,092.41",99.423
1/25/2013,"3,048.82",98.022
1/28/2013,"3,022.17",97.165
1/29/2013,"3,064.66",98.531
1/30/2013,"3,130.46",100.65
1/31/2013,"3,074.00",98.831
2/1/2013,"3,117.92",100.24
2/4/2013,"3,117.06",100.22
2/5/2013,"3,111.17",100.03
2/6/2013,"3,121.46",100.36
2/7/2013,"3,080.11",99.028
2/8/2013,"3,077.25",98.936
2/11/2013,"3,037.19",97.648
2/12/2013,"3,052.40",98.137
2/13/2013,"3,016.73",96.99
2/14/2013,"2,980.25",95.817
2/15/2013,"2,920.41",93.893
2/18/2013,"2,930.29",94.211
2/19/2013,"2,892.79",93.005
2/20/2013,"2,800.60",90.041
2/21/2013,"2,811.41",90.389
2/22/2013,"2,817.10",90.572
2/25/2013,"2,854.48",91.774
2/26/2013,"2,887.80",92.845
2/27/2013,"2,846.75",91.525
2/28/2013,"2,804.74",90.174
3/1/2013,"2,808.91",90.309
3/4/2013,"2,804.91",90.18
3/5/2013,"2,819.52",90.65
3/6/2013,"2,856.63",91.843
3/7/2013,"2,836.96",91.21
3/8/2013,"2,831.23",91.026
3/11/2013,"2,833.30",91.093
3/12/2013,"2,853.36",91.738
3/13/2013,"2,829.40",90.967
3/14/2013,"2,808.45",90.294
3/15/2013,"2,821.20",90.704
3/18/2013,"2,854.36",91.77
3/19/2013,"2,838.65",91.265
3/20/2013,"2,831.99",91.05
3/21/2013,"2,864.84",92.107
3/22/2013,"2,823.63",90.782
3/25/2013,"2,838.77",91.268
3/26/2013,"2,829.50",90.97
3/27/2013,"2,822.06",90.731
3/28/2013,"2,789.25",89.677
3/29/2013,"2,790.28",89.71
4/1/2013,"2,760.23",88.744
4/2/2013,"2,681.06",86.198
4/3/2013,"2,653.78",85.321
4/4/2013,"2,645.35",85.05
4/5/2013,"2,693.72",86.605
4/8/2013,"2,682.35",86.24
4/9/2013,"2,754.77",88.568
4/10/2013,"2,716.63",87.342
4/11/2013,"2,719.60",87.437
4/12/2013,"2,555.11",82.149
4/15/2013,"2,232.11",71.764
4/16/2013,"2,305.45",74.122
4/17/2013,"2,295.67",73.808
4/18/2013,"2,289.71",73.616
4/19/2013,"2,288.81",73.587
4/22/2013,"2,306.44",74.154
4/23/2013,"2,260.29",72.67
4/24/2013,"2,283.19",73.406
4/25/2013,"2,402.53",77.243
4/26/2013,"2,363.65",75.993
4/29/2013,"2,421.71",77.86
4/30/2013,"2,396.19",77.039
5/1/2013,"2,327.94",74.845
5/2/2013,"2,346.71",75.448
5/3/2013,"2,372.67",76.283
5/6/2013,"2,364.05",76.006
5/7/2013,"2,360.07",75.878
5/8/2013,"2,359.79",75.869
5/9/2013,"2,347.13",75.462
5/10/2013,"2,345.69",75.416
5/13/2013,"2,331.73",74.967
5/14/2013,"2,315.61",74.449
5/15/2013,"2,225.48",71.551
5/16/2013,"2,238.16",71.958
5/17/2013,"2,191.27",70.451
5/20/2013,"2,247.66",72.264
5/21/2013,"2,201.35",70.775
5/22/2013,"2,207.61",70.976
5/23/2013,"2,223.52",71.488
5/24/2013,"2,201.67",70.785
5/27/2013,"2,229.88",71.692
5/28/2013,"2,203.82",70.855
5/29/2013,"2,209.53",71.038
5/30/2013,"2,242.09",72.085
5/31/2013,"2,191.13",70.446
6/3/2013,"2,194.28",70.548
6/4/2013,"2,132.02",68.546
6/5/2013,"2,221.29",71.416
6/6/2013,"2,227.93",71.63
6/7/2013,"2,133.90",68.606
6/10/2013,"2,165.87",69.634
6/11/2013,"2,133.46",68.592
6/12/2013,"2,145.33",68.974
6/13/2013,"2,143.71",68.922
6/14/2013,"2,175.00",69.928
6/17/2013,"2,151.51",69.173
6/18/2013,"2,137.77",68.731
6/19/2013,"2,108.74",67.798
6/20/2013,"1,944.94",62.531
6/21/2013,"1,993.08",64.079
6/24/2013,"1,949.66",62.683
6/25/2013,"1,946.36",62.577
6/26/2013,"1,829.40",58.816
6/27/2013,"1,829.42",58.817
6/28/2013,"1,959.82",63.01
7/1/2013,"1,954.95",62.853
7/2/2013,"1,935.50",62.228
7/3/2013,"1,980.48",63.674
7/4/2013,"1,976.06",63.532
7/5/2013,"1,890.58",60.783
7/8/2013,"1,910.80",61.433
7/9/2013,"1,930.85",62.078
7/10/2013,"1,916.11",61.604
7/11/2013,"2,013.61",64.739
7/12/2013,"1,994.28",64.118
7/15/2013,"1,999.11",64.273
7/16/2013,"2,008.68",64.581
7/17/2013,"1,937.48",62.292
7/18/2013,"1,956.55",62.905
7/19/2013,"1,964.45",63.158
7/22/2013,"2,066.09",66.426
7/23/2013,"2,064.29",66.369
7/24/2013,"2,033.51",65.379
7/25/2013,"2,049.32",65.887
7/26/2013,"2,026.89",65.166
7/29/2013,"2,023.17",65.046
7/30/2013,"2,009.01",64.591
7/31/2013,"2,011.90",64.684
8/1/2013,"2,001.76",64.358
8/2/2013,"2,029.67",65.256
8/5/2013,"2,010.77",64.648
8/6/2013,"1,993.84",64.104
8/7/2013,"2,006.69",64.517
8/8/2013,"2,073.87",66.677
8/9/2013,"2,099.30",67.494
8/12/2013,"2,201.45",70.778
8/13/2013,"2,200.79",70.757
8/14/2013,"2,244.00",72.146
8/15/2013,"2,360.28",75.885
8/16/2013,"2,392.63",76.925
8/19/2013,"2,390.93",76.87
8/20/2013,"2,374.24",76.333
8/21/2013,"2,369.47",76.18
8/22/2013,"2,394.48",76.984
8/23/2013,"2,489.96",80.054
8/26/2013,"2,520.54",81.037
8/27/2013,"2,543.60",81.779
8/28/2013,"2,537.99",81.598
8/29/2013,"2,495.05",80.218
8/30/2013,"2,454.96",78.929
9/2/2013,"2,530.26",81.35
9/3/2013,"2,543.89",81.788
9/4/2013,"2,455.01",78.93
9/5/2013,"2,437.83",78.378
9/6/2013,"2,497.24",80.288
9/9/2013,"2,465.11",79.255
9/10/2013,"2,386.48",76.727
9/11/2013,"2,404.53",77.308
9/12/2013,"2,254.70",72.49
9/13/2013,"2,305.82",74.134
9/16/2013,"2,255.51",72.516
9/17/2013,"2,245.52",72.195
9/18/2013,"2,339.60",75.22
9/19/2013,"2,349.92",75.552
9/20/2013,"2,221.47",71.422
9/23/2013,"2,289.92",73.623
9/24/2013,"2,304.85",74.103
9/25/2013,"2,308.62",74.224
9/26/2013,"2,304.94",74.105
9/27/2013,"2,302.29",74.02
9/30/2013,"2,302.67",74.033
10/1/2013,"2,241.07",72.052
10/2/2013,"2,302.40",74.024
10/3/2013,"2,298.35",73.894
10/4/2013,"2,306.37",74.152
10/7/2013,"2,375.17",76.363
10/8/2013,"2,361.83",75.934
10/9/2013,"2,321.54",74.639
10/10/2013,"2,301.13",73.983
10/11/2013,"2,269.90",72.979
10/14/2013,"2,255.58",72.518
10/15/2013,"2,254.39",72.48
10/16/2013,"2,272.25",73.055
10/17/2013,"2,321.97",74.653
10/18/2013,"2,321.11",74.626
10/21/2013,"2,367.71",76.124
10/22/2013,"2,413.50",77.596
10/23/2013,"2,402.01",77.227
10/24/2013,"2,418.59",77.759
10/25/2013,"2,388.13",76.78
10/28/2013,"2,387.77",76.769
10/29/2013,"2,397.31",77.075
10/30/2013,"2,417.02",77.709
10/31/2013,"2,338.96",75.199
11/1/2013,"2,354.95",75.713
11/4/2013,"2,322.69",74.676
11/5/2013,"2,330.27",74.92
11/6/2013,"2,338.49",75.184
11/7/2013,"2,314.43",74.411
11/8/2013,"2,307.74",74.195
11/11/2013,"2,290.59",73.644
11/12/2013,"2,228.63",71.652
11/13/2013,"2,211.77",71.11
11/14/2013,"2,231.85",71.756
11/15/2013,"2,224.66",71.525
11/18/2013,"2,193.76",70.531
11/19/2013,"2,191.54",70.46
11/20/2013,"2,139.30",68.78
11/21/2013,"2,146.66",69.017
11/22/2013,"2,136.57",68.692
11/25/2013,"2,176.08",69.963
11/26/2013,"2,152.25",69.196
11/27/2013,"2,130.64",68.502
11/28/2013,"2,134.24",68.617
11/29/2013,"2,171.20",69.806
12/2/2013,"2,080.02",66.874
12/3/2013,"2,077.50",66.793
12/4/2013,"2,136.63",68.694
12/5/2013,"2,105.05",67.679
12/6/2013,"2,112.65",67.923
12/9/2013,"2,149.44",69.106
12/10/2013,"2,203.51",70.844
12/11/2013,"2,173.21",69.87
12/12/2013,"2,091.41",67.24
12/13/2013,"2,112.06",67.904
12/16/2013,"2,137.56",68.724
12/17/2013,"2,126.79",68.378
12/18/2013,"2,114.66",67.988
12/19/2013,"2,047.89",65.841
12/20/2013,"2,061.75",66.287
12/23/2013,"2,064.81",66.385
12/24/2013,"2,070.76",66.576
12/25/2013,"2,058.77",66.191
12/26/2013,"2,100.44",67.531
12/27/2013,"2,123.31",68.266
12/30/2013,"2,068.86",66.515
12/31/2013,"2,053.27",66.014
1/1/2014,"2,053.87",66.034
1/2/2014,"2,110.82",67.864
1/3/2014,"2,120.02",68.16
1/6/2014,"2,126.84",68.379
1/7/2014,"2,099.14",67.489
1/8/2014,"2,060.70",66.253
1/9/2014,"2,060.13",66.235
1/10/2014,"2,125.61",68.34
1/13/2014,"2,157.60",69.369
1/14/2014,"2,145.88",68.992
1/15/2014,"2,126.60",68.372
1/16/2014,"2,119.66",68.149
1/17/2014,"2,138.12",68.742
1/20/2014,"2,137.58",68.725
1/21/2014,"2,095.91",67.385
1/22/2014,"2,089.21",67.17
1/23/2014,"2,110.09",67.841
1/24/2014,"2,100.21",67.523
1/27/2014,"2,076.16",66.75
1/28/2014,"2,067.14",66.46
1/29/2014,"2,078.28",66.818
1/30/2014,"2,020.07",64.947
1/31/2014,"2,024.79",65.099
2/3/2014,"2,040.74",65.611
2/4/2014,"2,057.43",66.148
2/5/2014,"2,099.91",67.514
2/6/2014,"2,105.41",67.691
2/7/2014,"2,111.93",67.9
2/10/2014,"2,116.56",68.049
2/11/2014,"2,134.87",68.638
2/12/2014,"2,130.52",68.498
2/13/2014,"2,153.50",69.237
2/14/2014,"2,251.10",72.375
2/17/2014,"2,285.00",73.464
2/18/2014,"2,303.68",74.065
2/19/2014,"2,267.14",72.89
2/20/2014,"2,290.08",73.628
2/21/2014,"2,289.42",73.607
2/24/2014,"2,304.73",74.099
2/25/2014,"2,298.78",73.908
2/26/2014,"2,227.27",71.608
2/27/2014,"2,229.92",71.693
2/28/2014,"2,227.08",71.602
3/3/2014,"2,247.22",72.25
3/4/2014,"2,220.10",71.378
3/5/2014,"2,208.23",70.996
3/6/2014,"2,239.25",71.994
3/7/2014,"2,150.48",69.139
3/10/2014,"2,103.35",67.624
3/11/2014,"2,092.98",67.291
3/12/2014,"2,085.32",67.044
3/13/2014,"2,090.91",67.224
3/14/2014,"2,131.28",68.522
3/17/2014,"2,101.75",67.573
3/18/2014,"2,061.64",66.283
3/19/2014,"2,054.87",66.066
3/20/2014,"1,990.40",63.993
3/21/2014,"1,995.27",64.149
3/24/2014,"1,951.09",62.729
3/25/2014,"1,941.54",62.422
3/26/2014,"1,932.80",62.141
3/27/2014,"1,929.27",62.028
3/28/2014,"1,944.60",62.52
3/31/2014,"1,941.41",62.418
4/1/2014,"1,939.35",62.352
4/2/2014,"1,967.76",63.265
4/3/2014,"1,945.30",62.543
4/4/2014,"1,958.20",62.958
4/7/2014,"1,951.05",62.728
4/8/2014,"1,950.03",62.695
4/9/2014,"1,929.23",62.026
4/10/2014,"1,948.07",62.632
4/11/2014,"1,948.89",62.658
4/14/2014,"1,922.87",61.822
4/15/2014,"1,882.69",60.53
4/16/2014,"1,897.43",61.004
4/17/2014,"1,904.12",61.219
4/18/2014,"1,904.93",61.245
4/21/2014,"1,898.23",61.03
4/22/2014,"1,892.89",60.858
4/23/2014,"1,899.60",61.073
4/24/2014,"1,925.50",61.906
4/25/2014,"1,936.25",62.252
4/28/2014,"1,925.67",61.912
4/29/2014,"1,915.85",61.596
4/30/2014,"1,891.69",60.819
5/1/2014,"1,878.24",60.387
5/2/2014,"1,926.63",61.943
5/5/2014,"1,938.10",62.311
5/6/2014,"1,933.76",62.172
5/7/2014,"1,897.77",61.015
5/8/2014,"1,895.27",60.934
5/9/2014,"1,887.65",60.689
5/12/2014,"1,924.36",61.87
5/13/2014,"1,929.74",62.043
5/14/2014,"1,951.46",62.741
5/15/2014,"1,924.00",61.858
5/16/2014,"1,903.23",61.19
5/19/2014,"1,910.61",61.427
5/20/2014,"1,918.75",61.689
5/21/2014,"1,918.52",61.682
5/22/2014,"1,925.41",61.903
5/23/2014,"1,921.90",61.79
5/26/2014,"1,920.94",61.76
5/27/2014,"1,881.54",60.493
5/28/2014,"1,879.22",60.418
5/29/2014,"1,880.49",60.459
5/30/2014,"1,857.99",59.736
6/2/2014,"1,850.20",59.485
6/3/2014,"1,856.16",59.677
6/4/2014,"1,852.12",59.547
6/5/2014,"1,877.29",60.356
6/6/2014,"1,873.05",60.22
6/9/2014,"1,878.98",60.411
6/10/2014,"1,894.63",60.914
6/11/2014,"1,892.66",60.85
6/12/2014,"1,921.98",61.793
6/13/2014,"1,941.35",62.416
6/16/2014,"1,943.68",62.491
6/17/2014,"1,945.35",62.544
6/18/2014,"1,958.06",62.953
6/19/2014,"2,042.62",65.672
6/20/2014,"2,051.86",65.969
6/23/2014,"2,058.74",66.19
6/24/2014,"2,063.22",66.334
6/25/2014,"2,076.90",66.774
6/26/2014,"2,084.11",67.006
6/27/2014,"2,068.18",66.493
6/30/2014,"2,077.02",66.778
7/1/2014,"2,076.55",66.763
7/2/2014,"2,087.94",67.129
7/3/2014,"2,083.48",66.985
7/4/2014,"2,087.82",67.125
7/7/2014,"2,081.21",66.912
7/8/2014,"2,078.65",66.83
7/9/2014,"2,085.93",67.064
7/10/2014,"2,112.83",67.929
7/11/2014,"2,114.17",67.972
7/14/2014,"2,065.91",66.421
7/15/2014,"2,047.42",65.826
7/16/2014,"2,052.86",66.001
7/17/2014,"2,089.58",67.182
7/18/2014,"2,062.34",66.306
7/21/2014,"2,066.92",66.453
7/22/2014,"2,071.45",66.599
7/23/2014,"2,064.78",66.384
7/24/2014,"2,014.58",64.77
7/25/2014,"2,046.52",65.797
7/28/2014,"2,032.23",65.338
7/29/2014,"2,032.71",65.353
7/30/2014,"2,036.05",65.46
7/31/2014,"2,013.02",64.72
8/1/2014,"2,009.90",64.62
8/4/2014,"1,991.88",64.04
8/5/2014,"1,955.50",62.871
8/6/2014,"1,980.52",63.675
8/7/2014,"1,975.27",63.506
8/8/2014,"1,965.76",63.201
8/11/2014,"1,978.68",63.616
8/12/2014,"1,970.52",63.354
8/13/2014,"1,965.22",63.183
8/14/2014,"1,974.08",63.468
8/15/2014,"1,953.51",62.807
8/18/2014,"1,962.96",63.11
8/19/2014,"1,951.29",62.735
8/20/2014,"1,964.76",63.168
8/21/2014,"1,958.92",62.981
8/22/2014,"1,962.53",63.097
8/25/2014,"1,963.12",63.116
8/26/2014,"1,967.98",63.272
8/27/2014,"1,972.09",63.404
8/28/2014,"1,979.57",63.645
8/29/2014,"1,982.10",63.726
9/1/2014,"1,985.65",63.84
9/2/2014,"1,953.88",62.819
9/3/2014,"1,952.47",62.773
9/4/2014,"1,973.38",63.446
9/5/2014,"1,961.36",63.059
9/8/2014,"1,942.94",62.467
9/9/2014,"1,939.03",62.341
9/10/2014,"1,941.71",62.428
9/11/2014,"1,912.79",61.498
9/12/2014,"1,904.85",61.242
9/15/2014,"1,921.82",61.788
9/16/2014,"1,919.39",61.71
9/17/2014,"1,923.64",61.846
9/18/2014,"1,898.26",61.03
9/19/2014,"1,829.69",58.826
9/22/2014,"1,821.28",58.555
9/23/2014,"1,831.93",58.898
9/24/2014,"1,825.26",58.683
9/25/2014,"1,794.36",57.69
9/26/2014,"1,820.74",58.538
9/29/2014,"1,795.38",57.723
