Date,Gold Price (oz),Gold Price (gram)
09/15/16,"137,505","4,420.89"
09/16/16,"137,011","4,404.99"
09/19/16,"137,258","4,412.95"
09/20/16,"137,510","4,421.04"
09/21/16,"140,599","4,520.36"
09/22/16,"140,746","4,525.08"
09/23/16,"140,123","4,505.05"
09/26/16,"140,205","4,507.71"
09/27/16,"139,020","4,469.60"
09/28/16,"138,298","4,446.39"
09/29/16,"138,179","4,442.56"
09/30/16,"136,990","4,404.33"
10/03/16,"137,113","4,408.27"
10/04/16,"132,507","4,260.21"
10/05/16,"131,951","4,242.32"
10/06/16,"131,069","4,213.96"
10/07/16,"131,566","4,229.93"
10/10/16,"131,013","4,212.18"
10/11/16,"131,015","4,212.23"
10/12/16,"131,265","4,220.26"
10/13/16,"131,948","4,242.23"
10/14/16,"130,929","4,209.48"
10/17/16,"131,520","4,228.48"
10/18/16,"132,445","4,258.20"
10/19/16,"132,870","4,271.87"
10/20/16,"132,352","4,255.21"
10/21/16,"132,745","4,267.86"
10/24/16,"132,477","4,259.24"
10/25/16,"133,548","4,293.65"
10/26/16,"132,578","4,262.48"
10/27/16,"132,881","4,272.21"
10/28/16,"134,514","4,324.72"
10/31/16,"133,140","4,280.56"
11/01/16,"135,297","4,349.89"
11/02/16,"136,015","4,372.99"
11/03/16,"136,454","4,387.08"
11/04/16,"136,361","4,384.10"
11/07/16,"134,201","4,314.66"
11/08/16,"133,474","4,291.29"
11/09/16,"133,754","4,300.29"
11/10/16,"131,808","4,237.71"
11/11/16,"128,340","4,126.24"
11/14/16,"127,946","4,113.54"
11/15/16,"128,703","4,137.91"
11/16/16,"128,244","4,123.14"
11/17/16,"127,487","4,098.82"
11/18/16,"126,675","4,072.69"
11/21/16,"127,154","4,088.09"
11/22/16,"127,083","4,085.80"
11/23/16,"124,514","4,003.23"
11/24/16,"124,034","3,987.77"
11/25/16,"124,274","3,995.52"
11/28/16,"125,219","4,025.88"
11/29/16,"124,562","4,004.77"
11/30/16,"122,994","3,954.34"
12/01/16,"122,767","3,947.05"
12/02/16,"123,367","3,966.34"
12/05/16,"122,631","3,942.68"
12/06/16,"122,598","3,941.63"
12/07/16,"122,977","3,953.79"
12/08/16,"122,648","3,943.24"
12/09/16,"121,304","3,900.00"
12/11/16,"121,239","3,897.92"
12/12/16,"121,841","3,917.26"
12/13/16,"121,397","3,902.99"
12/14/16,"119,809","3,851.95"
12/15/16,"118,277","3,802.69"
12/16/16,"118,892","3,822.46"
12/19/16,"119,316","3,836.10"
12/20/16,"118,686","3,815.84"
12/21/16,"118,469","3,808.88"
12/22/16,"118,344","3,804.86"
12/23/16,"118,853","3,821.22"
12/26/16,"118,906","3,822.92"
12/27/16,"119,382","3,838.23"
12/28/16,"119,654","3,846.97"
12/29/16,"121,310","3,900.20"
12/30/16,"120,219","3,865.12"
01/02/17,"120,195","3,864.36"
01/03/17,"121,141","3,894.79"
01/04/17,"121,438","3,904.32"
01/05/17,"122,413","3,935.67"
01/06/17,"122,869","3,950.33"
01/09/17,"123,212","3,961.36"
01/10/17,"124,289","3,995.97"
01/11/17,"124,358","3,998.19"
01/12/17,"125,768","4,043.52"
01/13/17,"125,558","4,036.79"
01/16/17,"126,012","4,051.38"
01/17/17,"127,353","4,094.51"
01/18/17,"126,034","4,052.10"
01/19/17,"126,171","4,056.49"
01/20/17,"126,105","4,054.36"
01/23/17,"127,157","4,088.21"
01/24/17,"126,735","4,074.64"
01/25/17,"125,862","4,046.55"
01/26/17,"125,143","4,023.43"
01/27/17,"124,827","4,013.29"
01/30/17,"125,022","4,019.55"
01/31/17,"126,489","4,066.73"
02/01/17,"126,780","4,076.07"
02/02/17,"127,355","4,094.57"
02/03/17,"127,753","4,107.36"
02/06/17,"129,206","4,154.07"
02/07/17,"129,144","4,152.09"
02/08/17,"129,426","4,161.14"
02/09/17,"128,825","4,141.81"
02/10/17,"129,266","4,156.00"
02/13/17,"129,171","4,152.93"
02/14/17,"129,357","4,158.92"
02/15/17,"128,748","4,139.36"
02/16/17,"129,322","4,157.80"
02/17/17,"129,427","4,161.19"
02/20/17,"129,775","4,172.37"
02/21/17,"129,480","4,162.87"
02/22/17,"129,028","4,148.36"
02/23/17,"130,919","4,209.14"
02/24/17,"131,777","4,236.74"
02/27/17,"131,382","4,224.04"
02/28/17,"130,589","4,198.52"
03/01/17,"130,591","4,198.60"
03/02/17,"129,682","4,169.37"
03/03/17,"129,397","4,160.21"
03/06/17,"128,475","4,130.56"
03/07/17,"127,609","4,102.73"
03/08/17,"126,560","4,069.01"
03/09/17,"125,614","4,038.58"
03/10/17,"125,516","4,035.43"
03/13/17,"126,001","4,051.02"
03/14/17,"125,837","4,045.76"
03/15/17,"126,645","4,071.73"
03/16/17,"128,027","4,116.17"
03/17/17,"128,820","4,141.65"
03/20/17,"129,580","4,166.10"
03/21/17,"130,585","4,198.42"
03/22/17,"130,623","4,199.61"
03/23/17,"130,530","4,196.63"
03/24/17,"130,607","4,199.11"
03/27/17,"131,348","4,222.94"
03/28/17,"131,061","4,213.70"
03/29/17,"131,266","4,220.29"
03/30/17,"131,031","4,212.76"
03/31/17,"130,968","4,210.70"
04/03/17,"131,602","4,231.10"
04/04/17,"131,583","4,230.50"
04/05/17,"131,868","4,239.66"
04/06/17,"131,441","4,225.94"
04/07/17,"131,409","4,224.90"
04/10/17,"131,695","4,234.08"
04/11/17,"133,713","4,298.96"
04/12/17,"134,900","4,337.13"
04/13/17,"134,957","4,338.96"
04/14/17,"135,065","4,342.45"
04/17/17,"134,430","4,322.03"
04/18/17,"134,379","4,320.37"
04/19/17,"134,344","4,319.26"
04/20/17,"134,726","4,331.53"
04/21/17,"134,369","4,320.08"
04/24/17,"133,811","4,302.13"
04/25/17,"131,887","4,240.27"
04/26/17,"132,534","4,261.06"
04/27/17,"132,776","4,268.84"
04/28/17,"133,363","4,287.72"
05/01/17,"132,093","4,246.89"
05/02/17,"131,652","4,232.72"
05/03/17,"130,061","4,181.55"
05/04/17,"128,176","4,120.95"
05/05/17,"128,573","4,133.73"
05/08/17,"129,044","4,148.87"
05/09/17,"128,538","4,132.61"
05/10/17,"127,626","4,103.28"
05/11/17,"128,385","4,127.67"
05/12/17,"128,092","4,118.27"
05/15/17,"129,071","4,149.74"
05/16/17,"129,844","4,174.58"
05/17/17,"131,426","4,225.44"
05/18/17,"131,330","4,222.35"
05/19/17,"131,078","4,214.24"
05/22/17,"132,306","4,253.74"
05/23/17,"131,843","4,238.84"
05/24/17,"131,579","4,230.35"
05/25/17,"131,693","4,234.04"
05/26/17,"133,249","4,284.06"
05/29/17,"133,027","4,276.93"
05/30/17,"132,362","4,255.55"
05/31/17,"132,717","4,266.95"
06/01/17,"132,759","4,268.31"
06/02/17,"133,304","4,285.81"
06/05/17,"133,951","4,306.62"
06/06/17,"135,325","4,350.80"
06/07/17,"134,169","4,313.62"
06/08/17,"134,643","4,328.86"
06/09/17,"132,646","4,264.67"
06/12/17,"132,565","4,262.07"
06/13/17,"132,878","4,272.13"
06/14/17,"132,422","4,257.46"
06/15/17,"131,485","4,227.35"
06/16/17,"131,331","4,222.41"
06/19/17,"131,081","4,214.36"
06/20/17,"130,770","4,204.34"
06/21/17,"130,951","4,210.17"
06/22/17,"131,317","4,221.94"
06/23/17,"131,378","4,223.91"
06/26/17,"130,322","4,189.94"
06/27/17,"130,166","4,184.92"
06/28/17,"130,761","4,204.07"
06/29/17,"130,278","4,188.55"
06/30/17,"129,907","4,176.61"
07/03/17,"128,405","4,128.31"
07/04/17,"128,629","4,135.52"
07/05/17,"128,486","4,130.91"
07/06/17,"129,768","4,172.15"
07/07/17,"128,403","4,128.24"
07/10/17,"127,722","4,106.37"
07/11/17,"128,180","4,121.07"
07/12/17,"128,703","4,137.88"
07/13/17,"128,023","4,116.04"
07/14/17,"128,689","4,137.45"
07/17/17,"129,635","4,167.87"
07/18/17,"130,840","4,206.60"
07/19/17,"130,658","4,200.77"
07/20/17,"129,563","4,165.53"
07/21/17,"131,982","4,243.32"
07/24/17,"132,041","4,245.21"
07/25/17,"131,361","4,223.36"
07/26/17,"131,653","4,232.76"
07/27/17,"133,034","4,277.15"
07/28/17,"133,279","4,285.01"
07/31/17,"132,421","4,257.44"
08/01/17,"133,666","4,297.48"
08/02/17,"133,074","4,278.43"
08/03/17,"133,346","4,287.18"
08/04/17,"132,604","4,263.32"
08/07/17,"132,558","4,261.85"
08/08/17,"133,643","4,296.72"
08/09/17,"134,186","4,314.18"
08/10/17,"135,037","4,341.53"
08/11/17,"134,935","4,338.26"
08/14/17,"134,832","4,334.97"
08/15/17,"134,286","4,317.38"
08/16/17,"134,436","4,322.23"
08/17/17,"135,465","4,355.31"
08/18/17,"135,311","4,350.33"
08/21/17,"135,471","4,355.50"
08/22/17,"135,119","4,344.17"
08/23/17,"135,333","4,351.07"
08/24/17,"135,478","4,355.73"
08/25/17,"134,875","4,336.32"
08/28/17,"138,446","4,451.16"
08/29/17,"138,534","4,453.97"
08/30/17,"138,223","4,443.96"
08/31/17,"138,366","4,448.58"
09/01/17,"140,084","4,503.79"
09/04/17,"140,190","4,507.22"
09/05/17,"141,282","4,542.31"
09/06/17,"140,379","4,513.28"
09/07/17,"141,716","4,556.28"
09/08/17,"142,248","4,573.37"
09/11/17,"140,509","4,517.47"
09/12/17,"139,959","4,499.79"
09/13/17,"140,519","4,517.79"
09/14/17,"140,475","4,516.39"
09/15/17,"139,145","4,473.63"
09/18/17,"137,933","4,434.63"
09/19/17,"138,135","4,441.15"
09/20/17,"136,904","4,401.56"
09/21/17,"135,733","4,363.91"
09/22/17,"136,870","4,400.47"
09/25/17,"137,867","4,432.54"
09/26/17,"136,292","4,381.89"
09/27/17,"135,277","4,349.26"
09/28/17,"135,690","4,362.52"
09/29/17,"135,583","4,359.09"
10/02/17,"134,133","4,312.49"
10/03/17,"134,318","4,318.42"
10/04/17,"134,427","4,321.94"
10/05/17,"134,107","4,311.64"
10/06/17,"134,099","4,311.38"
10/09/17,"135,115","4,344.06"
10/10/17,"135,426","4,354.03"
10/11/17,"135,513","4,356.84"
10/12/17,"136,225","4,379.73"
10/13/17,"137,390","4,417.18"
10/16/17,"136,356","4,383.96"
10/17/17,"135,414","4,353.67"
10/18/17,"134,368","4,320.04"
10/19/17,"135,546","4,357.92"
10/20/17,"134,922","4,337.85"
10/23/17,"135,138","4,344.79"
10/24/17,"134,355","4,319.61"
10/25/17,"134,356","4,319.65"
10/26/17,"133,505","4,292.27"
10/27/17,"134,408","4,321.31"
10/30/17,"134,481","4,323.66"
10/31/17,"133,653","4,297.04"
11/01/17,"134,539","4,325.52"
11/02/17,"134,334","4,318.95"
11/03/17,"134,164","4,313.48"
11/06/17,"134,697","4,330.62"
11/07/17,"134,323","4,318.58"
11/08/17,"134,799","4,333.89"
11/09/17,"135,212","4,347.17"
11/10/17,"133,901","4,305.01"
11/13/17,"134,631","4,328.48"
11/14/17,"134,014","4,308.66"
11/15/17,"134,887","4,336.71"
11/16/17,"134,641","4,328.80"
11/17/17,"136,453","4,387.08"
11/20/17,"135,205","4,346.96"
11/21/17,"134,892","4,336.89"
11/22/17,"135,263","4,348.82"
11/23/17,"135,958","4,371.15"
11/24/17,"135,553","4,358.14"
11/27/17,"136,989","4,404.29"
11/28/17,"136,859","4,400.13"
11/29/17,"135,340","4,351.28"
11/30/17,"134,295","4,317.69"
12/01/17,"134,979","4,339.67"
12/04/17,"134,555","4,326.06"
12/05/17,"133,899","4,304.96"
12/06/17,"133,430","4,289.89"
12/07/17,"131,490","4,227.50"
12/08/17,"132,185","4,249.85"
12/11/17,"133,756","4,300.34"
12/12/17,"135,477","4,355.69"
12/13/17,"136,277","4,381.42"
12/14/17,"138,242","4,444.60"
12/15/17,"138,507","4,453.10"
12/18/17,"138,727","4,460.18"
12/19/17,"139,232","4,476.41"
12/20/17,"140,025","4,501.92"
12/21/17,"140,207","4,507.77"
12/22/17,"141,075","4,535.67"
12/25/17,"140,758","4,525.48"
12/26/17,"141,861","4,560.95"
12/27/17,"142,484","4,580.98"
12/28/17,"143,213","4,604.41"
12/29/17,"143,990","4,629.39"
01/01/18,"144,297","4,639.24"
01/02/18,"146,226","4,701.27"
01/03/18,"145,210","4,668.61"
01/04/18,"146,163","4,699.25"
01/05/18,"146,421","4,707.55"
01/08/18,"146,185","4,699.95"
01/09/18,"144,999","4,661.82"
01/10/18,"145,820","4,688.24"
01/11/18,"146,478","4,709.36"
01/12/18,"147,885","4,754.62"
01/15/18,"148,492","4,774.14"
01/16/18,"147,940","4,756.38"
01/17/18,"147,403","4,739.11"
01/18/18,"147,034","4,727.26"
01/19/18,"147,212","4,732.96"
01/22/18,"147,655","4,747.21"
01/23/18,"148,629","4,778.52"
01/24/18,"149,931","4,820.39"
01/25/18,"149,006","4,790.65"
01/26/18,"149,277","4,799.36"
01/29/18,"148,266","4,766.86"
01/30/18,"148,248","4,766.29"
01/31/18,"148,757","4,782.64"
02/01/18,"149,186","4,796.44"
02/02/18,"147,372","4,738.14"
02/05/18,"148,212","4,765.13"
02/06/18,"146,746","4,717.99"
02/07/18,"146,126","4,698.07"
02/08/18,"146,219","4,701.05"
02/09/18,"145,808","4,687.83"
02/12/18,"146,459","4,708.77"
02/13/18,"147,241","4,733.91"
02/14/18,"149,878","4,818.69"
02/15/18,"149,836","4,817.33"
02/16/18,"149,011","4,790.80"
02/19/18,"148,944","4,788.65"
02/20/18,"147,096","4,729.25"
02/21/18,"146,848","4,721.26"
02/22/18,"147,188","4,732.20"
02/23/18,"146,973","4,725.29"
02/26/18,"147,284","4,735.29"
02/27/18,"145,855","4,689.34"
02/28/18,"145,778","4,686.88"
03/01/18,"145,798","4,687.52"
03/02/18,"146,335","4,704.79"
03/05/18,"146,173","4,699.57"
03/06/18,"148,227","4,765.59"
03/07/18,"146,669","4,715.52"
03/08/18,"146,238","4,701.65"
03/09/18,"146,540","4,711.38"
03/12/18,"146,644","4,714.71"
03/13/18,"146,483","4,709.55"
03/14/18,"146,659","4,715.20"
03/15/18,"145,618","4,681.74"
03/16/18,"145,355","4,673.26"
03/19/18,"145,601","4,681.19"
03/20/18,"144,901","4,658.67"
03/21/18,"153,376","4,931.16"
03/22/18,"154,225","4,958.46"
03/23/18,"155,665","5,004.74"
03/26/18,"156,269","5,024.17"
03/27/18,"155,527","5,000.30"
03/28/18,"153,406","4,932.12"
03/29/18,"153,252","4,927.15"
03/30/18,"152,831","4,913.63"
04/02/18,"155,269","4,992.01"
04/03/18,"154,246","4,959.12"
04/04/18,"154,285","4,960.38"
04/05/18,"154,049","4,952.78"
04/06/18,"153,986","4,950.75"
04/09/18,"154,210","4,957.96"
04/10/18,"155,023","4,984.11"
04/11/18,"156,262","5,023.94"
04/12/18,"154,728","4,974.63"
04/13/18,"155,512","4,999.83"
04/16/18,"156,075","5,017.93"
04/17/18,"155,577","5,001.91"
04/18/18,"156,219","5,022.54"
04/19/18,"155,589","5,002.31"
04/20/18,"154,351","4,962.49"
04/23/18,"153,302","4,928.79"
04/24/18,"154,156","4,956.24"
04/25/18,"153,041","4,920.37"
04/26/18,"152,543","4,904.37"
04/27/18,"153,019","4,919.69"
04/30/18,"152,282","4,895.98"
05/01/18,"151,329","4,865.33"
05/02/18,"151,121","4,858.66"
05/03/18,"151,772","4,879.58"
05/04/18,"152,239","4,894.61"
05/07/18,"152,207","4,893.58"
05/08/18,"152,353","4,898.26"
05/09/18,"151,822","4,881.20"
05/10/18,"152,964","4,917.92"
05/11/18,"152,346","4,898.04"
05/14/18,"151,979","4,886.25"
05/15/18,"149,663","4,811.77"
05/16/18,"149,494","4,806.35"
05/17/18,"149,361","4,802.07"
05/18/18,"149,737","4,814.17"
05/21/18,"149,482","4,805.97"
05/22/18,"149,697","4,812.87"
05/23/18,"149,714","4,813.41"
05/24/18,"150,897","4,851.47"
05/25/18,"150,458","4,837.34"
05/28/18,"150,335","4,833.38"
05/29/18,"150,775","4,847.54"
05/30/18,"150,675","4,844.30"
05/31/18,"150,365","4,834.35"
06/01/18,"149,480","4,805.88"
06/04/18,"149,664","4,811.81"
06/05/18,"149,925","4,820.21"
06/06/18,"150,115","4,826.32"
06/07/18,"150,124","4,826.60"
06/08/18,"150,262","4,831.03"
06/11/18,"150,288","4,831.88"
06/12/18,"149,770","4,815.22"
06/13/18,"153,372","4,931.02"
06/14/18,"152,592","4,905.96"
06/15/18,"153,450","4,933.53"
06/18/18,"153,551","4,936.79"
06/19/18,"154,618","4,971.09"
06/20/18,"154,294","4,960.68"
06/21/18,"154,179","4,956.96"
06/22/18,"154,362","4,962.85"
06/25/18,"153,908","4,948.26"
06/26/18,"153,059","4,920.96"
06/27/18,"152,301","4,896.59"
06/28/18,"152,003","4,887.02"
06/29/18,"152,516","4,903.49"
07/02/18,"151,162","4,859.97"
07/03/18,"152,767","4,911.58"
07/04/18,"153,043","4,920.45"
07/05/18,"152,896","4,915.73"
07/06/18,"152,607","4,906.42"
07/09/18,"152,966","4,917.98"
07/10/18,"152,758","4,911.27"
07/11/18,"151,063","4,856.80"
07/12/18,"151,455","4,869.38"
07/13/18,"150,906","4,851.73"
07/16/18,"150,775","4,847.54"
07/17/18,"156,311","5,025.52"
07/18/18,"156,690","5,037.69"
07/19/18,"157,689","5,069.83"
07/20/18,"158,292","5,089.21"
07/23/18,"158,166","5,085.15"
07/24/18,"158,245","5,087.70"
07/25/18,"159,216","5,118.91"
07/26/18,"157,922","5,077.30"
07/27/18,"157,748","5,071.72"
07/30/18,"148,626","4,778.43"
07/31/18,"151,169","4,860.19"
08/01/18,"150,410","4,835.79"
08/02/18,"148,823","4,784.78"
08/03/18,"150,594","4,841.71"
08/06/18,"150,027","4,823.49"
08/07/18,"149,752","4,814.65"
08/08/18,"149,875","4,818.60"
08/09/18,"149,585","4,809.27"
08/10/18,"150,135","4,826.95"
08/13/18,"147,635","4,746.58"
08/14/18,"148,053","4,760.00"
08/15/18,"146,643","4,714.69"
08/16/18,"145,730","4,685.33"
08/17/18,"146,831","4,720.74"
08/20/18,"146,657","4,715.12"
08/21/18,"146,858","4,721.58"
08/22/18,"146,694","4,716.32"
08/23/18,"145,855","4,689.36"
08/24/18,"147,232","4,733.60"
08/27/18,"149,018","4,791.05"
08/28/18,"148,046","4,759.80"
08/29/18,"148,608","4,777.87"
08/30/18,"147,635","4,746.57"
08/31/18,"147,725","4,749.47"
09/03/18,"147,835","4,753.02"
09/04/18,"146,853","4,721.44"
09/05/18,"147,466","4,741.15"
09/06/18,"147,883","4,754.55"
09/07/18,"147,364","4,737.87"
09/10/18,"147,511","4,742.59"
09/11/18,"147,384","4,738.51"
09/12/18,"148,511","4,774.73"
09/13/18,"148,510","4,774.71"
09/14/18,"147,857","4,753.73"
09/17/18,"148,035","4,759.44"
09/18/18,"147,920","4,755.75"
09/19/18,"148,551","4,776.01"
09/20/18,"149,046","4,791.94"
09/21/18,"148,436","4,772.34"
09/24/18,"147,885","4,754.60"
09/25/18,"148,661","4,779.57"
09/26/18,"147,680","4,748.02"
09/28/18,"147,346","4,737.29"
10/01/18,"146,484","4,709.56"
10/02/18,"148,733","4,781.87"
10/03/18,"148,019","4,758.92"
10/04/18,"148,098","4,761.47"
10/05/18,"148,631","4,778.60"
10/08/18,"146,687","4,716.10"
10/09/18,"146,305","4,703.80"
10/10/18,"152,844","4,914.04"
10/11/18,"161,110","5,179.79"
10/12/18,"162,312","5,218.45"
10/15/18,"161,943","5,206.59"
10/16/18,"161,802","5,202.06"
10/17/18,"162,297","5,217.96"
10/18/18,"162,948","5,238.91"
10/19/18,"163,545","5,258.10"
10/22/18,"162,497","5,224.41"
10/23/18,"164,494","5,288.60"
10/24/18,"164,960","5,303.59"
10/25/18,"162,675","5,230.11"
10/26/18,"164,711","5,295.59"
10/29/18,"163,456","5,255.23"
10/30/18,"162,061","5,210.39"
10/31/18,"162,395","5,221.11"
11/01/18,"164,403","5,285.68"
11/02/18,"164,425","5,286.37"
11/05/18,"164,504","5,288.92"
11/06/18,"164,076","5,275.18"
11/07/18,"163,885","5,269.03"
11/08/18,"162,918","5,237.93"
11/09/18,"162,092","5,211.39"
11/12/18,"161,322","5,186.62"
11/13/18,"160,015","5,144.61"
11/14/18,"162,595","5,227.56"
11/15/18,"162,676","5,230.14"
11/16/18,"163,654","5,261.60"
11/19/18,"164,192","5,278.89"
11/20/18,"164,203","5,279.24"
11/21/18,"164,688","5,294.83"
11/22/18,"165,162","5,310.09"
11/23/18,"164,430","5,286.56"
11/26/18,"164,386","5,285.15"
11/27/18,"163,519","5,257.24"
11/28/18,"164,308","5,282.63"
11/29/18,"164,446","5,287.07"
11/30/18,"164,024","5,273.51"
12/03/18,"171,091","5,500.71"
12/04/18,"170,457","5,480.33"
12/05/18,"171,560","5,515.78"
12/06/18,"171,561","5,515.83"
12/07/18,"173,251","5,570.16"
12/10/18,"172,915","5,559.34"
12/11/18,"173,379","5,574.26"
12/12/18,"173,284","5,571.21"
12/13/18,"173,362","5,573.72"
12/14/18,"172,286","5,539.11"
12/17/18,"173,884","5,590.51"
12/18/18,"174,549","5,611.89"
12/19/18,"173,686","5,584.14"
12/20/18,"175,419","5,639.84"
12/21/18,"174,741","5,618.06"
12/24/18,"177,225","5,697.91"
12/25/18,"176,878","5,686.75"
12/26/18,"177,431","5,704.53"
12/27/18,"177,542","5,708.10"
12/28/18,"178,196","5,729.14"
12/31/18,"179,415","5,768.34"
01/02/19,"179,444","5,769.26"
01/03/19,"180,105","5,790.51"
01/04/19,"178,610","5,742.46"
01/07/19,"179,193","5,761.18"
01/08/19,"179,148","5,759.73"
01/09/19,"180,977","5,818.54"
01/10/19,"180,024","5,787.90"
01/11/19,"180,093","5,790.14"
01/14/19,"180,932","5,817.09"
01/15/19,"179,269","5,763.64"
01/16/19,"180,630","5,807.37"
01/17/19,"180,409","5,800.28"
01/18/19,"178,402","5,735.76"
01/21/19,"179,076","5,757.44"
01/22/19,"179,679","5,776.82"
01/23/19,"179,198","5,761.34"
01/24/19,"178,878","5,751.07"
01/25/19,"181,259","5,827.60"
01/28/19,"181,447","5,833.66"
01/29/19,"182,978","5,882.88"
01/30/19,"183,995","5,915.58"
01/31/19,"184,705","5,938.41"
02/01/19,"182,447","5,865.81"
02/04/19,"182,872","5,879.48"
02/05/19,"182,594","5,870.54"
02/06/19,"181,922","5,848.91"
02/07/19,"182,468","5,866.47"
02/08/19,"182,404","5,864.41"
02/11/19,"182,486","5,867.07"
02/12/19,"182,796","5,877.03"
02/13/19,"182,815","5,877.64"
02/14/19,"183,146","5,888.27"
02/15/19,"183,866","5,911.44"
02/18/19,"185,077","5,950.36"
02/19/19,"186,385","5,992.41"
02/20/19,"186,473","5,995.25"
02/21/19,"185,052","5,949.55"
02/22/19,"185,537","5,965.16"
02/25/19,"185,054","5,949.62"
02/26/19,"185,302","5,957.59"
02/27/19,"184,060","5,917.65"
02/28/19,"183,542","5,901.01"
03/01/19,"179,334","5,765.71"
03/04/19,"179,711","5,777.83"
03/05/19,"179,163","5,760.21"
03/06/19,"178,999","5,754.95"
03/07/19,"179,631","5,775.27"
03/08/19,"181,444","5,833.56"
03/11/19,"180,346","5,798.26"
03/12/19,"181,968","5,850.42"
03/13/19,"182,418","5,864.88"
03/14/19,"181,271","5,828.01"
03/15/19,"181,325","5,829.72"
03/18/19,"182,932","5,881.41"
03/19/19,"182,657","5,872.56"
03/20/19,"184,265","5,924.26"
03/21/19,"183,065","5,885.69"
03/22/19,"183,415","5,896.91"
03/25/19,"185,317","5,958.09"
03/26/19,"185,030","5,948.85"
03/27/19,"184,059","5,917.62"
03/28/19,"181,553","5,837.06"
03/29/19,"181,963","5,850.25"
04/01/19,"181,326","5,829.76"
04/02/19,"181,302","5,829.00"
04/03/19,"182,948","5,881.92"
04/04/19,"182,895","5,880.21"
04/05/19,"182,666","5,872.84"
04/08/19,"183,852","5,910.99"
04/09/19,"184,613","5,935.44"
04/10/19,"185,270","5,956.58"
04/11/19,"183,458","5,898.33"
04/12/19,"182,413","5,864.71"
04/15/19,"182,610","5,871.05"
04/16/19,"180,840","5,814.13"
04/17/19,"180,503","5,803.32"
04/18/19,"180,699","5,809.62"
04/19/19,"180,635","5,807.56"
04/22/19,"180,670","5,808.66"
04/23/19,"180,064","5,789.18"
04/24/19,"180,507","5,803.43"
04/25/19,"181,086","5,822.03"
04/26/19,"182,030","5,852.41"
04/29/19,"181,244","5,827.12"
04/30/19,"181,734","5,842.89"
05/01/19,"180,868","5,815.06"
05/02/19,"179,792","5,780.46"
05/03/19,"180,903","5,816.17"
05/06/19,"181,563","5,837.40"
05/07/19,"181,746","5,843.26"
05/08/19,"181,430","5,833.11"
05/09/19,"181,687","5,841.36"
05/10/19,"182,091","5,854.37"
05/13/19,"184,267","5,924.33"
05/14/19,"183,785","5,908.82"
05/15/19,"183,898","5,912.47"
05/16/19,"182,030","5,852.39"
05/17/19,"183,870","5,911.57"
05/20/19,"188,957","6,075.12"
05/21/19,"192,275","6,181.79"
05/22/19,"194,074","6,239.62"
05/23/19,"195,147","6,274.12"
05/24/19,"195,320","6,279.68"
05/27/19,"193,996","6,237.12"
05/28/19,"193,269","6,213.73"
05/29/19,"191,998","6,172.86"
05/30/19,"194,876","6,265.42"
05/31/19,"191,726","6,164.13"
06/03/19,"194,612","6,256.91"
06/04/19,"195,439","6,283.51"
06/05/19,"196,049","6,303.11"
06/06/19,"196,745","6,325.50"
06/07/19,"200,472","6,445.32"
06/10/19,"200,293","6,439.56"
06/11/19,"200,996","6,462.19"
06/12/19,"202,065","6,496.54"
06/13/19,"204,372","6,570.73"
06/14/19,"205,927","6,620.70"
06/17/19,"210,181","6,757.47"
06/18/19,"211,358","6,795.32"
06/19/19,"213,291","6,857.45"
06/20/19,"218,504","7,025.06"
06/21/19,"219,887","7,069.53"
06/24/19,"224,141","7,206.30"
06/25/19,"223,106","7,173.02"
06/26/19,"221,443","7,119.56"
06/27/19,"227,074","7,300.59"
06/28/19,"229,791","7,387.95"
06/30/19,"228,002","7,330.45"
07/01/19,"224,877","7,229.97"
07/02/19,"224,042","7,203.13"
07/03/19,"224,995","7,233.74"
07/04/19,"224,619","7,221.66"
07/05/19,"219,527","7,057.94"
07/07/19,"218,999","7,041.00"
07/08/19,"220,668","7,094.62"
07/09/19,"220,972","7,104.40"
07/10/19,"225,050","7,235.52"
07/11/19,"222,608","7,157.02"
07/12/19,"223,625","7,189.71"
07/14/19,"225,081","7,236.52"
07/15/19,"225,836","7,260.79"
07/16/19,"224,382","7,214.06"
07/17/19,"227,321","7,308.53"
07/18/19,"230,149","7,399.46"
07/19/19,"227,945","7,328.61"
07/21/19,"227,934","7,328.25"
07/22/19,"227,924","7,327.94"
07/23/19,"227,443","7,312.48"
07/24/19,"229,132","7,366.77"
07/25/19,"227,877","7,326.43"
07/26/19,"227,998","7,330.31"
07/28/19,"228,773","7,355.22"
07/29/19,"229,679","7,384.36"
07/30/19,"230,375","7,406.73"
07/31/19,"227,006","7,298.43"
08/01/19,"231,080","7,429.38"
08/02/19,"229,856","7,390.04"
08/04/19,"230,406","7,407.71"
08/05/19,"235,647","7,576.23"
08/06/19,"235,206","7,562.06"
08/07/19,"239,896","7,712.83"
08/08/19,"239,984","7,715.67"
08/09/19,"236,515","7,604.14"
08/11/19,"237,116","7,623.45"
08/12/19,"242,367","7,792.27"
08/13/19,"240,559","7,734.14"
08/14/19,"243,076","7,815.09"
08/15/19,"244,380","7,856.99"
08/16/19,"241,819","7,774.66"
08/18/19,"242,414","7,793.78"
08/19/19,"236,861","7,615.26"
08/20/19,"241,353","7,759.69"
08/21/19,"240,520","7,732.91"
08/22/19,"240,169","7,721.62"
08/23/19,"244,332","7,855.46"
08/25/19,"242,980","7,811.99"
08/26/19,"242,899","7,809.38"
